x = 97.78597, y = -5.126096, z = 34.945, angle = -80.78, collision = h0000B0
x = 251.7627, y = -6.42, z = -23.22025, angle = 12.27456, collision = h0065B0
x = 251.8638, y = -6.42, z = -24.28483, angle = 20.99622, collision = h0065B0
x = 251.4426, y = -6.368092, z = -25.56087, angle = 36.25376, collision = h0065B0
x = 250.8063, y = -6.48248, z = -26.52637, angle = 50.40475, collision = h0065B0
x = 249.6392, y = -6.904251, z = -27.39256, angle = 84.0295, collision = h0065B0
x = 248.4951, y = -7.574121, z = -27.53176, angle = 134.572, collision = h0040B0
x = 247.6602, y = -8.606061, z = -27.05489, angle = -173.9602, collision = h0040B0
x = 247.621, y = -8.707353, z = -25.58546, angle = 179.5214, collision = h0040B0
x = 246.6404, y = -8.642138, z = -25.84809, angle = 3.471211, collision = h0040B0
x = 246.5905, y = -8.597591, z = -27.17569, angle = 18.62624, collision = h0040B0
x = 246.3966, y = -8.544898, z = -28.1751, angle = 30.3307, collision = h0040B0
x = 245.8596, y = -8.446711, z = -29.27603, angle = -7.811086, collision = h0040B0
x = 245.6001, y = -8.460183, z = -30.33045, angle = -32.23027, collision = h0040B0
x = 246.0877, y = -8.598599, z = -31.81581, angle = -39.32017, collision = h0040B0
x = 246.6965, y = -8.613076, z = -32.6397, angle = -70.7915, collision = h0040B0
x = 247.6979, y = -8.598082, z = -32.93774, angle = -105.1896, collision = h0040B0
x = 248.8714, y = -8.581967, z = -32.86404, angle = -115.9068, collision = h0040B0
x = 249.8374, y = -8.562921, z = -32.30562, angle = -141.8303, collision = h0040B0
x = 250.6486, y = -8.408407, z = -31.26866, angle = -133.1631, collision = h0040B0
x = 251.5793, y = -8.479132, z = -30.33226, angle = -157.7012, collision = h0040B0
x = 252.0835, y = -8.565129, z = -29.06374, angle = -157.809, collision = h0040B0
x = 252.2922, y = -8.644947, z = -27.95638, angle = -176.231, collision = h0040B0
x = 252.6109, y = -8.675209, z = -26.8514, angle = -149.4986, collision = h0040B0
x = 253.1702, y = -8.66923, z = -25.87392, angle = -153.6898, collision = h0040B0
x = 253.6, y = -8.715432, z = -24.82166, angle = -167.675, collision = h0040B0
x = 253.7933, y = -8.881349, z = -23.68912, angle = -176.3109, collision = h0040B0
x = 253.8367, y = -8.929041, z = -22.56871, angle = -150.6077, collision = h0040B0
x = 254.2931, y = -8.97299, z = -21.47376, angle = -174.4884, collision = h0040B0
x = 254.3665, y = -9.013883, z = -20.34479, angle = 169.5351, collision = h0040B0
x = 253.5647, y = -8.663605, z = -27.52627, angle = -40.16536, collision = h0040B0
x = 254.4376, y = -8.675755, z = -28.59157, angle = -17.98178, collision = h0040B0
x = 255.0923, y = -8.674747, z = -29.95523, angle = -29.11103, collision = h0040B0
x = 255.8843, y = -8.647859, z = -31.07598, angle = -14.5701, collision = h0040B0
x = 256.1734, y = -8.603678, z = -32.04256, angle = -30.55928, collision = h0040B0
x = 256.9264, y = -8.575989, z = -33.13444, angle = -55.20659, collision = h0040B0
x = 257.7508, y = -8.520311, z = -33.7285, angle = -40.49518, collision = h0040B0
x = 258.6276, y = -8.36646, z = -34.7015, angle = -28.11904, collision = h0040B0
x = 259.2688, y = -8.159839, z = -36.03074, angle = -13.17645, collision = h0040B0
x = 259.497, y = -8.095705, z = -37.32804, angle = 52.81308, collision = h0040B0
x = 258.512, y = -8.243963, z = -38.08931, angle = 85.75185, collision = h0040B0
x = 257.1324, y = -8.373736, z = -38.36816, angle = 68.54324, collision = h0040B0
x = 255.7501, y = -8.473127, z = -38.86476, angle = 72.51685, collision = h0040B0
x = 254.5655, y = -8.43107, z = -39.26089, angle = 69.12366, collision = h0040B0
x = 253.5255, y = -8.397969, z = -39.88799, angle = 37.67545, collision = h0040B0
x = 252.863, y = -8.352898, z = -41.13014, angle = 31.41393, collision = h0040B0
x = 252.0936, y = -8.342147, z = -42.30693, angle = 59.36064, collision = h0040B0
x = 250.9633, y = -8.348206, z = -42.99311, angle = 71.63691, collision = h0040B0
x = 249.7735, y = -8.3787, z = -42.8009, angle = 89.30801, collision = h0040B0
x = 248.4138, y = -8.407749, z = -42.69733, angle = 72.75585, collision = h0040B0
x = 247.0613, y = -8.421864, z = -43.10522, angle = 60.44973, collision = h0040B0
x = 245.8655, y = -8.424473, z = -43.80708, angle = 44.92883, collision = h0040B0
x = 244.8274, y = -8.437885, z = -44.79231, angle = 76.50323, collision = h0040B0
x = 243.4553, y = -8.428299, z = -45.1459, angle = 88.35883, collision = h0040B0
x = 242.0056, y = -8.632883, z = -45.18032, angle = 93.53429, collision = h0040B0
x = 240.743, y = -8.726442, z = -45.11707, angle = 89.31873, collision = h0040B0
x = 239.55, y = -8.792569, z = -45.09026, angle = 75.73012, collision = h0040B0
x = 238.2802, y = -8.790036, z = -45.37871, angle = 53.9527, collision = h0040B0
x = 237.1363, y = -8.757735, z = -46.16249, angle = 49.71613, collision = h0040B0
x = 236.2885, y = -8.733426, z = -46.8772, angle = 53.70572, collision = h0040B0
x = 235.2343, y = -8.77012, z = -47.682, angle = 58.1839, collision = h0040B0
x = 234.0559, y = -8.848813, z = -48.42457, angle = 67.10906, collision = h0040B0
x = 233.0653, y = -8.904969, z = -48.87866, angle = 85.30527, collision = h0040B0
x = 231.6515, y = -8.971189, z = -49.11212, angle = 85.23879, collision = h0040B0
x = 230.372, y = -9.018751, z = -49.22032, angle = 84.57893, collision = h0040B0
x = 229.244, y = -8.993371, z = -49.43864, angle = 84.28963, collision = h0040B0
x = 227.9597, y = -8.988645, z = -49.56459, angle = 83.94064, collision = h0040B0
x = 226.5536, y = -8.983693, z = -49.71312, angle = 83.6875, collision = h0040B0
x = 225.4742, y = -8.979991, z = -49.83179, angle = 83.55135, collision = h0040B0
x = 224.339, y = -9.00461, z = -49.95477, angle = 83.42876, collision = h0040B0
x = 223.0242, y = -9.04315, z = -50.09598, angle = 119.1816, collision = h0041B0
x = 222.0922, y = -9.047091, z = -49.66389, angle = 136.664, collision = h0041B0
x = 221.0794, y = -8.965049, z = -48.79715, angle = 113.7151, collision = h0041B0
x = 219.6793, y = -8.941252, z = -48.33254, angle = 88.44456, collision = h0041B0
x = 218.3386, y = -8.96637, z = -48.35603, angle = 93.20372, collision = h0041B0
x = 217.0394, y = -8.998038, z = -48.17577, angle = 120.3082, collision = h0041B0
x = 216.146, y = -8.973829, z = -47.66651, angle = 121.2846, collision = h0041B0
x = 215.2767, y = -8.902096, z = -47.13956, angle = 117.4231, collision = h0041B0
x = 214.086, y = -8.906351, z = -46.58035, angle = 101.4514, collision = h0041B0
x = 212.6257, y = -8.894793, z = -46.30411, angle = 96.64895, collision = h0041B0
x = 211.3119, y = -8.900889, z = -46.15059, angle = 96.83099, collision = h0041B0
x = 209.8345, y = -8.902349, z = -45.9727, angle = 97.14773, collision = h0041B0
x = 208.5229, y = -8.904985, z = -45.80248, angle = 101.5501, collision = h0041B0
x = 207.0645, y = -8.906368, z = -45.50742, angle = 102.3338, collision = h0041B0
x = 205.7726, y = -8.902476, z = -45.22342, angle = 103.3157, collision = h0041B0
x = 204.3255, y = -8.899515, z = -44.87692, angle = 104.4512, collision = h0041B0
x = 203.045, y = -8.880815, z = -44.54556, angle = 104.882, collision = h0041B0
x = 201.5876, y = -8.868276, z = -44.28493, angle = 75.77656, collision = h0041B0
x = 200.3022, y = -8.753799, z = -44.58313, angle = 63.62209, collision = h0041B0
x = 198.9781, y = -8.491342, z = -45.28629, angle = 80.71102, collision = h0041B0
x = 197.6717, y = -8.460867, z = -45.54929, angle = 88.20053, collision = h0041B0
x = 196.6626, y = -8.63457, z = -45.59485, angle = 89.29241, collision = h0041B0
x = 195.3217, y = -8.867442, z = -45.61386, angle = 90.06006, collision = h0041B0
x = 193.999, y = -8.701457, z = -45.61055, angle = 91.29508, collision = h0041B0
x = 192.5053, y = -8.487375, z = -45.57276, angle = 92.70144, collision = h0041B0
x = 191.1847, y = -8.438415, z = -45.50126, angle = 83.53349, collision = h0041B0
x = 189.7198, y = -8.530218, z = -45.67369, angle = 81.97505, collision = h0041B0
x = 188.2486, y = -8.629618, z = -45.8949, angle = 81.89877, collision = h0041B0
x = 186.9354, y = -8.68469, z = -46.00629, angle = 107.4866, collision = h0041B0
x = 185.5253, y = -8.512383, z = -45.54475, angle = 109.5739, collision = h0041B0
x = 184.2809, y = -8.394963, z = -45.09689, angle = 108.2362, collision = h0041B0
x = 182.8678, y = -8.161464, z = -44.63087, angle = 108.9715, collision = h0041B0
x = 181.6444, y = -7.943887, z = -44.13833, angle = 125.5264, collision = h0041B0
x = 180.4014, y = -7.966943, z = -43.32219, angle = 113.0167, collision = h0041B0
x = 179.178, y = -7.812129, z = -42.83265, angle = 106.2327, collision = h0041B0
x = 177.7533, y = -7.928373, z = -42.40377, angle = 118.15, collision = h0041B0
x = 176.5878, y = -8.099584, z = -41.78405, angle = 123.292, collision = h0041B0
x = 175.3493, y = -8.393674, z = -40.95999, angle = 131.6463, collision = h0041B0
x = 174.368, y = -8.611892, z = -40.07667, angle = 137.5307, collision = h0041B0
x = 173.3214, y = -8.72753, z = -39.02203, angle = 103.4896, collision = h0041B0
x = 172.1334, y = -8.677351, z = -38.90966, angle = 46.68672, collision = h0041B0
x = 171.2077, y = -8.617435, z = -39.8381, angle = 24.66906, collision = h0041B0
x = 170.5809, y = -8.508648, z = -41.04088, angle = 38.53566, collision = h0041B0
x = 169.8, y = -8.471628, z = -42.00915, angle = 65.30772, collision = h0041B0
x = 168.8708, y = -8.445694, z = -42.48771, angle = 24.98729, collision = h0041B0
x = 168.2166, y = -8.481904, z = -43.62389, angle = -14.94556, collision = h0041B0
x = 168.5195, y = -8.495373, z = -44.86824, angle = -37.08335, collision = h0041B0
x = 169.3044, y = -8.741841, z = -45.99016, angle = -54.40045, collision = h0041B0
x = 170.4406, y = -9.110986, z = -46.85592, angle = -58.9299, collision = h0041B0
x = 171.6703, y = -9.533555, z = -47.59152, angle = -53.40477, collision = h0041B0
x = 172.8074, y = -9.839264, z = -48.42321, angle = -34.28363, collision = h0041B0
x = 173.6316, y = -10.35002, z = -49.54321, angle = -19.5855, collision = h0041B0
x = 174.1136, y = -10.79606, z = -50.79037, angle = 11.06252, collision = h0041B0
x = 174.0614, y = -10.98202, z = -51.89256, angle = 47.60522, collision = h0041B0
x = 173.0721, y = -11.06848, z = -52.8531, angle = 74.86398, collision = h0041B0
x = 171.7272, y = -11.02539, z = -53.22766, angle = 86.33533, collision = h0041B0
x = 170.3509, y = -10.98778, z = -53.3395, angle = 89.20667, collision = h0041B0
x = 168.9757, y = -10.9482, z = -53.28835, angle = 91.823, collision = h0041B0
x = 167.9658, y = -10.78852, z = -53.25805, angle = 72.01089, collision = h0041B0
x = 166.6293, y = -10.65228, z = -53.68233, angle = 50.75418, collision = h0041B0
x = 165.6219, y = -10.51694, z = -54.55032, angle = 22.37235, collision = h0041B0
x = 165.1774, y = -10.52507, z = -55.45328, angle = 11.08609, collision = h0041B0
x = 164.9402, y = -10.65425, z = -56.83576, angle = -12.86892, collision = h0041B0
x = 165.1749, y = -10.88464, z = -58.00158, angle = -33.27206, collision = h0041B0
x = 165.6971, y = -10.94276, z = -58.9266, angle = -51.72915, collision = h0041B0
x = 166.6796, y = -11.12142, z = -59.83103, angle = -51.89201, collision = h0041B0
x = 167.6939, y = -11.24065, z = -60.65014, angle = 14.38165, collision = h0041B0
x = 167.3479, y = -11.2829, z = -61.86299, angle = 94.97156, collision = h0041B0
x = 165.9249, y = -11.19695, z = -61.76807, angle = 130.9003, collision = h0041B0
x = 165.0907, y = -11.09734, z = -61.18106, angle = 116.0392, collision = h0041B0
x = 164.2181, y = -10.94723, z = -60.60301, angle = 111.3643, collision = h0041B0
x = 162.9873, y = -10.81524, z = -60.19109, angle = 80.74045, collision = h0041B0
x = 161.5148, y = -10.89948, z = -60.39687, angle = 73.32262, collision = h0041B0
x = 160.2322, y = -10.89658, z = -60.71401, angle = 125.9873, collision = h0041B0
x = 159.2001, y = -11.20997, z = -59.82366, angle = 170.7545, collision = h0041B0
x = 159.0366, y = -11.58887, z = -58.52464, angle = -158.3761, collision = h0041B0
x = 159.6801, y = -11.68505, z = -57.21421, angle = -135.036, collision = h0041B0
x = 160.5466, y = -11.62842, z = -56.22175, angle = -150.5673, collision = h0041B0
x = 161.2771, y = -11.19126, z = -54.9255, angle = -150.7461, collision = h0041B0
x = 161.847, y = -10.82393, z = -53.73719, angle = 171.0397, collision = h0041B0
x = 160.5262, y = -11.86552, z = -51.71029, angle = 100.0429, collision = h0041B0
x = 159.5337, y = -12.11477, z = -51.47075, angle = 61.32921, collision = h0041B0
x = 158.2629, y = -12.40441, z = -52.21156, angle = 45.65437, collision = h0041B0
x = 157.4124, y = -12.5825, z = -53.20798, angle = 10.80718, collision = h0041B0
x = 157.0598, y = -12.63052, z = -54.44188, angle = 46.41835, collision = h0041B0
x = 156.1379, y = -12.82432, z = -55.44888, angle = 61.00057, collision = h0041B0
x = 154.9141, y = -13.03932, z = -56.04152, angle = 79.96843, collision = h0041B0
x = 153.5571, y = -12.97951, z = -56.27964, angle = 71.62906, collision = h0041B0
x = 152.4511, y = -12.93178, z = -56.90723, angle = -13.14705, collision = h0041B0
x = 152.5679, y = -13.01702, z = -57.91792, angle = -30.72473, collision = h0041B0
x = 153.2542, y = -12.92592, z = -59.19389, angle = -6.257847, collision = h0041B0
x = 153.2396, y = -12.56522, z = -60.49556, angle = 72.3387, collision = h0041B0
x = 151.9801, y = -12.43561, z = -60.97707, angle = 83.68277, collision = h0041B0
x = 150.6107, y = -12.40136, z = -61.12849, angle = 70.14365, collision = h0041B0
x = 149.235, y = -12.2518, z = -61.55673, angle = 29.14483, collision = h0041B0
x = 148.6856, y = -12.06108, z = -62.69066, angle = -26.35564, collision = h0041B0
x = 149.2914, y = -11.86076, z = -63.96821, angle = -23.96554, collision = h0041B0
x = 149.8432, y = -11.65783, z = -65.24934, angle = -6.591747, collision = h0041B0
x = 149.9058, y = -11.43545, z = -66.60825, angle = 58.32815, collision = h0041B0
x = 148.8727, y = -11.28005, z = -67.41054, angle = 61.41669, collision = h0041B0
x = 147.484, y = -11.16209, z = -68.02296, angle = 43.30112, collision = h0041B0
x = 146.4695, y = -11.01892, z = -69.07235, angle = 37.72152, collision = h0044B0
x = 145.6407, y = -10.93324, z = -70.09818, angle = 70.61309, collision = h0044B0
x = 144.2241, y = -10.85743, z = -70.50245, angle = 92.41796, collision = h0044B0
x = 142.9027, y = -10.81316, z = -70.45145, angle = 93.27718, collision = h0044B0
x = 141.4175, y = -10.77276, z = -70.35989, angle = 88.28318, collision = h0044B0
x = 140.0959, y = -10.74393, z = -70.39756, angle = 79.81985, collision = h0044B0
x = 138.6316, y = -10.76401, z = -70.64527, angle = 65.79625, collision = h0044B0
x = 137.4207, y = -10.83191, z = -71.17538, angle = 52.51604, collision = h0044B0
x = 136.2758, y = -10.8788, z = -72.10574, angle = 49.7323, collision = h0044B0
x = 135.3576, y = -11.07705, z = -72.87953, angle = 64.78179, collision = h0044B0
x = 134.5546, y = -11.31164, z = -73.51221, angle = 35.99615, collision = h0044B0
x = 133.7581, y = -11.69271, z = -74.65012, angle = -11.00577, collision = h0044B0
x = 133.8437, y = -11.89217, z = -75.66383, angle = -26.9715, collision = h0044B0
x = 134.4076, y = -12.1008, z = -76.85286, angle = -19.95263, collision = h0044B0
x = 134.9262, y = -12.35837, z = -78.12836, angle = -21.25045, collision = h0044B0
x = 135.2686, y = -12.37306, z = -79.0798, angle = -72.86658, collision = h0044B0
x = 136.3195, y = -12.12792, z = -79.49505, angle = -61.32883, collision = h0044B0
x = 137.6535, y = -12.08122, z = -80.15845, angle = -55.54508, collision = h0044B0
x = 138.7242, y = -12.2089, z = -81.08685, angle = -21.56467, collision = h0044B0
x = 139.2035, y = -12.54397, z = -82.25977, angle = -21.35149, collision = h0044B0
x = 139.6667, y = -12.87727, z = -83.41911, angle = -36.87, collision = h0044B0
x = 140.4594, y = -13.16434, z = -84.53973, angle = -53.26328, collision = h0044B0
x = 141.3233, y = -13.20257, z = -85.24826, angle = -124.8113, collision = h0044B0
x = 142.3727, y = -12.83784, z = -84.84209, angle = 158.0952, collision = h0044B0
x = 141.9697, y = -12.63174, z = -83.89577, angle = 154.1271, collision = h0044B0
x = 141.3761, y = -12.40347, z = -82.63671, angle = 175.7767, collision = h0044B0
x = 141.3586, y = -11.90207, z = -81.27183, angle = -149.0095, collision = h0044B0
x = 141.9839, y = -11.64507, z = -80.10831, angle = -150.5875, collision = h0044B0
x = 142.8101, y = -11.55573, z = -78.87135, angle = -147.9762, collision = h0044B0
x = 143.4785, y = -11.58027, z = -77.93513, angle = -139.9819, collision = h0044B0
x = 144.2832, y = -11.44891, z = -76.93838, angle = -115.4533, collision = h0044B0
x = 145.2511, y = -11.32588, z = -76.355, angle = -95.65302, collision = h0044B0
x = 146.5722, y = -11.19775, z = -76.17754, angle = -58.23352, collision = h0044B0
x = 147.5959, y = -11.19495, z = -76.7857, angle = 29.52416, collision = h0044B0
x = 147.0879, y = -11.25999, z = -78.07581, angle = 25.25435, collision = h0044B0
x = 146.5738, y = -11.3523, z = -79.0483, angle = 15.61277, collision = h0044B0
x = 146.2069, y = -11.45835, z = -80.31902, angle = 18.14449, collision = h0044B0
x = 145.8033, y = -11.57565, z = -81.5978, angle = 12.97599, collision = h0044B0
x = 145.4686, y = -11.81142, z = -82.93058, angle = 7.566156, collision = h0044B0
x = 145.3217, y = -11.99754, z = -84.04153, angle = 7.587889, collision = h0044B0
x = 145.1445, y = -12.44436, z = -85.37083, angle = 0.9376757, collision = h0044B0
x = 145.1073, y = -12.8534, z = -86.71085, angle = -5.084461, collision = h0044B0
x = 145.215, y = -13.24386, z = -88.06455, angle = -17.52917, collision = h0044B0
x = 145.5156, y = -13.41716, z = -89.16128, angle = -30.01785, collision = h0044B0
x = 146.0097, y = -13.35186, z = -90.10302, angle = -72.00037, collision = h0044B0
x = 147.1201, y = -13.01484, z = -90.49062, angle = -125.3749, collision = h0044B0
x = 148.1998, y = -12.60264, z = -89.74603, angle = -163.1939, collision = h0044B0
x = 148.5794, y = -12.42518, z = -88.81961, angle = 178.0228, collision = h0044B0
x = 148.6057, y = -12.41043, z = -87.71896, angle = -175.19, collision = h0044B0
x = 148.711, y = -12.39053, z = -86.36361, angle = -174.3777, collision = h0044B0
x = 148.9411, y = -12.32551, z = -84.89825, angle = -157.4746, collision = h0044B0
x = 149.4523, y = -12.12998, z = -83.68016, angle = -151.5845, collision = h0044B0
x = 150.1516, y = -11.94722, z = -82.36674, angle = -151.8609, collision = h0044B0
x = 150.7758, y = -11.77742, z = -81.20055, angle = -151.3592, collision = h0044B0
x = 151.5445, y = -11.59189, z = -79.93044, angle = -117.9825, collision = h0044B0
x = 152.584, y = -11.53487, z = -79.38618, angle = -87.10882, collision = h0044B0
x = 153.9292, y = -11.5914, z = -79.47063, angle = -57.02976, collision = h0044B0
x = 155.1678, y = -11.69098, z = -80.23739, angle = -43.52691, collision = h0044B0
x = 156.0226, y = -11.6962, z = -81.11363, angle = 5.975049, collision = h0044B0
x = 156.1152, y = -11.77797, z = -82.16592, angle = 47.42686, collision = h0044B0
x = 155.2115, y = -11.93109, z = -83.13427, angle = 42.5668, collision = h0044B0
x = 154.4534, y = -12.06146, z = -83.88021, angle = 42.71553, collision = h0044B0
x = 153.5906, y = -12.04738, z = -84.8087, angle = 55.5999, collision = h0044B0
x = 152.7769, y = -12.04871, z = -85.4342, angle = 54.17014, collision = h0044B0
x = 151.5192, y = -12.19321, z = -86.32261, angle = 40.39688, collision = h0044B0
x = 150.6544, y = -12.19714, z = -87.34486, angle = 34.73586, collision = h0044B0
x = 149.868, y = -12.1523, z = -88.47617, angle = 33.49851, collision = h0044B0
x = 149.1656, y = -12.77019, z = -90.58007, angle = -37.78912, collision = h0044B0
x = 149.9699, y = -12.99629, z = -91.68643, angle = -12.8669, collision = h0044B0
x = 150.4124, y = -13.25862, z = -92.82904, angle = -10.64157, collision = h0044B0
x = 150.6057, y = -13.44104, z = -93.85818, angle = -11.39989, collision = h0044B0
x = 150.982, y = -13.9486, z = -95.26954, angle = -71.04601, collision = h0044B0
x = 152.1415, y = -14.15117, z = -95.80463, angle = -77.35749, collision = h0044B0
x = 153.1505, y = -14.28846, z = -96.0015, angle = -86.82963, collision = h0044B0
x = 154.6267, y = -14.37883, z = -96.02604, angle = -108.0519, collision = h0044B0
x = 155.8976, y = -14.03791, z = -95.66348, angle = -71.5029, collision = h0044B0
x = 157.2298, y = -13.89932, z = -96.03564, angle = -55.7797, collision = h0044B0
x = 158.5086, y = -13.63996, z = -96.79372, angle = -95.736, collision = h0044B0
x = 159.7542, y = -13.34076, z = -96.70337, angle = -152.5223, collision = h0044B0
x = 160.4183, y = -13.20293, z = -95.64428, angle = -167.4534, collision = h0044B0
x = 160.6963, y = -13.08738, z = -94.59775, angle = -155.6839, collision = h0044B0
x = 161.1954, y = -12.95351, z = -93.45822, angle = -118.3538, collision = h0044B0
x = 162.0471, y = -12.86796, z = -92.92511, angle = -114.5519, collision = h0044B0
x = 163.4398, y = -12.76139, z = -92.26063, angle = -116.7772, collision = h0044B0
x = 164.6019, y = -12.74841, z = -91.66839, angle = -116.526, collision = h0044B0
x = 165.9399, y = -12.73612, z = -91.01795, angle = -102.0221, collision = h0044B0
x = 167.3178, y = -12.75621, z = -90.73616, angle = -83.57078, collision = h0044B0
x = 168.6489, y = -12.80068, z = -90.76091, angle = -121.5257, collision = h0044B0
x = 169.9243, y = -12.74243, z = -90.03619, angle = -120.4185, collision = h0044B0
x = 171.0356, y = -12.65797, z = -89.38919, angle = -118.165, collision = h0044B0
x = 172.2148, y = -12.56942, z = -88.75061, angle = -118.6046, collision = h0044B0
x = 173.6202, y = -12.47266, z = -88.03189, angle = -87.89787, collision = h0044B0
x = 174.8953, y = -12.50201, z = -88.0457, angle = -56.79947, collision = h0044B0
x = 175.8411, y = -12.52956, z = -88.58737, angle = -28.97555, collision = h0044B0
x = 176.4554, y = -12.77391, z = -89.63988, angle = 3.28554, collision = h0044B0
x = 176.4405, y = -13.0022, z = -90.92755, angle = 36.18541, collision = h0044B0
x = 175.5851, y = -13.20946, z = -92.19209, angle = 42.30029, collision = h0044B0
x = 174.7071, y = -13.35212, z = -93.15663, angle = 42.34739, collision = h0044B0
x = 174.2499, y = -13.47593, z = -94.06832, angle = 7.52695, collision = h0044B0
x = 174.2226, y = -13.54801, z = -95.06885, angle = 38.35475, collision = h0044B0
x = 173.7017, y = -13.61592, z = -95.96032, angle = 47.48745, collision = h0044B0
x = 172.6205, y = -13.65072, z = -96.98228, angle = 46.86808, collision = h0044B0
x = 171.5453, y = -13.67276, z = -97.86524, angle = 77.3112, collision = h0044B0
x = 170.1935, y = -13.62379, z = -98.12093, angle = 105.8159, collision = h0044B0
x = 169.1629, y = -13.49389, z = -97.28439, angle = 116.3054, collision = h0044B0
x = 167.8056, y = -13.32845, z = -96.68632, angle = 73.12273, collision = h0044B0
x = 166.552, y = -13.28038, z = -97.04109, angle = 52.71108, collision = h0044B0
x = 165.5551, y = -13.28792, z = -97.70377, angle = 60.34564, collision = h0044B0
x = 165.0263, y = -13.36029, z = -98.63685, angle = 6.188397, collision = h0044B0
x = 164.7565, y = -13.45839, z = -99.62502, angle = 14.68599, collision = h0044B0
x = 164.3495, y = -13.56857, z = -100.9703, angle = 70.68575, collision = h0044B0
x = 163.0318, y = -13.54228, z = -101.4585, angle = 67.11153, collision = h0044B0
x = 161.8425, y = -13.58412, z = -101.9839, angle = 25.83616, collision = h0044B0
x = 161.2189, y = -13.79098, z = -103.2119, angle = 44.83706, collision = h0044B0
x = 160.2519, y = -13.96581, z = -104.2238, angle = 67.10697, collision = h0044B0
x = 158.833, y = -14.03568, z = -104.7835, angle = 95.67252, collision = h0044B0
x = 157.5588, y = -13.9744, z = -104.6716, angle = 98.53251, collision = h0044B0
x = 156.5071, y = -14.04339, z = -104.5114, angle = 32.40929, collision = h0044B0
x = 155.7872, y = -14.22784, z = -105.3654, angle = -1.138879, collision = h0044B0
x = 155.7559, y = -14.40167, z = -106.6852, angle = 25.60863, collision = h0044B0
x = 155.0087, y = -14.86818, z = -108.0116, angle = 49.46639, collision = h0044B0
x = 154.0096, y = -15.39339, z = -108.904, angle = 55.15173, collision = h0044B0
x = 152.7546, y = -15.71333, z = -109.7694, angle = 39.94501, collision = h0044B0
x = 152.1129, y = -15.99155, z = -110.7681, angle = 32.22485, collision = h0044B0
x = 151.3251, y = -16.19651, z = -111.9515, angle = 85.99606, collision = h0044B0
x = 149.9802, y = -16.33494, z = -112.1652, angle = 70.30238, collision = h0044B0
x = 148.9606, y = -16.45842, z = -112.4703, angle = 74.56522, collision = h0044B0
x = 148.3768, y = -16.50344, z = -113.5559, angle = -30.88271, collision = h0044B0
x = 149.0757, y = -16.34059, z = -114.7675, angle = -7.603216, collision = h0044B0
x = 149.3838, y = -16.24332, z = -115.7881, angle = -9.015645, collision = h0044B0
x = 149.5995, y = -16.13918, z = -117.1675, angle = -12.04841, collision = h0044B0
x = 150.2053, y = -15.64052, z = -118.2825, angle = -69.35365, collision = h0044B0
x = 151.4965, y = -15.48676, z = -118.7703, angle = -84.17177, collision = h0044B0
x = 152.4929, y = -15.39224, z = -118.9255, angle = -58.57861, collision = h0044B0
x = 153.5449, y = -15.23273, z = -119.6368, angle = -11.01552, collision = h0044B0
x = 153.7788, y = -15.24215, z = -120.9086, angle = -1.151925, collision = h0044B0
x = 153.7846, y = -15.24233, z = -121.9302, angle = -7.23888, collision = h0044B0
x = 153.9235, y = -15.27628, z = -123.2209, angle = 8.423399, collision = h0044B0
x = 153.6751, y = -15.43732, z = -124.6845, angle = 1.144603, collision = h0044B0
x = 153.5868, y = -15.65792, z = -125.9357, angle = -4.354382, collision = h0044B0
x = 153.6335, y = -15.61793, z = -127.0537, angle = 11.69447, collision = h0044B0
x = 153.3195, y = -15.53945, z = -128.4084, angle = 29.31952, collision = h0044B0
x = 152.7011, y = -15.42363, z = -129.5975, angle = 27.29047, collision = h0044B0
x = 152.2399, y = -15.3013, z = -130.4965, angle = 26.47958, collision = h0044B0
x = 151.7844, y = -15.17708, z = -131.4052, angle = 26.49008, collision = h0044B0
x = 151.1815, y = -14.90515, z = -132.582, angle = 32.20817, collision = h0044B0
x = 150.375, y = -14.46755, z = -133.8318, angle = 37.82919, collision = h0044B0
x = 149.5583, y = -14.40609, z = -134.8717, angle = 55.14278, collision = h0044B0
x = 148.366, y = -14.49725, z = -135.7438, angle = 63.95643, collision = h0044B0
x = 147.1736, y = -14.52883, z = -136.3144, angle = 70.52838, collision = h0044B0
x = 145.7737, y = -14.5194, z = -136.8187, angle = 68.29069, collision = h0044B0
x = 144.552, y = -14.56398, z = -137.3248, angle = 66.95243, collision = h0044B0
x = 143.1867, y = -14.80396, z = -137.9155, angle = 55.94004, collision = h0044B0
x = 142.131, y = -15.13297, z = -138.7002, angle = 36.27855, collision = h0044B0
x = 141.304, y = -14.94578, z = -139.7784, angle = 40.50641, collision = h0044B0
x = 140.6353, y = -14.86154, z = -140.5588, angle = 53.2853, collision = h0044B0
x = 139.6861, y = -14.98786, z = -141.3122, angle = 46.90721, collision = h0044B0
x = 138.6937, y = -15.12908, z = -142.2616, angle = 36.42867, collision = h0044B0
x = 137.8609, y = -15.21033, z = -143.3821, angle = 35.44435, collision = h0044B0
x = 137.0553, y = -14.98235, z = -144.522, angle = 24.26606, collision = h0044B0
x = 136.4978, y = -14.83405, z = -145.9454, angle = 6.306013, collision = h0044B0
x = 136.3292, y = -15.04052, z = -147.4239, angle = 1.884996, collision = h0044B0
x = 136.2303, y = -15.31623, z = -148.7792, angle = -1.43923, collision = h0044B0
