x = 43.63179, y = -157.5988, z = 129.7619, angle = -76.01783, collision = h0000B1
x = 71.95863, y = -201.4401, z = 143.2088, angle = -167.6294, collision = h0037B1
x = 72.1951, y = -201.4401, z = 144.5194, angle = -98.2083, collision = h0037B1
x = 73.49892, y = -201.3931, z = 144.6563, angle = -70.0033, collision = h0037B1
x = 74.76484, y = -201.2901, z = 144.1292, angle = -23.17463, collision = h0037B1
x = 75.26404, y = -201.2901, z = 143.2254, angle = -14.46179, collision = h0037B1
x = 75.45388, y = -201.2901, z = 141.8762, angle = 45.34769, collision = h0037B1
x = 74.38638, y = -201.3982, z = 141.1613, angle = 132.1905, collision = h0037B1
x = 73.68596, y = -201.4401, z = 142.1637, angle = -177.5485, collision = h0037B1
x = 73.71409, y = -201.4019, z = 143.5401, angle = 138.6038, collision = h0037B1
x = 71.14201, y = -201.4401, z = 144.1527, angle = 30.23367, collision = h0037B1
x = 67.76236, y = -201.3331, z = 141.7478, angle = 27.26011, collision = h0037B1
x = 67.12687, y = -201.2901, z = 140.5266, angle = -1.781327, collision = h0037B1
x = 67.31437, y = -201.2901, z = 139.1994, angle = -33.45229, collision = h0037B1
x = 68.07883, y = -201.2901, z = 138.0539, angle = -26.48853, collision = h0037B1
x = 68.42039, y = -201.2901, z = 137.0956, angle = 48.32329, collision = h0037B1
x = 67.47364, y = -201.2901, z = 136.1111, angle = -27.15329, collision = h0037B1
x = 68.28133, y = -201.2901, z = 135.2583, angle = -123.1553, collision = h0037B1
x = 69.29154, y = -201.3345, z = 136.0809, angle = 174.9324, collision = h0037B1
x = 69.17271, y = -201.3766, z = 138.0331, angle = -150.9063, collision = h0037B1
x = 71.08115, y = -201.4401, z = 139.8442, angle = -53.42029, collision = h0037B1
x = 72.08788, y = -201.4401, z = 139.0123, angle = -42.101, collision = h0037B1
x = 73.12982, y = -201.4401, z = 138.2423, angle = -122.7446, collision = h0037B1
x = 73.98175, y = -201.4401, z = 138.82, angle = -157.7961, collision = h0037B1
x = 74.54653, y = -201.4119, z = 140.0746, angle = -101.0857, collision = h0037B1
x = 75.71151, y = -201.2912, z = 140.0433, angle = -6.814466, collision = h0037B1
x = 75.8477, y = -201.3148, z = 138.6987, angle = 24.62965, collision = h0037B1
x = 75.11507, y = -201.4279, z = 137.3772, angle = 53.632, collision = h0037B1
x = 74.1189, y = -201.4401, z = 136.4325, angle = 36.92328, collision = h0037B1
x = 72.4114, y = -201.4401, z = 135.0367, angle = 78.57421, collision = h0037B1
x = 71.08059, y = -201.4401, z = 134.6926, angle = 64.05961, collision = h0037B1
x = 73.90045, y = -201.4401, z = 133.6751, angle = -94.52235, collision = h0037B1
x = 74.96358, y = -201.4401, z = 133.7525, angle = -56.02382, collision = h0037B1
x = 76.07983, y = -201.4401, z = 132.9972, angle = -33.03917, collision = h0037B1
x = 74.24065, y = -201.3355, z = 129.859, angle = 52.84628, collision = h0037B1
x = 80.9459, y = -201.2901, z = 132.2164, angle = -36.5402, collision = h0037B1
x = 78.91692, y = -193.0385, z = 124.6664, angle = -3.390957, collision = h0012B1
x = 78.94468, y = -192.625, z = 123.5629, angle = -3.291086, collision = h0012B1
x = 78.98663, y = -192.03, z = 122.5369, angle = -2.857751, collision = h0012B1
x = 78.93182, y = -191.4849, z = 121.6416, angle = 34.63611, collision = h0013B1
x = 78.4738, y = -190.8882, z = 120.7949, angle = 27.20056, collision = h0013B1
x = 77.96961, y = -190.2985, z = 119.9743, angle = 44.54869, collision = h0013B1
x = 76.93961, y = -189.7263, z = 119.153, angle = 56.01955, collision = h0013B1
x = 75.83591, y = -189.1132, z = 118.3298, angle = 50.18337, collision = h0013B1
x = 75.21754, y = -188.6037, z = 117.7972, angle = 45.78637, collision = h0013B1
x = 74.59325, y = -188.0064, z = 117.0548, angle = 29.06494, collision = h0013B1
x = 74.1997, y = -187.4596, z = 116.1942, angle = 26.73872, collision = h0013B1
x = 73.61218, y = -186.9827, z = 115.2633, angle = 31.23063, collision = h0013B1
x = 73.06142, y = -186.6159, z = 114.1678, angle = 18.99194, collision = h0013B1
x = 72.70308, y = -186.2908, z = 113.1212, angle = 19.10592, collision = h0013B1
x = 72.33524, y = -185.9492, z = 112.0251, angle = 15.9777, collision = h0013B1
x = 71.98568, y = -185.6262, z = 110.9121, angle = 21.6348, collision = h0013B1
x = 71.5275, y = -185.4966, z = 109.8243, angle = 23.92973, collision = h0013B1
x = 70.90488, y = -185.4894, z = 108.9302, angle = 19.87573, collision = h0013B1
x = 70.09249, y = -185.5099, z = 108.1162, angle = 29.24798, collision = h0013B1
x = 69.39028, y = -185.4831, z = 107.2968, angle = 89.71152, collision = h0013B1
x = 68.53074, y = -185.3719, z = 107.8122, angle = 150.2047, collision = h0013B1
x = 67.44702, y = -185.2098, z = 107.7058, angle = 49.90989, collision = h0013B1
x = 66.40488, y = -185.2114, z = 107.6223, angle = 143.9341, collision = h0013B1
x = 66.36972, y = -185.2098, z = 106.6043, angle = 89.99998, collision = h0013B1
x = 63.50031, y = -170.1815, z = 104.3718, angle = 3.604195, collision = h0006B1
x = 63.57763, y = -170.1815, z = 105.7031, angle = -165.6568, collision = h0006B1
x = 63.9459, y = -170.1815, z = 107.0302, angle = -146.9461, collision = h0006B1
x = 64.71576, y = -170.1815, z = 108.1555, angle = -109.4837, collision = h0006B1
x = 65.73849, y = -170.1815, z = 108.5452, angle = -113.7103, collision = h0006B1
x = 66.23665, y = -170.1815, z = 109.7202, angle = -176.3072, collision = h0006B1
x = 67.19922, y = -170.1815, z = 109.9971, angle = -51.02127, collision = h0006B1
x = 67.96963, y = -170.1815, z = 109.357, angle = -50.56851, collision = h0006B1
x = 65.30428, y = -170.1815, z = 110.4675, angle = 166.3885, collision = h0006B1
x = 64.52534, y = -170.1815, z = 109.3325, angle = 25.40496, collision = h0006B1
x = 63.72161, y = -170.1815, z = 110.0774, angle = 87.29431, collision = h0006B1
x = 62.34721, y = -170.1815, z = 110.019, angle = 112.1542, collision = h0006B1
x = 61.17347, y = -170.1815, z = 109.9623, angle = -28.17325, collision = h0006B1
x = 62.06689, y = -170.1815, z = 108.9544, angle = -94.19866, collision = h0006B1
x = 63.41431, y = -170.1815, z = 108.7983, angle = -47.1103, collision = h0006B1
x = 62.5344, y = -170.1815, z = 103.628, angle = 68.18219, collision = h0006B1
x = 61.92963, y = -170.1815, z = 104.4384, angle = -155.9223, collision = h0006B1
x = 62.55066, y = -170.1815, z = 105.634, angle = -152.487, collision = h0006B1
x = 62.93125, y = -170.1815, z = 106.5715, angle = 169.517, collision = h0006B1
x = 62.69138, y = -170.1815, z = 107.9286, angle = 172.0165, collision = h0006B1
x = 60.72325, y = -170.1815, z = 108.76, angle = 40.89677, collision = h0006B1
x = 60.15072, y = -170.1815, z = 107.4332, angle = -11.41891, collision = h0006B1
x = 60.28115, y = -170.1815, z = 106.0903, angle = 65.54161, collision = h0006B1
x = 59.83308, y = -170.1815, z = 109.9383, angle = 84.65912, collision = h0006B1
x = 58.77459, y = -170.1815, z = 109.6828, angle = 3.563665, collision = h0006B1
x = 58.82852, y = -170.1815, z = 108.362, angle = 14.67276, collision = h0006B1
x = 58.54413, y = -170.1815, z = 107.0236, angle = 11.63845, collision = h0006B1
x = 58.23091, y = -170.1815, z = 105.6851, angle = 52.58758, collision = h0006B1
x = 57.42792, y = -170.1815, z = 104.9891, angle = 70.7755, collision = h0006B1
x = 56.13525, y = -170.1815, z = 104.6272, angle = 126.1419, collision = h0006B1
x = 55.05125, y = -170.1815, z = 105.3986, angle = 155.3151, collision = h0006B1
x = 54.23855, y = -170.1815, z = 106.4608, angle = 142.5691, collision = h0006B1
x = 53.61031, y = -170.1815, z = 107.561, angle = 97.6157, collision = h0006B1
x = 52.69781, y = -170.1815, z = 108.0616, angle = 56.95872, collision = h0006B1
x = 51.87399, y = -170.1815, z = 107.4253, angle = 2.870114, collision = h0006B1
x = 52.40831, y = -170.1815, z = 106.5699, angle = -35.83223, collision = h0006B1
x = 56.14838, y = -170.1815, z = 106.0415, angle = -165.0712, collision = h0006B1
x = 56.49487, y = -170.1815, z = 107.0385, angle = -170.7753, collision = h0006B1
x = 56.74453, y = -170.1815, z = 108.3928, angle = -159.6298, collision = h0006B1
x = 57.1102, y = -170.1815, z = 109.7136, angle = 135.2304, collision = h0006B1
x = 56.21257, y = -170.1815, z = 110.4041, angle = 83.20929, collision = h0006B1
x = 54.78022, y = -170.1815, z = 110.0036, angle = 59.52335, collision = h0006B1
x = 53.57853, y = -170.1815, z = 109.336, angle = 62.70041, collision = h0006B1
x = 54.64933, y = -170.1815, z = 108.1733, angle = -131.6413, collision = h0006B1
x = 55.71165, y = -170.1815, z = 109.0449, angle = -96.05124, collision = h0006B1
x = 55.77424, y = -170.1815, z = 103.4345, angle = 88.94488, collision = h0006B1
x = 54.92331, y = -170.1815, z = 104.013, angle = -150.0986, collision = h0006B1
x = 54.90733, y = -170.1815, z = 102.9073, angle = 71.72151, collision = h0006B1
x = 53.72218, y = -167.1316, z = 102.4229, angle = 90, collision = h0006B1
x = 52.67356, y = -167.1316, z = 102.2871, angle = 81.3936, collision = h0006B1
x = 51.96085, y = -167.1316, z = 103.1616, angle = 135.7961, collision = h0006B1
x = 50.83595, y = -167.1316, z = 103.3707, angle = 113.4936, collision = h0006B1
x = 50.01177, y = -164.1159, z = 105.2432, angle = 180, collision = h0001B1
x = 50.08878, y = -164.1159, z = 106.2818, angle = 171.7728, collision = h0001B1
x = 48.97565, y = -164.071, z = 105.4386, angle = 20.75968, collision = h0001B1
x = 48.51487, y = -163.8741, z = 104.1512, angle = 0.5615918, collision = h0001B1
x = 48.56293, y = -164.0177, z = 102.7823, angle = -20.47121, collision = h0001B1
x = 49.15491, y = -164.0875, z = 101.3819, angle = -78.26204, collision = h0001B1
x = 50.47988, y = -164.1159, z = 101.1384, angle = -104.6516, collision = h0001B1
x = 51.63092, y = -164.1159, z = 101.6469, angle = -95.95327, collision = h0001B1
x = 52.43463, y = -164.1159, z = 102.4362, angle = 14.45982, collision = h0001B1
x = 50.20904, y = -164.1159, z = 107.3007, angle = -172.0631, collision = h0001B1
x = 50.38579, y = -164.1159, z = 108.3145, angle = -168.2314, collision = h0001B1
x = 50.4128, y = -164.1159, z = 109.3962, angle = 178.0237, collision = h0001B1
x = 50.5479, y = -164.1159, z = 110.5443, angle = -164.6419, collision = h0001B1
x = 51.10941, y = -164.1159, z = 111.84, angle = -139.2262, collision = h0001B1
x = 52.00286, y = -164.1159, z = 112.8874, angle = -133.8164, collision = h0001B1
x = 52.78331, y = -164.1159, z = 113.6211, angle = -115.7739, collision = h0001B1
x = 53.9328, y = -164.1159, z = 113.629, angle = 37.06541, collision = h0001B1
x = 51.58341, y = -166.8576, z = 110.9646, angle = -51.28021, collision = h0006B1
x = 52.59599, y = -167.1316, z = 111.4599, angle = -101.4671, collision = h0006B1
x = 53.88105, y = -167.1316, z = 111.7024, angle = -98.4231, collision = h0006B1
x = 50.43913, y = -167.1316, z = 111.5582, angle = 131.7507, collision = h0006B1
x = 51.99853, y = -167.1316, z = 110.047, angle = -1.337269, collision = h0006B1
x = 49.99872, y = -167.1302, z = 104.3088, angle = 180, collision = h0001B1
x = 47.76081, y = -163.5638, z = 105.6121, angle = 133.3198, collision = h0001B1
x = 47.44767, y = -163.2468, z = 106.6818, angle = -174.217, collision = h0001B1
x = 47.55946, y = -162.668, z = 107.7707, angle = -158.7328, collision = h0001B1
x = 47.82343, y = -162.144, z = 108.8959, angle = 178.7282, collision = h0001B1
x = 47.60453, y = -161.5238, z = 110.105, angle = 175.4146, collision = h0001B1
x = 47.50959, y = -160.9317, z = 111.4407, angle = -178.6752, collision = h0001B1
x = 47.52379, y = -160.3347, z = 112.8191, angle = 169.7609, collision = h0001B1
x = 47.20051, y = -159.6923, z = 114.1473, angle = 139.6793, collision = h0001B1
x = 46.20686, y = -158.8781, z = 115.3099, angle = 134.8755, collision = h0001B1
x = 45.55664, y = -158.2488, z = 115.9587, angle = 130.3003, collision = h0001B1
x = 44.86961, y = -157.6508, z = 116.5659, angle = 121.731, collision = h0001B1
x = 44.11369, y = -157.0624, z = 117.069, angle = -166.3765, collision = h0001B1
x = 44.38736, y = -156.5524, z = 117.9047, angle = -118.5219, collision = h0001B1
x = 45.24665, y = -156.1563, z = 118.7123, angle = -154.9285, collision = h0001B1
x = 45.65817, y = -155.6113, z = 119.5229, angle = -154.9063, collision = h0001B1
x = 46.57665, y = -155.2601, z = 120.2303, angle = -121.0207, collision = h0001B1
x = 47.31654, y = -154.7814, z = 121.0008, angle = 164.9071, collision = h0001B1
x = 46.76893, y = -154.3018, z = 122.0524, angle = 129.4876, collision = h0001B1
x = 45.81447, y = -154.1644, z = 122.4735, angle = 35.97511, collision = h0001B1
x = 45.25337, y = -154.4823, z = 121.5162, angle = 44.89668, collision = h0001B1
x = 44.33918, y = -154.8384, z = 120.7881, angle = 77.04211, collision = h0001B1
x = 43.26841, y = -154.948, z = 120.7944, angle = 113.6922, collision = h0001B1
x = 42.41079, y = -154.6763, z = 121.3377, angle = 171.4508, collision = h0001B1
x = 42.6956, y = -154.3124, z = 122.3038, angle = -140.9275, collision = h0001B1
x = 43.25557, y = -153.9196, z = 123.1624, angle = 174.1128, collision = h0001B1
x = 43.08524, y = -153.7063, z = 124.551, angle = 157.9775, collision = h0001B1
x = 42.37436, y = -153.5479, z = 125.6825, angle = 76.02392, collision = h0001B1
x = 41.35967, y = -153.4436, z = 125.5049, angle = 60.09897, collision = h0001B1
x = 40.40413, y = -153.4065, z = 125.1508, angle = 116.4824, collision = h0001B1
x = 40.22663, y = -153.2149, z = 126.1806, angle = -136.0371, collision = h0001B1
x = 40.27157, y = -153.2313, z = 127.1985, angle = 125.5199, collision = h0001B1
x = 39.38531, y = -153.0969, z = 127.8399, angle = 102.8044, collision = h0001B1
x = 38.30331, y = -152.9201, z = 128.1252, angle = 101.0546, collision = h0001B1
x = 43.4558, y = -153.7081, z = 125.5591, angle = -57.8686, collision = h0001B1
x = 44.58775, y = -153.7582, z = 124.8517, angle = -50.77495, collision = h0001B1
x = 45.40175, y = -153.754, z = 123.9835, angle = -56.31426, collision = h0001B1
x = 46.3037, y = -153.8988, z = 123.5362, angle = -35.63277, collision = h0001B1
x = 47.2904, y = -154.1144, z = 123.2641, angle = 172.8283, collision = h0001B1
x = 48.85419, y = -157.8544, z = 126.4798, angle = -152.9697, collision = h0000B1
x = 50.69498, y = -158.1583, z = 126.9888, angle = -99.4706, collision = h0000B1
x = 53.52593, y = -158.1999, z = 127.2899, angle = -94.29578, collision = h0000B1
x = 55.94584, y = -158.9023, z = 127.2037, angle = -45.99568, collision = h0000B1
x = 56.75838, y = -159.2969, z = 126.4745, angle = -39.85176, collision = h0000B1
x = 59.47371, y = -162.0819, z = 114.2577, angle = -19.06847, collision = h0004B1
x = 59.6081, y = -162.3298, z = 110.5428, angle = -20.53345, collision = h0004B1
x = 61.40908, y = -162.5973, z = 106.9139, angle = -71.00854, collision = h0004B1
x = 63.4757, y = -164.3102, z = 102.5953, angle = -24.9163, collision = h0004B1
x = 64.20791, y = -164.8046, z = 101.4553, angle = -72.24713, collision = h0004B1
x = 79.8107, y = -175.5292, z = 114.0518, angle = -40.58884, collision = h0007B1
x = 86.86624, y = -195.536, z = 94.28838, angle = 18.33939, collision = h0009B1
x = 86.49402, y = -195.5083, z = 93.21296, angle = 19.74303, collision = h0009B1
x = 85.50481, y = -195.4641, z = 92.69873, angle = 14.97284, collision = h0009B1
x = 85.10395, y = -195.4077, z = 91.75785, angle = 46.44676, collision = h0009B1
x = 84.10861, y = -195.372, z = 91.35448, angle = 34.74538, collision = h0018B1
x = 83.39413, y = -195.2566, z = 90.28056, angle = 16.97738, collision = h0018B1
x = 83.60345, y = -195.1624, z = 89.19842, angle = -104.7704, collision = h0018B1
x = 84.85434, y = -195.2003, z = 89.44505, angle = -117.1025, collision = h0018B1
x = 85.93252, y = -195.2295, z = 89.73822, angle = -55.46828, collision = h0018B1
x = 86.9435, y = -195.1918, z = 89.10863, angle = -52.44485, collision = h0018B1
x = 87.89384, y = -195.1609, z = 88.55777, angle = -36.81197, collision = h0018B1
x = 88.45694, y = -195.0051, z = 87.70831, angle = -22.39853, collision = h0018B1
x = 88.87181, y = -194.7241, z = 86.61974, angle = -25.08632, collision = h0018B1
x = 87.6733, y = -195.2949, z = 90.22585, angle = -104.1013, collision = h0018B1
x = 88.75614, y = -195.3026, z = 90.49267, angle = -158.3331, collision = h0009B1
x = 89.03286, y = -195.4383, z = 91.76042, angle = 162.693, collision = h0009B1
x = 88.64901, y = -195.5156, z = 93.08248, angle = -161.3876, collision = h0009B1
x = 89.68822, y = -195.536, z = 94.35853, angle = -63.91603, collision = h0009B1
x = 91.00502, y = -195.536, z = 93.67616, angle = -46.0508, collision = h0009B1
x = 92.01105, y = -195.538, z = 92.73478, angle = -86.11401, collision = h0009B1
x = 93.33361, y = -195.5648, z = 92.75758, angle = -144.9989, collision = h0009B1
x = 93.85716, y = -195.5552, z = 93.92135, angle = 159.2248, collision = h0009B1
x = 94.84179, y = -195.536, z = 94.84885, angle = -147.4869, collision = h0009B1
x = 95.39448, y = -195.5378, z = 95.76463, angle = 159.783, collision = h0009B1
x = 96.42644, y = -195.5669, z = 96.02624, angle = -151.9334, collision = h0009B1
x = 96.48312, y = -195.5668, z = 97.13437, angle = 118.7178, collision = h0009B1
x = 95.90116, y = -195.5498, z = 97.95676, angle = 93.08775, collision = h0009B1
x = 94.53476, y = -195.536, z = 98.01454, angle = 84.34621, collision = h0009B1
x = 95.69749, y = -195.5625, z = 98.99799, angle = -166.1867, collision = h0009B1
x = 95.93388, y = -195.7344, z = 100.1023, angle = -172.5334, collision = h0009B1
x = 95.77042, y = -199.7361, z = 101.8482, angle = 161.6969, collision = h0010B1
x = 95.76939, y = -199.8662, z = 102.955, angle = -146.086, collision = h0010B1
x = 96.77282, y = -199.8641, z = 103.3758, angle = -136.4693, collision = h0010B1
x = 97.46893, y = -199.8485, z = 104.345, angle = 129.8678, collision = h0010B1
x = 96.42593, y = -199.832, z = 104.7373, angle = 99.60221, collision = h0010B1
x = 95.37501, y = -199.8389, z = 104.8349, angle = 102.8778, collision = h0010B1
x = 94.27676, y = -199.8544, z = 105.2748, angle = 103.9521, collision = h0010B1
x = 92.79411, y = -199.8528, z = 105.5928, angle = 83.13921, collision = h0010B1
x = 91.42662, y = -199.6841, z = 105.4316, angle = 76.18591, collision = h0010B1
x = 94.54526, y = -199.8679, z = 101.0881, angle = 103.7778, collision = h0010B1
x = 93.26464, y = -199.8729, z = 101.306, angle = 125.0351, collision = h0010B1
x = 92.09798, y = -199.8362, z = 102.0281, angle = 80.97588, collision = h0010B1
x = 92.21833, y = -199.8665, z = 100.8356, angle = -73.58073, collision = h0010B1
x = 97.87666, y = -199.8647, z = 103.3048, angle = -26.6516, collision = h0010B1
x = 98.133, y = -199.8692, z = 102.2966, angle = 54.1034, collision = h0010B1
x = 97.51546, y = -199.8933, z = 101.3479, angle = -50.13561, collision = h0010B1
x = 98.39992, y = -199.8526, z = 100.3808, angle = -0.5100512, collision = h0010B1
x = 98.58436, y = -199.8525, z = 98.88456, angle = -3.103611, collision = h0010B1
x = 98.87648, y = -199.8526, z = 97.8847, angle = -2.095693, collision = h0010B1
x = 98.94898, y = -199.8505, z = 96.76852, angle = -5.31528, collision = h0010B1
x = 98.81092, y = -199.8504, z = 95.62168, angle = 14.19811, collision = h0010B1
x = 98.54998, y = -199.8936, z = 94.58994, angle = 123.7417, collision = h0010B1
x = 96.14393, y = -195.5602, z = 94.61958, angle = 14.63781, collision = h0009B1
x = 95.61245, y = -195.6284, z = 93.55035, angle = 98.2088, collision = h0009B1
x = 92.45666, y = -195.5362, z = 94.11629, angle = 92.58136, collision = h0009B1
x = 85.59237, y = -195.3236, z = 90.83672, angle = -25.88944, collision = h0018B1
x = 89.53726, y = -194.5243, z = 85.73377, angle = -48.96799, collision = h0018B1
x = 91.1717, y = -208.0892, z = 83.92165, angle = -44.62541, collision = h0017B1
x = 91.91624, y = -208.16, z = 83.13728, angle = -44.11593, collision = h0017B1
x = 92.80412, y = -208.2871, z = 82.31823, angle = -32.09608, collision = h0017B1
x = 93.21947, y = -208.3712, z = 81.31075, angle = -4.97526, collision = h0017B1
x = 93.4064, y = -208.3934, z = 80.25855, angle = -1.256441, collision = h0017B1
x = 93.38081, y = -208.4144, z = 78.89385, angle = 27.97913, collision = h0017B1
x = 92.88792, y = -208.2119, z = 77.95317, angle = 146.4774, collision = h0017B1
x = 92.35964, y = -208.0803, z = 78.90149, angle = -150.0087, collision = h0017B1
x = 91.52034, y = -208.0525, z = 85.09548, angle = 164.6039, collision = h0017B1
x = 91.27198, y = -207.9262, z = 86.13197, angle = 174.3258, collision = h0017B1
x = 91.15948, y = -207.6997, z = 87.50602, angle = 179.7604, collision = h0017B1
x = 91.04137, y = -207.7213, z = 88.87444, angle = 153.9845, collision = h0017B1
x = 90.40051, y = -207.7408, z = 90.08655, angle = 111.2832, collision = h0017B1
x = 89.15348, y = -207.617, z = 90.50781, angle = 35.19913, collision = h0017B1
x = 88.79268, y = -207.6169, z = 89.31979, angle = -46.24117, collision = h0017B1
x = 89.6442, y = -207.6193, z = 88.23236, angle = -30.23135, collision = h0017B1
x = 90.44201, y = -208.0287, z = 82.92905, angle = 2.871657, collision = h0017B1
x = 90.34278, y = -207.9986, z = 81.55437, angle = 16.32907, collision = h0017B1
x = 89.76812, y = -207.93, z = 80.35458, angle = 52.21758, collision = h0017B1
x = 88.69749, y = -207.7018, z = 79.48822, angle = 46.9018, collision = h0017B1
x = 87.87172, y = -207.5614, z = 78.4351, angle = 36.99976, collision = h0017B1
x = 86.74298, y = -207.6283, z = 77.89442, angle = 147.8474, collision = h0017B1
x = 86.34211, y = -207.5587, z = 79.03884, angle = -120.5474, collision = h0017B1
x = 87.52723, y = -207.71, z = 79.66473, angle = -106.2507, collision = h0017B1
x = 88.75741, y = -207.8572, z = 80.70921, angle = 155.8412, collision = h0017B1
x = 88.36136, y = -207.8717, z = 81.7066, angle = 149.6712, collision = h0017B1
x = 87.51498, y = -207.8641, z = 82.75173, angle = 65.06606, collision = h0017B1
x = 86.43275, y = -207.8437, z = 82.1374, angle = 15.83999, collision = h0017B1
x = 86.06106, y = -207.8215, z = 80.81605, angle = 17.09463, collision = h0017B1
x = 85.00768, y = -207.5896, z = 78.65672, angle = 81.47302, collision = h0017B1
x = 83.73862, y = -207.6419, z = 78.65707, angle = 170.2897, collision = h0017B1
x = 83.66479, y = -207.5646, z = 79.88509, angle = -131.0225, collision = h0017B1
x = 84.53118, y = -207.8063, z = 80.92366, angle = 177.6775, collision = h0017B1
x = 84.50612, y = -207.8073, z = 82.30042, angle = 178.7228, collision = h0017B1
x = 84.42823, y = -207.6363, z = 83.82977, angle = 169.266, collision = h0017B1
x = 84.37019, y = -207.6131, z = 85.18751, angle = -129.107, collision = h0017B1
x = 85.37302, y = -207.6151, z = 86.11947, angle = -158.1904, collision = h0017B1
x = 85.3124, y = -207.6233, z = 87.19994, angle = -170.1609, collision = h0017B1
x = 84.58766, y = -207.6333, z = 88.06157, angle = 46.35121, collision = h0017B1
x = 83.75771, y = -207.6284, z = 87.05855, angle = -24.86663, collision = h0017B1
x = 85.22964, y = -207.606, z = 84.62513, angle = -101.26, collision = h0017B1
x = 86.48959, y = -207.6645, z = 84.83176, angle = -114.3139, collision = h0017B1
x = 87.74004, y = -207.6734, z = 85.41182, angle = -118.0844, collision = h0017B1
x = 88.9459, y = -207.6105, z = 86.0806, angle = -160.5957, collision = h0017B1
x = 89.35004, y = -207.6286, z = 91.51362, angle = -176.7712, collision = h0017B1
x = 89.40371, y = -207.6012, z = 92.86608, angle = 123.1978, collision = h0017B1
x = 88.28984, y = -207.6458, z = 93.25629, angle = 46.26851, collision = h0017B1
x = 87.49782, y = -207.7072, z = 92.53554, angle = 52.6764, collision = h0017B1
x = 86.43198, y = -207.6749, z = 91.66483, angle = 49.00872, collision = h0017B1
x = 85.30241, y = -207.6617, z = 90.94059, angle = 154.0998, collision = h0017B1
x = 84.80347, y = -207.6852, z = 92.07932, angle = -174.1556, collision = h0017B1
x = 84.94144, y = -207.6998, z = 93.4502, angle = -173.8128, collision = h0017B1
x = 85.05766, y = -207.712, z = 94.5159, angle = -172.622, collision = h0017B1
x = 85.24107, y = -207.6728, z = 95.88196, angle = -171.2317, collision = h0017B1
x = 84.46066, y = -207.7479, z = 98.75035, angle = 114.541, collision = h0017B1
x = 83.38536, y = -207.7472, z = 99.60918, angle = 98.61366, collision = h0017B1
x = 82.31193, y = -207.7412, z = 99.76598, angle = 76.0129, collision = h0017B1
x = 81.02423, y = -207.733, z = 99.33238, angle = 41.7117, collision = h0017B1
x = 80.2674, y = -207.6991, z = 98.39075, angle = 19.7777, collision = h0017B1
x = 79.59359, y = -207.7251, z = 99.36705, angle = -170.2403, collision = h0017B1
x = 79.5228, y = -207.7445, z = 100.6833, angle = 131.7701, collision = h0017B1
x = 77.2068, y = -207.7439, z = 100.9184, angle = 42.38163, collision = h0017B1
x = 76.30725, y = -207.7373, z = 99.84681, angle = 38.41126, collision = h0017B1
x = 75.66557, y = -207.7207, z = 98.99303, angle = 39.56636, collision = h0017B1
x = 74.78356, y = -207.7394, z = 97.93406, angle = 44.3975, collision = h0017B1
x = 73.75615, y = -207.738, z = 97.0317, angle = 57.31763, collision = h0017B1
x = 72.70653, y = -207.701, z = 96.16904, angle = -13.48923, collision = h0017B1
x = 73.08243, y = -207.6915, z = 94.90633, angle = -46.97057, collision = h0017B1
x = 73.86377, y = -207.6961, z = 94.1803, angle = -49.67448, collision = h0017B1
x = 74.07893, y = -207.6805, z = 92.91295, angle = -11.30187, collision = h0017B1
x = 73.8011, y = -207.6593, z = 91.91315, angle = 32.8503, collision = h0017B1
x = 72.94567, y = -207.6327, z = 90.73882, angle = -3.586587, collision = h0017B1
x = 73.06911, y = -207.6189, z = 89.41655, angle = -28.23811, collision = h0017B1
x = 73.70285, y = -207.5905, z = 88.1921, angle = -40.77497, collision = h0017B1
x = 74.70805, y = -207.5855, z = 87.33344, angle = -74.41822, collision = h0017B1
x = 76.18362, y = -207.6064, z = 86.92007, angle = -76.18521, collision = h0017B1
x = 77.42271, y = -207.6107, z = 86.40849, angle = 0.3486265, collision = h0017B1
x = 77.41932, y = -207.5753, z = 85.05265, angle = 9.677299, collision = h0017B1
x = 77.70319, y = -207.5179, z = 83.8502, angle = -27.24953, collision = h0017B1
x = 78.22112, y = -207.416, z = 82.5865, angle = 15.00967, collision = h0017B1
x = 77.88166, y = -207.5177, z = 81.09468, angle = -1.796449, collision = h0017B1
x = 77.91171, y = -207.6542, z = 79.72313, angle = -33.59344, collision = h0017B1
x = 78.74248, y = -207.6991, z = 78.71621, angle = -73.40224, collision = h0017B1
x = 79.76191, y = -207.7037, z = 78.39191, angle = 134.9241, collision = h0017B1
x = 76.71994, y = -207.649, z = 79.79546, angle = 81.32727, collision = h0017B1
x = 75.25439, y = -207.6715, z = 79.40972, angle = 79.77104, collision = h0017B1
x = 74.08167, y = -207.6504, z = 79.56419, angle = 159.872, collision = h0017B1
x = 73.80334, y = -207.5824, z = 80.86578, angle = 150.752, collision = h0017B1
x = 71.63838, y = -207.5528, z = 80.88165, angle = 36.71059, collision = h0017B1
x = 71.03797, y = -207.5928, z = 79.93914, angle = 31.63025, collision = h0017B1
x = 70.11623, y = -207.3543, z = 79.06461, angle = 109.6014, collision = h0017B1
x = 68.96511, y = -207.2482, z = 79.71719, angle = 153.1342, collision = h0017B1
x = 68.18325, y = -207.5192, z = 80.83453, angle = 131.5099, collision = h0017B1
x = 67.16522, y = -207.5294, z = 81.76246, angle = 118.6873, collision = h0017B1
