x = 3.952387, y = -93.45131, z = 179.925, angle = -40.58049, collision = h0102B0
x = 69.56957, y = -111.1754, z = 289.3578, angle = 8.942152, collision = h0108B0
x = 65.60801, y = -110.9247, z = 277.0285, angle = 4.536188, collision = h0108B0
x = 65.47362, y = -110.9367, z = 275.5029, angle = 28.77443, collision = h0108B0
x = 64.37058, y = -110.8259, z = 272.2031, angle = 34.4016, collision = h0108B0
x = 60.65792, y = -111.2027, z = 265.588, angle = 41.98037, collision = h0108B0
x = 59.05062, y = -110.8467, z = 263.7505, angle = 11.06178, collision = h0108B0
x = 56.81784, y = -111.6004, z = 260.623, angle = 67.34781, collision = h0108B0
x = 55.83474, y = -111.7865, z = 260.3201, angle = 78.91251, collision = h0108B0
x = 54.65977, y = -111.9398, z = 260.2216, angle = 104.7503, collision = h0108B0
x = 38.05045, y = -112.0849, z = 260.0379, angle = 114.6119, collision = h0009B0
x = 37.12008, y = -112.0661, z = 260.4357, angle = 114.6119, collision = h0009B0
x = 36.40617, y = -112.3222, z = 259.6848, angle = 24.58018, collision = h0009B0
x = 35.28796, y = -112.1964, z = 259.937, angle = 85.94144, collision = h0010B0
x = 33.99961, y = -111.5123, z = 259.8479, angle = 137.0823, collision = h0010B0
x = 32.95571, y = -111.3977, z = 260.3582, angle = 156.5209, collision = h0010B0
x = 32.50325, y = -111.5258, z = 261.2726, angle = 72.86815, collision = h0010B0
x = 31.43144, y = -111.5884, z = 260.8954, angle = 76.71514, collision = h0010B0
x = 31.72547, y = -111.5458, z = 259.4046, angle = 66.70683, collision = h0010B0
x = 33.26506, y = -111.3909, z = 261.9618, angle = 147.5597, collision = h0010B0
x = 32.36636, y = -111.5108, z = 262.4715, angle = 169.4155, collision = h0010B0
x = 31.62645, y = -111.3348, z = 263.226, angle = 94.36406, collision = h0010B0
x = 30.63154, y = -111.2281, z = 263.5793, angle = 138.4808, collision = h0010B0
x = 30.88331, y = -111.2122, z = 264.5645, angle = -166.1686, collision = h0010B0
x = 31.03912, y = -111.4685, z = 265.6376, angle = 126.2082, collision = h0010B0
x = 30.05799, y = -111.5347, z = 265.9111, angle = 111.5461, collision = h0010B0
x = 28.93043, y = -111.5347, z = 266.1736, angle = 132.0709, collision = h0010B0
x = 28.54956, y = -111.4867, z = 267.17, angle = 173.6272, collision = h0010B0
x = 28.61494, y = -111.4867, z = 268.2914, angle = -170.1454, collision = h0010B0
x = 28.74179, y = -111.4867, z = 269.5033, angle = -172.1698, collision = h0010B0
x = 28.92419, y = -111.4917, z = 271.0182, angle = 176.3657, collision = h0010B0
x = 28.8295, y = -111.4868, z = 272.1558, angle = -167.5074, collision = h0010B0
x = 29.94485, y = -111.5153, z = 271.9362, angle = -81.5753, collision = h0010B0
x = 31.4693, y = -111.6042, z = 271.8121, angle = -96.48279, collision = h0010B0
x = 32.68373, y = -111.5047, z = 271.9702, angle = -47.25007, collision = h0010B0
x = 33.3741, y = -111.4867, z = 271.2186, angle = 15.52294, collision = h0010B0
x = 33.15895, y = -111.4867, z = 269.8758, angle = -13.55902, collision = h0010B0
x = 32.64934, y = -111.6874, z = 268.7193, angle = 57.90726, collision = h0010B0
x = 31.88587, y = -111.6937, z = 267.8393, angle = 42.72278, collision = h0010B0
x = 30.76364, y = -111.5971, z = 266.8217, angle = 16.81852, collision = h0010B0
x = 30.65201, y = -111.7405, z = 268.2542, angle = 129.5655, collision = h0010B0
x = 29.65409, y = -111.8908, z = 268.958, angle = 152.869, collision = h0010B0
x = 29.83262, y = -111.6678, z = 267.5379, angle = 4.611061, collision = h0010B0
x = 30.92402, y = -111.443, z = 262.4301, angle = 8.329948, collision = h0010B0
x = 30.614, y = -111.4331, z = 260.199, angle = 39.5229, collision = h0010B0
x = 29.21119, y = -111.2873, z = 260.45, angle = 101.1284, collision = h0010B0
x = 28.19941, y = -111.0157, z = 260.6177, angle = 104.3855, collision = h0010B0
x = 27.42524, y = -110.5935, z = 259.7482, angle = 107.7261, collision = h0010B0
x = 26.49224, y = -110.5941, z = 260.2962, angle = 158.0083, collision = h0013B0
x = 26.0089, y = -110.5944, z = 261.3321, angle = 118.4214, collision = h0013B0
x = 25.01621, y = -110.5937, z = 261.7318, angle = 108.2279, collision = h0013B0
x = 29.69879, y = -112.0513, z = 270.1081, angle = 176.6233, collision = h0017B0
x = 29.5433, y = -123.6666, z = 271.4309, angle = 176.6233, collision = h0017B0
x = 28.50599, y = -123.6433, z = 271.283, angle = 131.2751, collision = h0017B0
x = 27.58788, y = -123.6464, z = 271.799, angle = 43.80073, collision = h0017B0
x = 28.26796, y = -123.6367, z = 270.0818, angle = -26.84844, collision = h0017B0
x = 29.10054, y = -123.6526, z = 272.5288, angle = -102.3081, collision = h0017B0
x = 30.12394, y = -123.6605, z = 273.353, angle = -50.22148, collision = h0017B0
x = 31.2213, y = -123.6645, z = 272.8831, angle = -9.582564, collision = h0017B0
x = 32.00962, y = -123.6722, z = 271.2956, angle = 11.89203, collision = h0017B0
x = 31.9777, y = -123.6711, z = 270.0753, angle = 61.31252, collision = h0017B0
x = 30.71316, y = -123.6766, z = 270.0591, angle = -167.7511, collision = h0017B0
x = 30.7521, y = -123.6865, z = 271.5535, angle = -177.4469, collision = h0017B0
x = 30.39224, y = -123.6483, z = 274.4715, angle = 147.2755, collision = h0017B0
x = 30.60824, y = -123.486, z = 275.6423, angle = -152.9809, collision = h0017B0
x = 30.36271, y = -123.3096, z = 276.7769, angle = 144.0904, collision = h0017B0
x = 29.79151, y = -123.1424, z = 277.8524, angle = 137.2137, collision = h0017B0
x = 28.86392, y = -122.9806, z = 278.9809, angle = 162.4992, collision = h0017B0
x = 29.05398, y = -122.7889, z = 280.4006, angle = -133.6594, collision = h0017B0
x = 30.03594, y = -122.6321, z = 281.5623, angle = -175.8479, collision = h0017B0
x = 30.44658, y = -122.4808, z = 282.6964, angle = 174.0899, collision = h0017B0
x = 30.30858, y = -122.2725, z = 284.222, angle = -179.3407, collision = h0017B0
x = 30.24564, y = -122.106, z = 285.4442, angle = -163.0396, collision = h0017B0
x = 31.25463, y = -122.1357, z = 285.3403, angle = -153.5778, collision = h0017B0
x = 32.03622, y = -122.0244, z = 286.1802, angle = -160.1726, collision = h0017B0
x = 32.05458, y = -121.857, z = 287.3271, angle = 168.8552, collision = h0017B0
x = 31.89366, y = -121.6456, z = 288.831, angle = 157.055, collision = h0017B0
x = 31.38869, y = -121.5135, z = 289.9459, angle = 167.257, collision = h0017B0
x = 31.01288, y = -121.3337, z = 291.4279, angle = 139.0732, collision = h0017B0
x = 30.11132, y = -121.2306, z = 292.6321, angle = -136.0971, collision = h0017B0
x = 30.71952, y = -121.0732, z = 293.6477, angle = -174.9836, collision = h0017B0
x = 31.27506, y = -120.8664, z = 294.6866, angle = -179.709, collision = h0017B0
x = 32.3023, y = -120.7787, z = 294.6201, angle = 176.1783, collision = h0017B0
x = 32.55838, y = -120.4323, z = 296.0782, angle = -119.003, collision = h0017B0
x = 33.42552, y = -120.1352, z = 296.907, angle = -113.6642, collision = h0017B0
x = 34.54587, y = -119.8786, z = 297.4017, angle = -113.0435, collision = h0017B0
x = 35.98111, y = -119.595, z = 297.6948, angle = -139.3012, collision = h0017B0
x = 37.0427, y = -119.3365, z = 298.1775, angle = -111.6379, collision = h0017B0
x = 38.14013, y = -119.0706, z = 298.9765, angle = -65.48302, collision = h0017B0
x = 39.24231, y = -118.8384, z = 298.4431, angle = -74.19135, collision = h0017B0
x = 40.13517, y = -118.8381, z = 298.9958, angle = -148.3171, collision = h0017B0
x = 40.54636, y = -118.8381, z = 300.2057, angle = -69.90469, collision = h0017B0
x = 41.79605, y = -118.8381, z = 299.6487, angle = -5.40451, collision = h0017B0
x = 41.97072, y = -118.8381, z = 298.5292, angle = 59.2389, collision = h0017B0
x = 40.96401, y = -118.8381, z = 297.8559, angle = 59.2389, collision = h0017B0
x = 35.75837, y = -119.5555, z = 298.7245, angle = -114.8771, collision = h0017B0
x = 36.60936, y = -119.3526, z = 299.5485, angle = -102.7699, collision = h0017B0
x = 41.60963, y = -106.48, z = 296.4496, angle = 0.0, collision = h0017B0
x = 42.59242, y = -106.4963, z = 296.2079, angle = -72.7235, collision = h0017B0
x = 43.87632, y = -106.9588, z = 295.6042, angle = -73.09309, collision = h0017B0
x = 42.84475, y = -107.2269, z = 295.4385, angle = 77.95477, collision = h0017B0
x = 42.85711, y = -107.1661, z = 294.3332, angle = -25.18272, collision = h0017B0
x = 43.43141, y = -106.9194, z = 293.267, angle = 14.60539, collision = h0017B0
x = 43.3591, y = -106.673, z = 291.8375, angle = 78.49709, collision = h0017B0
x = 41.9812, y = -106.4808, z = 291.2862, angle = 170.0668, collision = h0017B0
x = 41.957, y = -106.48, z = 292.4723, angle = 125.5859, collision = h0017B0
x = 41.13244, y = -106.4898, z = 293.3367, angle = 155.7814, collision = h0017B0
x = 40.23117, y = -106.4898, z = 294.503, angle = 114.055, collision = h0017B0
x = 39.56552, y = -106.4898, z = 295.4333, angle = 16.24571, collision = h0017B0
x = 39.68538, y = -106.4898, z = 293.6415, angle = -5.250585, collision = h0017B0
x = 42.82956, y = -106.48, z = 290.5751, angle = -118.6385, collision = h0017B0
x = 44.2276, y = -106.5827, z = 291.0036, angle = -93.03523, collision = h0017B0
x = 45.27889, y = -106.6709, z = 291.6404, angle = -72.86118, collision = h0017B0
x = 46.77439, y = -106.4898, z = 291.4059, angle = -97.05325, collision = h0017B0
x = 46.98863, y = -106.4898, z = 292.4649, angle = 152.022, collision = h0017B0
x = 46.61861, y = -106.4898, z = 293.623, angle = 155.4044, collision = h0017B0
x = 46.0377, y = -106.6051, z = 294.6998, angle = -163.8302, collision = h0108B0
x = 45.56756, y = -111.5, z = 295.3635, angle = -163.8302, collision = h0108B0
x = 59.48759, y = -111.1989, z = 265.4909, angle = 24.63563, collision = h0108B0
x = 26.45526, y = -110.5942, z = 259.126, angle = -6.801543, collision = h0013B0
x = 26.30756, y = -110.689, z = 258.033, angle = -14.54545, collision = h0013B0
x = 27.05033, y = -110.7986, z = 257.1443, angle = 167.4248, collision = h0013B0
x = 23.80103, y = -110.9692, z = 261.6466, angle = 67.96924, collision = h0013B0
x = 22.34331, y = -111.6179, z = 261.2537, angle = 96.68558, collision = h0013B0
x = 21.1375, y = -111.8651, z = 261.1867, angle = 71.32007, collision = h0013B0
x = 19.66561, y = -112.0475, z = 261.0033, angle = 46.03859, collision = h0013B0
x = 18.48773, y = -112.4798, z = 260.0548, angle = 113.7444, collision = h0013B0
x = 17.31408, y = -112.5261, z = 260.3262, angle = 94.95552, collision = h0013B0
x = 16.22839, y = -112.6836, z = 260.4104, angle = 92.68861, collision = h0013B0
x = 14.89673, y = -112.6908, z = 260.9854, angle = -149.96, collision = h0013B0
x = 17.61044, y = -112.7317, z = 259.1858, angle = 2.545311, collision = h0013B0
x = 17.51753, y = -113.0182, z = 258.0828, angle = 16.59102, collision = h0013B0
x = 17.27878, y = -113.2842, z = 257.1021, angle = -6.696085, collision = h0013B0
x = 17.40027, y = -113.6557, z = 256.0292, angle = -24.63768, collision = h0013B0
x = 18.06859, y = -113.9181, z = 255.0708, angle = -22.4341, collision = h0013B0
x = 18.67965, y = -114.3329, z = 253.6726, angle = -31.97197, collision = h0013B0
x = 19.50806, y = -114.6913, z = 252.5233, angle = 34.06709, collision = h0013B0
x = 18.52863, y = -114.5241, z = 252.2125, angle = 52.0007, collision = h0013B0
x = 17.40966, y = -114.5415, z = 251.199, angle = 25.67784, collision = h0013B0
x = 17.50117, y = -114.4826, z = 252.7516, angle = 129.5916, collision = h0013B0
x = 16.63288, y = -114.5256, z = 253.602, angle = 99.42529, collision = h0013B0
x = 16.18047, y = -114.5817, z = 252.6547, angle = -101.7767, collision = h0013B0
x = 20.29947, y = -115.0477, z = 251.8248, angle = -47.31739, collision = h0013B0
x = 21.17454, y = -115.5578, z = 251.0241, angle = -47.95642, collision = h0013B0
x = 22.30823, y = -116.147, z = 249.9939, angle = -45.38778, collision = h0013B0
x = 23.21348, y = -116.4178, z = 249.1689, angle = -16.29265, collision = h0013B0
x = 23.83999, y = -116.5929, z = 248.1397, angle = -16.29265, collision = h0013B0
x = 23.43347, y = -116.8708, z = 247.168, angle = 42.74862, collision = h0013B0
x = 22.56838, y = -117.1516, z = 246.1951, angle = -8.891021, collision = h0014B0
x = 22.3504, y = -117.4195, z = 245.0187, angle = -40.01958, collision = h0014B0
x = 23.07584, y = -117.7444, z = 243.7022, angle = -40.84292, collision = h0014B0
x = 23.89391, y = -118.3591, z = 242.7904, angle = 16.71321, collision = h0014B0
x = 24.02006, y = -118.8942, z = 241.4956, angle = 16.35819, collision = h0014B0
x = 23.34666, y = -119.0292, z = 240.3783, angle = -27.86071, collision = h0014B0
x = 23.50281, y = -119.1563, z = 239.2207, angle = -24.46807, collision = h0014B0
x = 23.93041, y = -119.1563, z = 237.9945, angle = 11.29948, collision = h0014B0
x = 24.35329, y = -119.1467, z = 236.8756, angle = -13.87422, collision = h0014B0
x = 23.90847, y = -119.0879, z = 235.8727, angle = 151.7565, collision = h0014B0
x = 23.27337, y = -119.1495, z = 237.1074, angle = 79.00928, collision = h0014B0
x = 21.80108, y = -118.9944, z = 237.1952, angle = 20.43952, collision = h0014B0
x = 21.1234, y = -119.1428, z = 236.2209, angle = 31.52977, collision = h0014B0
x = 20.39008, y = -119.0455, z = 235.2517, angle = 86.03268, collision = h0014B0
x = 19.17852, y = -119.0462, z = 235.3663, angle = 163.7642, collision = h0014B0
x = 18.74924, y = -119.1538, z = 236.5058, angle = -162.2112, collision = h0014B0
x = 18.91053, y = -119.1183, z = 237.949, angle = 156.7682, collision = h0014B0
x = 19.07285, y = -118.9602, z = 239.0398, angle = 131.2607, collision = h0014B0
x = 18.2865, y = -118.8307, z = 240.231, angle = 154.7251, collision = h0014B0
x = 17.49238, y = -118.4767, z = 241.4747, angle = -92.16388, collision = h0014B0
x = 18.49097, y = -118.4078, z = 242.0245, angle = -58.35046, collision = h0014B0
x = 19.8698, y = -118.426, z = 241.419, angle = 0.8243219, collision = h0014B0
x = 20.22325, y = -118.7231, z = 240.2904, angle = 11.00581, collision = h0014B0
x = 19.86753, y = -119.0047, z = 237.2932, angle = -73.71173, collision = h0014B0
x = 22.89542, y = -119.0644, z = 238.1369, angle = -162.4677, collision = h0014B0
x = 22.85897, y = -118.5351, z = 241.9904, angle = 154.3428, collision = h0014B0
x = 22.05985, y = -117.9224, z = 243.2597, angle = -125.2894, collision = h0014B0
x = 24.07073, y = -117.5519, z = 244.0303, angle = 168.9207, collision = h0014B0
x = 23.93321, y = -117.3268, z = 245.1469, angle = 111.4428, collision = h0014B0
x = 25.25129, y = -116.4369, z = 248.1329, angle = -122.4954, collision = h0013B0
x = 26.43515, y = -116.3033, z = 248.4205, angle = 163.9961, collision = h0013B0
x = 25.65991, y = -116.2441, z = 249.2057, angle = 174.1287, collision = h0013B0
x = 25.43573, y = -116.1646, z = 250.6553, angle = -128.3463, collision = h0013B0
x = 26.47757, y = -116.1166, z = 251.5575, angle = -44.36765, collision = h0013B0
x = 27.50093, y = -116.0776, z = 250.9602, angle = -15.59127, collision = h0013B0
x = 28.13749, y = -116.1743, z = 249.6177, angle = -42.47637, collision = h0013B0
x = 28.56851, y = -116.0706, z = 251.2294, angle = 175.5369, collision = h0013B0
x = 28.8634, y = -116.0706, z = 252.3552, angle = 106.2619, collision = h0013B0
x = 27.58644, y = -116.0706, z = 252.9822, angle = 90.81808, collision = h0013B0
x = 26.36623, y = -116.071, z = 253.0811, angle = 90.96914, collision = h0013B0
x = 25.16492, y = -116.0726, z = 252.8841, angle = 133.3566, collision = h0013B0
x = 24.1406, y = -116.0724, z = 253.5143, angle = -114.2057, collision = h0013B0
x = 25.04054, y = -116.0706, z = 254.4824, angle = -152.556, collision = h0013B0
x = 25.94908, y = -116.0706, z = 255.2458, angle = -176.9565, collision = h0013B0
x = 26.05243, y = -116.1234, z = 256.4653, angle = -154.5292, collision = h0013B0
x = 25.91062, y = -116.7645, z = 257.815, angle = 140.9564, collision = h0113B0
x = 25.45359, y = -117.2183, z = 258.9656, angle = 122.5127, collision = h0113B0
x = 24.4162, y = -117.5571, z = 259.5943, angle = 100.8559, collision = h0113B0
x = 23.10312, y = -117.9375, z = 259.5173, angle = 82.48302, collision = h0113B0
x = 21.88212, y = -118.3695, z = 259.5016, angle = 72.20438, collision = h0113B0
x = 20.40588, y = -118.9113, z = 259.0933, angle = 86.65405, collision = h0113B0
x = 19.26498, y = -119.2512, z = 258.5962, angle = 45.22636, collision = h0113B0
x = 18.46648, y = -119.7604, z = 257.2896, angle = 37.1107, collision = h0113B0
x = 17.79898, y = -120.2, z = 256.2662, angle = 26.75631, collision = h0113B0
x = 17.64629, y = -120.5819, z = 255.1163, angle = 4.813097, collision = h0113B0
x = 17.81494, y = -121.0015, z = 254.0769, angle = -21.37543, collision = h0113B0
x = 18.35933, y = -121.3634, z = 253.2097, angle = -47.6821, collision = h0113B0
x = 19.09141, y = -121.5511, z = 252.5224, angle = -42.89597, collision = h0113B0
x = 19.93125, y = -121.8296, z = 251.7967, angle = -78.26006, collision = h0113B0
x = 21.28832, y = -122.2392, z = 251.5225, angle = -78.18116, collision = h0113B0
x = 22.29622, y = -122.6528, z = 251.4689, angle = -41.20247, collision = h0113B0
x = 23.34945, y = -123.0384, z = 251.3825, angle = -64.18726, collision = h0113B0
x = 24.32502, y = -123.3302, z = 251.1522, angle = -144.7208, collision = h0113B0
x = 25.11423, y = -123.6852, z = 252.0123, angle = -113.6411, collision = h0113B0
x = 26.394, y = -123.7773, z = 252.8026, angle = -98.34534, collision = h0015B0
x = 27.53128, y = -123.9756, z = 252.9266, angle = -82.60066, collision = h0015B0
x = 29.05313, y = -124.6852, z = 252.8036, angle = -79.29947, collision = h0015B0
x = 30.14826, y = -125.1781, z = 252.8896, angle = -62.93294, collision = h0015B0
x = 31.19816, y = -125.3972, z = 252.4899, angle = -80.20769, collision = h0015B0
x = 32.26454, y = -125.4561, z = 252.4899, angle = -83.08135, collision = h0015B0
x = 32.40062, y = -125.4805, z = 251.4147, angle = -39.85772, collision = h0015B0
x = 31.71924, y = -125.4388, z = 250.588, angle = 69.16938, collision = h0015B0
x = 30.44828, y = -125.365, z = 249.939, angle = 66.62746, collision = h0015B0
x = 29.444, y = -125.2811, z = 249.633, angle = 169.3428, collision = h0015B0
x = 28.62369, y = -124.7537, z = 250.7812, angle = -81.26833, collision = h0015B0
x = 29.43632, y = -125.0969, z = 251.4122, angle = -79.11583, collision = h0015B0
x = 31.85361, y = -125.4694, z = 253.5552, angle = -179.9051, collision = h0015B0
x = 31.57663, y = -125.4371, z = 254.7061, angle = 151.6158, collision = h0015B0
x = 30.54672, y = -125.3551, z = 254.3385, angle = 13.1683, collision = h0015B0
x = 28.22908, y = -124.3719, z = 251.717, angle = 93.67429, collision = h0015B0
x = 25.67283, y = -124.1088, z = 253.8055, angle = 166.2345, collision = h0113B0
x = 25.44814, y = -123.6386, z = 250.9373, angle = 2.115146, collision = h0113B0
x = 22.49525, y = -122.6343, z = 250.4641, angle = 89.56734, collision = h0113B0
x = 26.95734, y = -116.6305, z = 257.9402, angle = -32.14922, collision = h0113B0
x = 27.37312, y = -116.2363, z = 256.8943, angle = 3.799443, collision = h0013B0
x = 27.33475, y = -116.0713, z = 255.8109, angle = -2.71511, collision = h0013B0
x = 27.33061, y = -116.0706, z = 254.648, angle = 1.08865, collision = h0013B0
x = 29.81221, y = -116.0396, z = 251.7034, angle = -91.09056, collision = h0016B0
x = 31.28079, y = -116.1918, z = 252.0666, angle = -91.89868, collision = h0016B0
x = 32.28125, y = -116.4058, z = 252.5129, angle = -132.3768, collision = h0016B0
x = 33.29422, y = -116.4491, z = 253.2958, angle = -139.3149, collision = h0016B0
x = 33.81153, y = -116.4475, z = 254.1749, angle = -155.7978, collision = h0016B0
x = 34.43858, y = -116.4607, z = 255.0262, angle = -107.7388, collision = h0009B0
x = 32.9448, y = -116.4304, z = 254.895, angle = 115.2683, collision = h0016B0
x = 31.85364, y = -116.4125, z = 255.4471, angle = 144.3422, collision = h0016B0
x = 30.924, y = -116.3516, z = 256.6584, angle = 136.2996, collision = h0016B0
x = 30.13925, y = -116.3551, z = 257.5965, angle = 159.9875, collision = h0016B0
x = 29.84435, y = -116.5527, z = 259.0081, angle = 179.9945, collision = h0016B0
x = 29.84489, y = -117.02, z = 260.521, angle = -170.2982, collision = h0016B0
x = 29.9803, y = -117.2464, z = 261.6733, angle = -173.8099, collision = h0016B0
x = 30.17032, y = -117.4533, z = 262.7679, angle = -162.8308, collision = h0016B0
x = 30.41697, y = -117.6758, z = 263.7495, angle = -173.7336, collision = h0016B0
x = 30.55201, y = -117.9588, z = 264.8472, angle = -162.6101, collision = h0016B0
x = 30.75355, y = -118.2378, z = 265.8333, angle = -179.228, collision = h0016B0
x = 30.94272, y = -118.4031, z = 266.9067, angle = -137.6043, collision = h0016B0
x = 31.66319, y = -118.4455, z = 267.75, angle = -126.8489, collision = h0016B0
x = 32.49074, y = -118.4592, z = 268.3195, angle = -112.3991, collision = h0016B0
x = 33.50536, y = -118.4609, z = 268.748, angle = -116.4351, collision = h0016B0
x = 34.41034, y = -118.5663, z = 269.2324, angle = -131.6326, collision = h0009B0
x = 35.19451, y = -118.8162, z = 269.9941, angle = -166.5812, collision = h0009B0
x = 35.30387, y = -118.6782, z = 271.093, angle = 153.6076, collision = h0009B0
x = 34.92324, y = -118.4337, z = 272.1139, angle = -158.4574, collision = h0009B0
x = 35.31614, y = -118.1902, z = 273.2189, angle = 173.8799, collision = h0009B0
x = 35.47924, y = -117.854, z = 274.4129, angle = 135.4116, collision = h0009B0
x = 34.90242, y = -117.8923, z = 275.4624, angle = 162.3461, collision = h0009B0
x = 34.10152, y = -118.0807, z = 276.4092, angle = 171.0615, collision = h0009B0
x = 33.79618, y = -117.8841, z = 277.9094, angle = 172.3354, collision = h0009B0
x = 33.62151, y = -117.7381, z = 279.1216, angle = 172.4372, collision = h0009B0
x = 33.428, y = -117.3343, z = 280.6416, angle = 175.2012, collision = h0009B0
x = 33.30938, y = -117.2069, z = 281.8609, angle = 150.7445, collision = h0009B0
x = 32.92039, y = -116.8596, z = 283.0085, angle = 149.6296, collision = h0009B0
x = 32.28912, y = -116.7803, z = 284.0579, angle = 176.9826, collision = h0009B0
x = 32.04387, y = -116.7291, z = 285.5584, angle = -177.2759, collision = h0009B0
x = 32.06112, y = -116.6341, z = 286.7822, angle = -176.4586, collision = h0009B0
x = 32.15426, y = -116.5478, z = 288.3112, angle = -179.1613, collision = h0009B0
x = 32.19545, y = -116.5145, z = 289.839, angle = 160.697, collision = h0900B0
x = 31.79789, y = -116.4609, z = 290.9982, angle = 164.4642, collision = h0900B0
x = 31.37796, y = -116.4039, z = 292.4703, angle = 171.0679, collision = h0018B0
x = 31.38707, y = -116.4609, z = 293.8323, angle = 171.0679, collision = h0018B0
x = 31.16122, y = -116.4609, z = 295.2693, angle = 171.0679, collision = h0018B0
x = 31.07856, y = -116.4609, z = 296.308, angle = -138.8222, collision = h0018B0
x = 31.69391, y = -116.4609, z = 297.539, angle = -157.2339, collision = h0018B0
x = 32.17825, y = -116.4609, z = 298.9688, angle = -151.9081, collision = h0018B0
x = 32.65485, y = -116.4609, z = 300.0951, angle = -132.9437, collision = h0018B0
x = 33.66955, y = -116.4609, z = 301.2126, angle = -143.3076, collision = h0018B0
x = 34.91164, y = -116.4609, z = 301.645, angle = -92.3139, collision = h0018B0
x = 35.98898, y = -116.4609, z = 301.7988, angle = -54.5094, collision = h0018B0
x = 37.32586, y = -115.8473, z = 301.0735, angle = -77.29642, collision = h0018B0
x = 38.4879, y = -115.2561, z = 301.0372, angle = -91.18241, collision = h0018B0
x = 40.01328, y = -114.48, z = 301.0853, angle = -101.5009, collision = h0018B0
x = 41.51646, y = -113.7152, z = 301.3707, angle = -87.4033, collision = h0018B0
x = 42.74101, y = -113.0922, z = 301.3198, angle = -81.51819, collision = h0018B0
x = 44.26216, y = -112.3183, z = 301.1628, angle = -92.47782, collision = h0018B0
x = 45.47921, y = -111.8665, z = 301.0605, angle = -94.30853, collision = h0018B0
x = 47.00893, y = -111.824, z = 301.1813, angle = -96.50799, collision = h0018B0
x = 47.45985, y = -111.8564, z = 302.2361, angle = -171.1698, collision = h0018B0
x = 47.47227, y = -111.8555, z = 303.4565, angle = -87.83854, collision = h0018B0
x = 48.51107, y = -111.8555, z = 303.9208, angle = -67.29197, collision = h0018B0
x = 49.67981, y = -111.8555, z = 303.5675, angle = -45.1186, collision = h0018B0
x = 48.60307, y = -111.8555, z = 302.5957, angle = 123.4539, collision = h0018B0
x = 47.285, y = -111.5993, z = 300.1416, angle = -91.30888, collision = h0018B0
x = 48.46432, y = -111.5, z = 300.4075, angle = -80.8465, collision = h0018B0
x = 49.93871, y = -111.6067, z = 300.4004, angle = 63.40508, collision = h0018B0
x = 46.11473, y = -111.7336, z = 300.0504, angle = 71.04755, collision = h0018B0
x = 45.74564, y = -111.8555, z = 302.0819, angle = 76.80816, collision = h0018B0
x = 33.1951, y = -116.5192, z = 290.021, angle = -124.3088, collision = h0900B0
x = 34.22168, y = -116.5192, z = 290.7495, angle = 159.6453, collision = h0900B0
x = 35.47792, y = -112.0192, z = 291.1146, angle = 169.639, collision = h0900B0
x = 36.62328, y = -111.8507, z = 291.1156, angle = -78.2951, collision = h0900B0
x = 37.81667, y = -111.7027, z = 290.8445, angle = -43.21907, collision = h0900B0
x = 37.06399, y = -111.8269, z = 289.8726, angle = -39.61541, collision = h0900B0
x = 37.9724, y = -111.7082, z = 291.8806, angle = -133.0865, collision = h0900B0
x = 38.62345, y = -111.6658, z = 292.8807, angle = -119.9975, collision = h0900B0
x = 39.88228, y = -111.7942, z = 293.7363, angle = -56.23347, collision = h0900B0
x = 41.00229, y = -111.6639, z = 293.3384, angle = -87.0136, collision = h0900B0
x = 42.08092, y = -111.5142, z = 292.8281, angle = -128.2031, collision = h0900B0
x = 41.9426, y = -111.5819, z = 294.046, angle = -59.60658, collision = h0900B0
x = 40.31199, y = -111.6631, z = 292.3911, angle = 105.7612, collision = h0900B0
x = 37.14349, y = -111.7886, z = 293.2499, angle = 79.80239, collision = h0900B0
x = 35.76705, y = -111.8959, z = 293.1848, angle = -30.31661, collision = h0900B0
x = 36.09917, y = -111.899, z = 292.0339, angle = -62.94088, collision = h0900B0
x = 38.91412, y = -111.6663, z = 290.9702, angle = -90.48102, collision = h0900B0
x = 39.76019, y = -111.6631, z = 291.5139, angle = -90.48102, collision = h0900B0
x = 40.94144, y = -111.8738, z = 294.9092, angle = 123.7413, collision = h0900B0
x = 39.97083, y = -112.0204, z = 295.4463, angle = 75.14742, collision = h0900B0
x = 38.92142, y = -111.9936, z = 295.1539, angle = 25.28479, collision = h0900B0
x = 38.06301, y = -111.8683, z = 294.2992, angle = -39.88041, collision = h0900B0
x = 34.98683, y = -112.0043, z = 292.5066, angle = 9.397193, collision = h0900B0
x = 34.46373, y = -112.0202, z = 291.402, angle = 9.397193, collision = h0900B0
x = 32.80215, y = -116.5169, z = 291.1355, angle = -102.0391, collision = h0900B0
x = 34.5779, y = -116.5192, z = 289.6921, angle = 26.83155, collision = h0900B0
x = 34.04329, y = -116.5731, z = 288.5924, angle = 24.07435, collision = h0009B0
x = 33.31531, y = -116.6214, z = 287.2578, angle = 41.5826, collision = h0009B0
x = 31.72187, y = -116.9144, z = 283.1417, angle = -22.02077, collision = h0009B0
x = 32.36227, y = -117.2667, z = 281.5056, angle = -22.306, collision = h0009B0
x = 33.95047, y = -117.9173, z = 275.0425, angle = -19.06647, collision = h0009B0
x = 34.34974, y = -118.1508, z = 273.8847, angle = -18.98244, collision = h0009B0
