x = 119.2139, y = -79.12976, z = 123.823, angle = -107.4421, collision = h0001B0
x = 289.1978, y = -98.57505, z = 112.7231, angle = -147.8803, collision = h0009B0
x = 289.9401, y = -98.68982, z = 113.6581, angle = 150.0709, collision = h0009B0
x = 289.5069, y = -99.40883, z = 114.7568, angle = 124.6773, collision = h0009B0
x = 288.4986, y = -99.40351, z = 115.5579, angle = 141.9756, collision = h0009B0
x = 287.5794, y = -99.48055, z = 116.5943, angle = 156.0908, collision = h0009B0
x = 287.1255, y = -99.81304, z = 117.5919, angle = 168.6575, collision = h0009B0
x = 286.8344, y = -100.0068, z = 118.8945, angle = -175.1728, collision = h0009B0
x = 286.891, y = -100.2866, z = 120.2671, angle = -154.6689, collision = h0009B0
x = 287.3046, y = -100.3902, z = 121.2692, angle = -136.008, collision = h0009B0
x = 288.3145, y = -100.5522, z = 122.2549, angle = -82.13361, collision = h0009B0
x = 289.5772, y = -100.6731, z = 122.1429, angle = -61.48999, collision = h0009B0
x = 290.6607, y = -100.8434, z = 121.5856, angle = -70.20414, collision = h0009B0
x = 291.8504, y = -101.0958, z = 121.1063, angle = -79.97388, collision = h0009B0
x = 293.2454, y = -101.2971, z = 120.8766, angle = -116.7548, collision = h0009B0
x = 294.2452, y = -101.3033, z = 121.2456, angle = -134.8246, collision = h0009B0
x = 295.2148, y = -101.2035, z = 122.1828, angle = 177.0429, collision = h0009B0
x = 295.289, y = -101.2717, z = 123.4834, angle = 145.2893, collision = h0002B0
x = 294.7148, y = -101.2541, z = 124.41, angle = 149.013, collision = h0009B0
x = 293.9926, y = -101.052, z = 125.6199, angle = -176.0871, collision = h0009B0
x = 293.9807, y = -101.0604, z = 126.7963, angle = -170.9533, collision = h0009B0
x = 294.1917, y = -101.1429, z = 128.1055, angle = -170.1844, collision = h0009B0
x = 294.3266, y = -101.1799, z = 129.5804, angle = 164.986, collision = h0002B0
x = 293.9905, y = -101.1799, z = 130.8593, angle = -168.8857, collision = h0002B0
x = 294.1985, y = -101.1701, z = 131.945, angle = 175.6015, collision = h0002B0
x = 294.2256, y = -101.1799, z = 133.1171, angle = -147.107, collision = h0002B0
x = 295.0589, y = -101.1799, z = 133.8391, angle = -114.6267, collision = h0002B0
x = 293.5228, y = -101.1799, z = 134.1191, angle = 112.6769, collision = h0002B0
x = 292.3077, y = -100.8475, z = 134.6414, angle = 116.1792, collision = h0002B0
x = 291.1442, y = -100.7683, z = 135.2571, angle = 120.9706, collision = h0002B0
x = 290.2459, y = -101.1768, z = 137.0528, angle = 157.1226, collision = h0002B0
x = 289.833, y = -101.1799, z = 138.0691, angle = 151.5172, collision = h0002B0
x = 289.1182, y = -101.2631, z = 139.374, angle = 153.1396, collision = h0002B0
x = 288.5234, y = -101.2752, z = 140.5553, angle = 154.7585, collision = h0002B0
x = 287.8961, y = -101.289, z = 141.9045, angle = 157.4944, collision = h0002B0
x = 287.3946, y = -101.3013, z = 143.1283, angle = 161.9697, collision = h0002B0
x = 295.2768, y = -101.1799, z = 127.4749, angle = -37.96184, collision = h0002B0
x = 296.0219, y = -101.2575, z = 126.5682, angle = -45.81418, collision = h0002B0
x = 296.9608, y = -101.2575, z = 125.6315, angle = -28.98175, collision = h0002B0
x = 297.6647, y = -101.2575, z = 124.332, angle = -21.90559, collision = h0002B0
x = 298.157, y = -101.2575, z = 123.1044, angle = -21.15034, collision = h0002B0
x = 298.6899, y = -101.2575, z = 121.715, angle = -14.31146, collision = h0002B0
x = 299.029, y = -101.2575, z = 120.4376, angle = -44.79787, collision = h0002B0
x = 300.0488, y = -101.2575, z = 119.426, angle = -85.91496, collision = h0002B0
x = 301.3572, y = -101.2575, z = 119.3389, angle = -68.21001, collision = h0002B0
x = 302.5366, y = -101.2575, z = 118.6167, angle = -14.78356, collision = h0002B0
x = 302.9102, y = -101.2575, z = 117.3507, angle = -12.32448, collision = h0002B0
x = 303.2165, y = -101.2575, z = 115.8948, angle = -7.851221, collision = h0002B0
x = 303.5652, y = -101.1617, z = 114.6512, angle = -66.27808, collision = h0002B0
x = 304.9426, y = -101.0652, z = 114.2115, angle = -109.3395, collision = h0002B0
x = 306.0509, y = -101.0218, z = 114.419, angle = -79.70099, collision = h0002B0
x = 307.0504, y = -101.0281, z = 114.0782, angle = -57.76758, collision = h0002B0
x = 308.3285, y = -100.8532, z = 113.3166, angle = -55.81754, collision = h0002B0
x = 309.4117, y = -100.8625, z = 112.5596, angle = -32.37305, collision = h0002B0
x = 310.315, y = -100.9885, z = 111.5306, angle = -35.80426, collision = h0002B0
x = 310.9537, y = -101.1617, z = 110.7149, angle = -21.26741, collision = h0002B0
x = 311.3961, y = -101.1617, z = 109.3592, angle = -5.992289, collision = h0002B0
x = 311.487, y = -101.1617, z = 108.0444, angle = 63.01501, collision = h0002B0
x = 310.4345, y = -101.1617, z = 108.2983, angle = 111.2177, collision = h0002B0
x = 309.4971, y = -101.1068, z = 108.679, angle = 91.4349, collision = h0002B0
x = 308.478, y = -101.1588, z = 108.4301, angle = 77.18059, collision = h0002B0
x = 307.0256, y = -101.1617, z = 108.1108, angle = 69.48576, collision = h0002B0
x = 305.8483, y = -101.1617, z = 107.5539, angle = 48.72907, collision = h0002B0
x = 304.6384, y = -101.1653, z = 106.7336, angle = 95.8673, collision = h0002B0
x = 311.6003, y = -101.1617, z = 107.0443, angle = -5.397352, collision = h0002B0
x = 310.9589, y = -101.1617, z = 112.463, angle = -168.6908, collision = h0002B0
x = 311.797, y = -101.1643, z = 113.2275, angle = -126.6085, collision = h0002B0
x = 312.7738, y = -101.1677, z = 114.032, angle = -134.3911, collision = h0002B0
x = 313.7186, y = -101.1713, z = 114.9577, angle = -134.6324, collision = h0002B0
x = 314.7766, y = -101.1754, z = 116.004, angle = -132.8364, collision = h0002B0
x = 315.7373, y = -101.179, z = 116.9131, angle = -133.1624, collision = h0002B0
x = 316.8214, y = -101.183, z = 117.9325, angle = -133.4282, collision = h0002B0
x = 317.7818, y = -101.19, z = 118.842, angle = -133.622, collision = h0002B0
x = 318.8297, y = -101.2144, z = 119.8973, angle = -138.5655, collision = h0002B0
x = 319.7039, y = -101.2446, z = 120.8899, angle = -139.3837, collision = h0002B0
x = 320.6693, y = -101.3178, z = 122.0223, angle = -140.4662, collision = h0002B0
x = 321.5101, y = -101.3178, z = 123.0433, angle = -141.7746, collision = h0002B0
x = 322.4639, y = -101.2929, z = 124.1848, angle = -143.2047, collision = h0002B0
x = 323.2479, y = -101.2504, z = 125.2483, angle = -151.9974, collision = h0002B0
x = 323.8256, y = -101.0397, z = 126.602, angle = 176.0503, collision = h0002B0
x = 323.7774, y = -100.436, z = 127.5909, angle = 163.36, collision = h0002B0
x = 323.2761, y = -100.5608, z = 128.7141, angle = 166.2574, collision = h0002B0
x = 322.9083, y = -100.8607, z = 130.1555, angle = 151.3018, collision = h0002B0
x = 322.231, y = -101.104, z = 131.2824, angle = 130.444, collision = h0002B0
x = 321.3487, y = -101.1097, z = 132.0277, angle = 123.2418, collision = h0002B0
x = 320.3268, y = -101.2054, z = 132.4576, angle = 148.9361, collision = h0002B0
x = 322.3917, y = -101.073, z = 132.4364, angle = -60.00771, collision = h0002B0
x = 323.65, y = -101.0583, z = 131.6577, angle = -52.00581, collision = h0002B0
x = 324.7421, y = -101.0424, z = 130.9209, angle = -74.4808, collision = h0002B0
x = 326.0943, y = -101.028, z = 130.3396, angle = -23.44128, collision = h0002B0
x = 326.8172, y = -100.6932, z = 129.3003, angle = -35.3316, collision = h0002B0
x = 327.6625, y = -100.8369, z = 128.0795, angle = -29.96987, collision = h0002B0
x = 328.286, y = -101.0592, z = 126.9331, angle = -0.5399538, collision = h0002B0
x = 328.3035, y = -101.097, z = 125.45, angle = -59.11466, collision = h0002B0
x = 329.363, y = -101.0902, z = 124.7725, angle = -87.93489, collision = h0002B0
x = 330.7344, y = -101.0688, z = 124.3726, angle = -41.51545, collision = h0002B0
x = 331.5809, y = -101.1848, z = 123.3584, angle = -19.04975, collision = h0002B0
x = 332.1834, y = -101.2291, z = 122.0163, angle = -75.78529, collision = h0002B0
x = 333.4477, y = -101.1916, z = 121.6397, angle = -28.10432, collision = h0002B0
x = 334.1556, y = -101.2268, z = 120.3762, angle = -15.0995, collision = h0002B0
x = 334.8223, y = -101.2273, z = 119.3459, angle = -84.82584, collision = h0002B0
x = 336.2991, y = -101.2267, z = 119.178, angle = -65.73174, collision = h0002B0
x = 337.4371, y = -101.2267, z = 118.5812, angle = -32.10167, collision = h0002B0
x = 338.0631, y = -101.2267, z = 117.2729, angle = -18.71715, collision = h0002B0
x = 338.7204, y = -101.2267, z = 116.2742, angle = -78.10062, collision = h0002B0
x = 340.1594, y = -101.2267, z = 115.904, angle = -38.62365, collision = h0002B0
x = 340.9956, y = -101.1491, z = 114.9212, angle = -26.92097, collision = h0002B0
x = 341.7503, y = -101.1095, z = 113.6499, angle = -57.85424, collision = h0002B0
x = 342.5901, y = -101.0499, z = 113.0681, angle = -41.77292, collision = h0002B0
x = 343.432, y = -100.9223, z = 112.0892, angle = -34.6502, collision = h0002B0
x = 344.1721, y = -101.1491, z = 110.9937, angle = -5.423307, collision = h0002B0
x = 343.9595, y = -101.3059, z = 109.7019, angle = 40.17587, collision = h0002B0
x = 345.292, y = -101.1491, z = 109.825, angle = -124.3817, collision = h0002B0
x = 346.5244, y = -101.0673, z = 110.4108, angle = -84.57999, collision = h0002B0
x = 347.781, y = -101.1491, z = 110.2072, angle = -81.97523, collision = h0002B0
x = 348.7683, y = -101.1491, z = 110.0047, angle = -60.09655, collision = h0002B0
x = 349.9364, y = -101.1491, z = 109.3518, angle = -54.37772, collision = h0002B0
x = 350.7832, y = -101.1491, z = 110.2688, angle = -167.8468, collision = h0002B0
x = 351.0753, y = -101.1491, z = 111.3068, angle = -170.8851, collision = h0002B0
x = 350.2495, y = -101.1491, z = 112.2502, angle = 78.11993, collision = h0002B0
x = 349.1496, y = -101.1491, z = 112.4071, angle = 146.3934, collision = h0002B0
x = 348.5771, y = -101.1491, z = 113.4446, angle = 146.55, collision = h0002B0
x = 347.8524, y = -101.1491, z = 114.2594, angle = 92.5294, collision = h0002B0
x = 346.7051, y = -100.853, z = 114.3911, angle = 99.23446, collision = h0002B0
x = 345.2362, y = -100.5785, z = 114.6291, angle = 99.37903, collision = h0002B0
x = 343.9334, y = -100.8327, z = 114.8545, angle = 99.54794, collision = h0002B0
x = 342.4917, y = -101.0353, z = 115.1938, angle = 119.1679, collision = h0002B0
x = 341.3597, y = -101.1491, z = 115.8747, angle = 137.7949, collision = h0002B0
x = 340.3844, y = -101.2267, z = 116.9905, angle = 101.9779, collision = h0002B0
x = 339.1236, y = -101.2267, z = 117.3061, angle = 93.54958, collision = h0002B0
x = 335.6857, y = -101.2262, z = 120.1413, angle = 105.3208, collision = h0002B0
x = 328.0524, y = -100.9294, z = 129.236, angle = -129.7896, collision = h0002B0
x = 328.9101, y = -101.0033, z = 130.3523, angle = -136.0267, collision = h0002B0
x = 329.8584, y = -101.0174, z = 131.3262, angle = -133.9467, collision = h0002B0
x = 330.9724, y = -101.0271, z = 132.3941, angle = -132.3604, collision = h0002B0
x = 331.9502, y = -101.0573, z = 133.2847, angle = -130.3855, collision = h0002B0
x = 333.0883, y = -101.0489, z = 134.243, angle = -127.1638, collision = h0002B0
x = 334.1387, y = -101.0416, z = 135.0468, angle = -127.6774, collision = h0002B0
x = 335.2633, y = -101.0362, z = 136.0148, angle = -134.9255, collision = h0002B0
x = 336.1737, y = -101.0398, z = 136.9486, angle = -136.6306, collision = h0002B0
x = 337.2085, y = -101.0439, z = 138.0433, angle = -136.6193, collision = h0002B0
x = 337.9732, y = -101.0469, z = 138.8528, angle = -136.0052, collision = h0002B0
x = 338.5728, y = -101.0586, z = 139.7909, angle = -151.1697, collision = h0002B0
x = 339.4018, y = -101.035, z = 140.3908, angle = -140.7452, collision = h0002B0
x = 340.1501, y = -100.688, z = 141.2752, angle = -140.1661, collision = h0002B0
x = 341.0812, y = -100.2702, z = 142.3882, angle = -129.3087, collision = h0002B0
x = 342.0446, y = -99.89946, z = 143.2382, angle = -116.9979, collision = h0002B0
x = 342.9334, y = -99.59074, z = 143.7833, angle = -142.0891, collision = h0002B0
x = 343.8801, y = -99.21191, z = 144.766, angle = -155.3035, collision = h0002B0
x = 344.539, y = -98.80526, z = 146.0775, angle = -120.914, collision = h0002B0
x = 345.5663, y = -98.44727, z = 146.767, angle = -125.6685, collision = h0002B0
x = 346.4487, y = -98.17405, z = 147.2744, angle = -145.5972, collision = h0002B0
x = 347.0568, y = -97.90277, z = 148.0784, angle = -144.4536, collision = h0003B0
x = 347.6155, y = -97.57786, z = 148.9172, angle = -146.6695, collision = h0003B0
x = 348.4465, y = -97.64397, z = 150.0795, angle = -142.2226, collision = h0003B0
x = 347.7249, y = -97.69591, z = 151.0279, angle = 157.7048, collision = h0003B0
x = 347.1822, y = -97.9105, z = 152.378, angle = 170.1705, collision = h0003B0
x = 346.9601, y = -97.98913, z = 153.6819, angle = 169.0421, collision = h0003B0
x = 346.4914, y = -97.99428, z = 155.0674, angle = 131.5411, collision = h0003B0
x = 345.5046, y = -97.99911, z = 155.9469, angle = 129.0836, collision = h0003B0
x = 344.398, y = -97.66247, z = 156.9062, angle = 134.9613, collision = h0003B0
x = 343.4593, y = -97.33588, z = 157.8381, angle = 134.5238, collision = h0003B0
x = 342.4775, y = -96.96667, z = 158.9495, angle = 163.5279, collision = h0003B0
x = 342.1082, y = -96.60822, z = 160.2153, angle = -175.9203, collision = h0003B0
x = 342.4445, y = -96.33595, z = 161.5911, angle = -130.7042, collision = h0003B0
x = 343.3992, y = -96.27157, z = 162.5054, angle = -134.0118, collision = h0003B0
x = 344.6729, y = -96.25577, z = 163.4292, angle = -2.180224, collision = h0003B0
x = 343.8686, y = -97.12475, z = 159.2191, angle = -150.9707, collision = h0003B0
x = 344.6656, y = -97.00829, z = 160.2472, angle = -85.05566, collision = h0003B0
x = 345.6698, y = -97.11912, z = 160.455, angle = -31.82805, collision = h0003B0
x = 346.0358, y = -97.44588, z = 159.3039, angle = 54.47036, collision = h0003B0
x = 344.9431, y = -97.41945, z = 158.5788, angle = 67.60043, collision = h0003B0
x = 346.2947, y = -98.0004, z = 157.0117, angle = -123.5191, collision = h0003B0
x = 347.4467, y = -97.99942, z = 157.5814, angle = -33.27006, collision = h0003B0
x = 348.119, y = -97.99438, z = 156.419, angle = 33.06814, collision = h0003B0
x = 348.4024, y = -97.98289, z = 152.8141, angle = -131.6497, collision = h0003B0
x = 349.4405, y = -97.98289, z = 153.6243, angle = -90.52161, collision = h0003B0
x = 350.4969, y = -97.98292, z = 153.749, angle = -29.08237, collision = h0003B0
x = 350.9934, y = -97.98295, z = 152.6564, angle = 38.65782, collision = h0003B0
x = 350.1213, y = -97.98296, z = 151.4547, angle = 9.91238, collision = h0003B0
x = 349.9644, y = -97.89135, z = 150.3471, angle = -57.70546, collision = h0003B0
x = 351.0025, y = -97.85107, z = 149.5914, angle = -115.9469, collision = h0003B0
x = 352.2209, y = -97.98304, z = 149.9695, angle = -141.2888, collision = h0003B0
x = 353.1641, y = -97.98304, z = 151.0188, angle = -110.2729, collision = h0003B0
x = 354.4222, y = -97.98304, z = 151.483, angle = -59.69632, collision = h0003B0
x = 355.4219, y = -97.95736, z = 151.0335, angle = 21.27566, collision = h0003B0
x = 355.1207, y = -97.98304, z = 149.8044, angle = 26.86354, collision = h0003B0
x = 354.4438, y = -97.98304, z = 148.4194, angle = 16.13556, collision = h0003B0
x = 354.1762, y = -97.98304, z = 147.1634, angle = -43.53221, collision = h0003B0
x = 355.0914, y = -97.98304, z = 146.2405, angle = -134.4758, collision = h0003B0
x = 356.1143, y = -97.98328, z = 146.9431, angle = -154.2895, collision = h0003B0
x = 356.6062, y = -97.98304, z = 147.9694, angle = -100.1202, collision = h0003B0
x = 357.7207, y = -97.98453, z = 148.2474, angle = 3.135371, collision = h0003B0
x = 357.8185, y = -98.10662, z = 146.957, angle = 8.847581, collision = h0003B0
x = 357.6138, y = -98.27734, z = 145.436, angle = -11.13263, collision = h0003B0
x = 357.9217, y = -98.51534, z = 144.1622, angle = -87.76307, collision = h0003B0
x = 359.3278, y = -98.8159, z = 144.0053, angle = -111.2766, collision = h0003B0
x = 360.5088, y = -98.98604, z = 144.4658, angle = -111.7791, collision = h0003B0
x = 361.956, y = -99.26814, z = 144.9946, angle = -15.87803, collision = h0003B0
x = 362.5491, y = -99.54538, z = 143.9841, angle = 7.31766, collision = h0003B0
x = 362.3883, y = -99.68748, z = 142.4973, angle = -0.6206593, collision = h0003B0
x = 362.3827, y = -99.841, z = 141.2413, angle = -78.34422, collision = h0003B0
x = 363.7477, y = -100.2116, z = 141.0829, angle = -178.0424, collision = h0003B0
x = 363.9925, y = -100.1187, z = 142.3462, angle = -139.737, collision = h0003B0
x = 364.9341, y = -100.2452, z = 143.2631, angle = -33.46529, collision = h0003B0
x = 365.8356, y = -100.5583, z = 142.1922, angle = -16.01916, collision = h0003B0
x = 366.1738, y = -100.761, z = 140.9713, angle = -14.50794, collision = h0003B0
x = 366.4141, y = -100.9209, z = 139.9525, angle = -24.64435, collision = h0003B0
x = 366.9949, y = -101.1607, z = 138.8847, angle = -134.9844, collision = h0003B0
x = 368.0198, y = -101.2951, z = 139.7434, angle = -154.4589, collision = h0003B0
x = 368.4735, y = -101.2953, z = 140.6872, angle = -149.6466, collision = h0003B0
x = 369.3598, y = -101.3897, z = 141.7263, angle = -39.5317, collision = h0003B0
x = 370.2126, y = -101.6851, z = 140.9161, angle = 0.866109, collision = h0003B0
x = 370.3199, y = -101.7881, z = 139.8859, angle = 6.648247, collision = h0003B0
x = 370.226, y = -101.8699, z = 138.8806, angle = -24.84181, collision = h0003B0
x = 370.6719, y = -102.0871, z = 137.7452, angle = -99.42338, collision = h0003B0
x = 371.8428, y = -102.3648, z = 137.7636, angle = -156.7837, collision = h0003B0
x = 372.324, y = -102.4324, z = 138.6881, angle = -158.9253, collision = h0003B0
x = 372.857, y = -102.4853, z = 140.0179, angle = -93.80495, collision = h0003B0
x = 373.8216, y = -102.7306, z = 140.3414, angle = -41.07061, collision = h0007B0
x = 374.5756, y = -102.9717, z = 139.6447, angle = 3.552655, collision = h0007B0
x = 374.5937, y = -102.9097, z = 138.2108, angle = 8.826722, collision = h0007B0
x = 374.4714, y = -102.938, z = 136.9567, angle = -87.65314, collision = h0007B0
x = 375.7094, y = -103.3281, z = 136.72, angle = -142.6538, collision = h0007B0
x = 376.496, y = -103.5035, z = 137.7741, angle = -175.2291, collision = h0007B0
x = 376.5537, y = -103.4588, z = 138.7827, angle = -171.0864, collision = h0007B0
x = 376.9522, y = -103.472, z = 140.098, angle = -75.92464, collision = h0007B0
x = 378.3025, y = -103.8205, z = 139.7647, angle = -6.161118, collision = h0007B0
x = 378.5379, y = -103.92, z = 138.3971, angle = 6.931235, collision = h0007B0
x = 378.4021, y = -103.9597, z = 137.1738, angle = -44.26826, collision = h0007B0
x = 379.2823, y = -104.2134, z = 136.1415, angle = -90.50583, collision = h0007B0
x = 380.602, y = -104.5018, z = 136.2791, angle = -167.0187, collision = h0007B0
x = 381.0262, y = -104.5921, z = 137.6033, angle = -149.014, collision = h0007B0
x = 381.8162, y = -104.7847, z = 138.6961, angle = -66.54366, collision = h0007B0
x = 382.9192, y = -105.0913, z = 138.1417, angle = -14.95268, collision = h0007B0
x = 383.2475, y = -105.2014, z = 136.9375, angle = -29.90456, collision = h0007B0
x = 383.5519, y = -105.2967, z = 135.9822, angle = -52.62762, collision = h0007B0
x = 384.3234, y = -105.487, z = 135.2879, angle = -101.2961, collision = h0007B0
x = 385.44, y = -105.7422, z = 135.3834, angle = -144.3139, collision = h0007B0
x = 386.0522, y = -105.8701, z = 136.2095, angle = -148.9327, collision = h0007B0
x = 386.5846, y = -105.9789, z = 137.0896, angle = -144.399, collision = h0007B0
x = 387.2979, y = -106.1273, z = 138.0923, angle = -123.8942, collision = h0007B0
x = 388.4442, y = -106.4064, z = 138.6553, angle = -13.99093, collision = h0007B0
x = 388.8979, y = -106.506, z = 137.3882, angle = 18.7821, collision = h0007B0
x = 388.3892, y = -106.41, z = 136.0374, angle = 38.46215, collision = h0007B0
x = 387.8548, y = -106.3016, z = 135.1052, angle = -41.53603, collision = h0007B0
x = 388.7888, y = -106.5278, z = 134.3584, angle = -119.6502, collision = h0007B0
x = 389.8755, y = -106.7644, z = 135.2092, angle = 178.2268, collision = h0007B0
x = 389.8343, y = -106.7372, z = 136.3549, angle = 158.7751, collision = h0007B0
x = 389.6296, y = -106.7091, z = 138.1022, angle = -151.3093, collision = h0007B0
x = 390.0766, y = -106.8621, z = 139.0223, angle = -62.31335, collision = h0007B0
x = 391.092, y = -107.1319, z = 138.8536, angle = -13.56588, collision = h0007B0
x = 391.3931, y = -107.1786, z = 137.8341, angle = -12.60938, collision = h0007B0
x = 391.7005, y = -107.2126, z = 136.3979, angle = -14.05388, collision = h0007B0
x = 392.0326, y = -107.2608, z = 135.2341, angle = -86.64346, collision = h0007B0
x = 392.9928, y = -107.5136, z = 134.9523, angle = -137.1027, collision = h0007B0
x = 393.8802, y = -107.7833, z = 135.7901, angle = 169.8214, collision = h0007B0
x = 393.8144, y = -107.8017, z = 136.8436, angle = -163.9608, collision = h0007B0
x = 394.127, y = -107.9214, z = 138.2597, angle = -134.1275, collision = h0007B0
x = 394.9605, y = -108.1411, z = 139.0755, angle = -34.67876, collision = h0007B0
x = 395.692, y = -108.2923, z = 138.3927, angle = -22.73423, collision = h0007B0
x = 396.253, y = -108.3841, z = 137.0542, angle = -27.59358, collision = h0007B0
x = 396.8491, y = -108.4923, z = 135.9907, angle = -122.2238, collision = h0007B0
x = 397.9494, y = -108.7968, z = 136.5845, angle = -179.807, collision = h0007B0
x = 398.0448, y = -108.878, z = 137.5987, angle = 169.6787, collision = h0007B0
x = 397.8703, y = -108.8986, z = 138.8324, angle = -158.4229, collision = h0007B0
x = 398.1442, y = -109.0247, z = 139.797, angle = -89.46445, collision = h0007B0
x = 399.431, y = -109.356, z = 139.7744, angle = -29.80059, collision = h0007B0
x = 400.2784, y = -109.4902, z = 138.6099, angle = -134.0866, collision = h0007B0
x = 401.2134, y = -109.7535, z = 139.1893, angle = 175.5303, collision = h0007B0
x = 401.2123, y = -109.8304, z = 140.2134, angle = -165.6351, collision = h0007B0
x = 401.4981, y = -109.9421, z = 141.4106, angle = -77.08905, collision = h0007B0
x = 402.7797, y = -110.2836, z = 141.1056, angle = -53.80977, collision = h0007B0
x = 403.8738, y = -110.5218, z = 140.6568, angle = -154.5378, collision = h0007B0
x = 404.567, y = -110.6212, z = 141.9317, angle = -133.9574, collision = h0007B0
x = 405.3631, y = -111.0404, z = 142.7613, angle = -55.50372, collision = h0007B0
x = 406.5361, y = -111.2996, z = 142.071, angle = -100.6793, collision = h0007B0
x = 407.7804, y = -111.6449, z = 142.0699, angle = -125.1259, collision = h0007B0
x = 408.947, y = -111.9693, z = 142.4109, angle = -12.5456, collision = h0005B0
x = 409.4202, y = -111.9245, z = 141.0503, angle = -59.96369, collision = h0005B0
x = 410.443, y = -112.1019, z = 140.418, angle = -142.0261, collision = h0005B0
x = 411.1308, y = -112.363, z = 141.4955, angle = 135.2136, collision = h0005B0
x = 410.2944, y = -112.2746, z = 142.4418, angle = -175.5159, collision = h0005B0
x = 410.1592, y = -112.344, z = 143.4578, angle = -140.7243, collision = h0005B0
x = 410.9828, y = -112.6686, z = 144.3104, angle = -39.21602, collision = h0005B0
x = 411.7493, y = -112.7663, z = 143.6335, angle = -29.1348, collision = h0005B0
x = 412.5331, y = -112.7914, z = 142.3953, angle = -64.98621, collision = h0005B0
x = 413.8416, y = -113.0288, z = 141.8316, angle = -135.7579, collision = h0005B0
x = 414.7343, y = -113.2344, z = 142.517, angle = 117.2026, collision = h0005B0
x = 414.2128, y = -113.2907, z = 143.3794, angle = 139.7298, collision = h0005B0
x = 413.2604, y = -113.2071, z = 144.3981, angle = 113.7806, collision = h0005B0
x = 411.9874, y = -113.0055, z = 144.9975, angle = 62.86009, collision = h0005B0
x = 415.9221, y = -113.4539, z = 142.426, angle = -165.5578, collision = h0005B0
x = 416.3021, y = -113.763, z = 143.5964, angle = 137.2458, collision = h0005B0
x = 415.4037, y = -113.6935, z = 144.6358, angle = 158.3887, collision = h0005B0
x = 414.792, y = -113.7044, z = 145.8386, angle = 158.1064, collision = h0005B0
x = 414.5515, y = -113.8046, z = 147.1346, angle = -93.72724, collision = h0005B0
x = 415.8451, y = -114.1168, z = 147.2415, angle = -47.51847, collision = h0005B0
x = 416.6157, y = -114.1835, z = 146.5945, angle = -37.08549, collision = h0005B0
x = 417.2358, y = -114.2223, z = 145.7983, angle = -60.18325, collision = h0005B0
x = 418.4604, y = -114.4121, z = 145.1867, angle = -156.0453, collision = h0005B0
x = 419.1118, y = -114.6498, z = 146.0222, angle = 136.2616, collision = h0005B0
x = 418.5174, y = -114.651, z = 146.8857, angle = 165.6254, collision = h0005B0
x = 418.1043, y = -114.7628, z = 147.9964, angle = -127.7854, collision = h0005B0
x = 419.1776, y = -115.1257, z = 148.6595, angle = -41.57637, collision = h0005B0
x = 419.9895, y = -115.1732, z = 147.9279, angle = -38.35479, collision = h0005B0
x = 420.8248, y = -115.1917, z = 147.0099, angle = -120.0276, collision = h0005B0
x = 421.9289, y = -115.5467, z = 147.6298, angle = 157.0756, collision = h0005B0
x = 421.5396, y = -115.6643, z = 148.8556, angle = 164.8024, collision = h0005B0
x = 421.0817, y = -115.8018, z = 150.2924, angle = -113.0032, collision = h0005B0
x = 422.1505, y = -116.0901, z = 150.8324, angle = -49.38426, collision = h0005B0
x = 423.1452, y = -116.1633, z = 150.0879, angle = -79.36215, collision = h0005B0
x = 424.101, y = -116.2806, z = 149.6727, angle = -150.3811, collision = h0005B0
x = 424.8431, y = -116.5546, z = 150.519, angle = 149.8378, collision = h0005B0
x = 424.479, y = -116.6347, z = 151.4744, angle = 137.053, collision = h0005B0
x = 423.566, y = -116.6357, z = 152.5937, angle = -165.4812, collision = h0005B0
x = 423.7535, y = -116.88, z = 153.7063, angle = -78.56557, collision = h0005B0
x = 424.7862, y = -117.0667, z = 153.682, angle = -57.10996, collision = h0005B0
x = 425.8578, y = -117.1373, z = 153.0062, angle = -59.47987, collision = h0005B0
x = 426.7162, y = -117.2177, z = 152.474, angle = -91.36606, collision = h0005B0
x = 427.7302, y = -117.3929, z = 152.3576, angle = 179.853, collision = h0005B0
x = 427.8717, y = -117.5991, z = 153.5055, angle = 137.1605, collision = h0005B0
x = 426.9724, y = -117.6763, z = 154.5899, angle = 153.0824, collision = h0005B0
x = 426.4587, y = -117.7739, z = 155.4547, angle = -142.679, collision = h0005B0
x = 427.3746, y = -118.1946, z = 156.5033, angle = -64.71014, collision = h0005B0
x = 428.3647, y = -118.3, z = 156.1564, angle = -102.0699, collision = h0005B0
x = 429.4725, y = -118.0511, z = 156.2291, angle = 176.1272, collision = h0005B0
x = 429.3325, y = -118.0561, z = 157.4648, angle = 156.4648, collision = h0005B0
x = 429.0646, y = -118.288, z = 158.8423, angle = -103.5996, collision = h0005B0
x = 430.0546, y = -118.2733, z = 159.2024, angle = -126.7894, collision = h0005B0
x = 430.9244, y = -118.3081, z = 159.7214, angle = -126.7894, collision = h0005B0
x = 431.1832, y = -118.1061, z = 158.3352, angle = -75.4185, collision = h0005B0
x = 432.3562, y = -117.9283, z = 158.0886, angle = -172.8932, collision = h0005B0
x = 432.6395, y = -118.27, z = 159.0918, angle = 170.386, collision = h0005B0
x = 432.3405, y = -118.3081, z = 160.3728, angle = 120.3487, collision = h0005B0
x = 431.2401, y = -118.3081, z = 160.7453, angle = 8.684026, collision = h0005B0
