x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 302.9013, y = -304.2123, z = 135.259, angle = 22.91348, collision = h1008B1
x = 302.4012, y = -304.2053, z = 134.0735, angle = 24.84539, collision = h1008B1
x = 301.8646, y = -304.1984, z = 132.903, angle = 27.57335, collision = h1008B1
x = 301.3003, y = -304.1918, z = 131.7988, angle = 24.40633, collision = h1008B1
x = 300.7251, y = -304.1845, z = 130.5852, angle = 15.88136, collision = h1008B1
x = 300.3648, y = -304.1777, z = 129.404, angle = 13.5179, collision = h1008B1
x = 300.0396, y = -304.1701, z = 128.072, angle = 10.82342, collision = h1008B1
x = 299.8087, y = -304.1634, z = 126.8874, angle = 8.009462, collision = h1008B1
x = 299.6152, y = -304.1564, z = 125.5454, angle = 5.725761, collision = h1008B1
x = 299.4893, y = -304.1564, z = 124.3327, angle = 4.100204, collision = h1008B1
x = 299.3922, y = -304.1564, z = 123.0233, angle = 3.083188, collision = h1008B1
x = 299.3225, y = -304.1564, z = 121.7659, angle = 1.974212, collision = h1008B1
x = 299.2773, y = -304.1564, z = 120.5052, angle = 0.8826653, collision = h1008B1
x = 299.2731, y = -304.1564, z = 119.1927, angle = -7.055749, collision = h1008B1
x = 299.4157, y = -304.1564, z = 117.967, angle = -9.072158, collision = h1008B1
x = 299.6263, y = -304.1564, z = 116.6176, angle = -11.37295, collision = h1008B1
x = 299.8606, y = -304.1564, z = 115.4259, angle = -13.78736, collision = h1008B1
x = 300.1759, y = -304.1638, z = 114.0963, angle = -12.21044, collision = h1008B1
x = 300.4307, y = -304.1662, z = 112.9173, angle = 1.847225, collision = h1008B1
x = 300.4122, y = -304.1618, z = 111.5805, angle = 1.947123, collision = h1008B1
x = 300.3685, y = -304.1616, z = 110.2961, angle = 2.820445, collision = h1008B1
x = 300.3062, y = -304.1683, z = 109, angle = 2.625825, collision = h1008B1
x = 300.2452, y = -304.1757, z = 107.7255, angle = 0.3415095, collision = h1008B1
x = 300.2319, y = -304.1809, z = 106.4637, angle = -0.8874875, collision = h1008B1
x = 300.2497, y = -304.1837, z = 105.1266, angle = -1.838632, collision = h1008B1
x = 300.287, y = -304.178, z = 103.881, angle = -3.594483, collision = h1008B1
x = 300.3692, y = -304.1718, z = 102.5144, angle = -9.122646, collision = h1008B1
x = 300.5529, y = -304.1669, z = 101.317, angle = -16.56433, collision = h1008B1
x = 300.9312, y = -304.1621, z = 99.99533, angle = -25.50532, collision = h1008B1
x = 301.4398, y = -304.1588, z = 98.889, angle = -38.97904, collision = h1008B1
x = 302.2665, y = -304.157, z = 97.85509, angle = -74.48972, collision = h1008B1
x = 303.434, y = -304.1594, z = 97.42744, angle = -91.78714, collision = h1008B1
x = 304.7176, y = -304.164, z = 97.39043, angle = -78.16875, collision = h1008B1
x = 305.9911, y = -304.1675, z = 97.12548, angle = -80.97153, collision = h1008B1
x = 307.0168, y = -304.1704, z = 96.93378, angle = -85.60656, collision = h1008B1
x = 308.4038, y = -304.17, z = 96.8203, angle = -90.51744, collision = h1008B1
x = 309.6767, y = -304.1701, z = 96.82272, angle = -94.21057, collision = h1008B1
x = 311.1031, y = -304.1729, z = 96.87711, angle = -68.44481, collision = h1008B1
x = 312.0965, y = -304.1716, z = 96.54471, angle = -72.64592, collision = h1008B1
x = 313.4324, y = -304.1693, z = 96.15063, angle = -99.7395, collision = h1008B1
x = 314.6657, y = -304.1697, z = 96.29585, angle = -120.41, collision = h1008B1
x = 315.8574, y = -304.1725, z = 96.97509, angle = -138.8231, collision = h1008B1
x = 316.7627, y = -304.1696, z = 97.91458, angle = -162.1043, collision = h1008B1
x = 317.1729, y = -304.1701, z = 99.11279, angle = 149.9823, collision = h1008B1
x = 316.6686, y = -304.1754, z = 100.2298, angle = 70.24445, collision = h1008B1
x = 315.6522, y = -304.1805, z = 100.0109, angle = 61.32659, collision = h1008B1
x = 314.4162, y = -304.1845, z = 99.36546, angle = 60.87614, collision = h1008B1
x = 313.2744, y = -304.1823, z = 98.83818, angle = 86.40676, collision = h1008B1
x = 311.909, y = -304.1821, z = 98.73411, angle = 91.8806, collision = h1008B1
x = 310.6969, y = -304.182, z = 98.76569, angle = 93.90888, collision = h1008B1
x = 309.3735, y = -304.1801, z = 98.86163, angle = 105.6836, collision = h1008B1
x = 308.1719, y = -304.1819, z = 99.16159, angle = 131.1279, collision = h1008B1
x = 307.2258, y = -304.1855, z = 99.9762, angle = -177.5264, collision = h1008B1
x = 307.2, y = -304.1915, z = 101.2703, angle = -135.3714, collision = h1008B1
x = 308.0156, y = -304.1974, z = 102.2399, angle = -133.78, collision = h1008B1
x = 309.011, y = -304.2019, z = 103.1878, angle = -131.1503, collision = h1008B1
x = 309.9503, y = -304.2078, z = 104.0206, angle = -129.7399, collision = h1008B1
x = 310.8525, y = -304.2113, z = 104.7704, angle = -129.6109, collision = h1008B1
x = 311.7951, y = -304.2145, z = 105.5761, angle = -160.9601, collision = h1008B1
x = 312.2995, y = -304.2146, z = 106.8242, angle = 157.3907, collision = h1008B1
x = 311.9209, y = -304.2194, z = 108.0148, angle = 150.1878, collision = h1008B1
x = 311.2725, y = -304.2256, z = 109.1625, angle = 149.1143, collision = h1008B1
x = 310.618, y = -304.2317, z = 110.2613, angle = 148.8003, collision = h1008B1
x = 309.9672, y = -304.2377, z = 111.3369, angle = 152.1828, collision = h1008B1
x = 309.3351, y = -304.2442, z = 112.5065, angle = 158.0168, collision = h1008B1
x = 308.854, y = -304.2426, z = 113.6552, angle = 167.5916, collision = h1008B1
x = 308.5748, y = -304.2268, z = 114.9893, angle = -124.6905, collision = h1008B1
x = 309.4891, y = -304.2329, z = 115.8455, angle = -88.29755, collision = h1008B1
x = 310.6436, y = -304.2483, z = 115.8983, angle = -64.67129, collision = h1008B1
x = 311.8219, y = -304.2404, z = 115.4277, angle = -61.30163, collision = h1008B1
x = 313.0413, y = -304.2317, z = 114.7624, angle = -64.35866, collision = h1008B1
x = 314.1974, y = -304.2236, z = 114.2081, angle = -69.2858, collision = h1008B1
x = 315.4454, y = -304.2153, z = 113.7227, angle = -74.76699, collision = h1008B1
x = 316.6985, y = -304.2073, z = 113.3694, angle = -81.47446, collision = h1008B1
x = 317.7274, y = -304.2012, z = 113.1968, angle = -143.6684, collision = h1008B1
x = 318.6479, y = -304.1992, z = 114.0754, angle = 167.7569, collision = h1008B1
x = 318.4481, y = -304.1995, z = 115.2726, angle = 156.0389, collision = h1008B1
x = 317.9114, y = -304.2044, z = 116.5326, angle = 155.5119, collision = h1008B1
x = 317.4253, y = -304.2089, z = 117.6499, angle = 164.267, collision = h1008B1
x = 317.0438, y = -304.2113, z = 118.9635, angle = 170.9928, collision = h1008B1
x = 316.8099, y = -304.2117, z = 120.1892, angle = 177.5041, collision = h1008B1
x = 316.7486, y = -304.2093, z = 121.5163, angle = -168.9063, collision = h1008B1
x = 316.9298, y = -304.2035, z = 122.7635, angle = -121.9035, collision = h1008B1
x = 317.919, y = -304.1868, z = 123.4858, angle = -80.61686, collision = h1008B1
x = 319.1952, y = -304.1681, z = 123.3348, angle = -62.76086, collision = h1008B1
x = 320.3493, y = -304.1569, z = 122.7836, angle = -62.51648, collision = h1008B1
x = 321.5736, y = -304.1594, z = 122.1538, angle = -83.31741, collision = h1008B1
x = 322.8185, y = -304.1562, z = 121.9527, angle = -96.18928, collision = h1008B1
x = 323.9908, y = -304.1562, z = 122.0186, angle = -134.049, collision = h1008B1
x = 324.9015, y = -304.1563, z = 122.7514, angle = 170.9116, collision = h1008B1
x = 324.8148, y = -304.1563, z = 124.0765, angle = 164.7706, collision = h1008B1
x = 324.4958, y = -304.1563, z = 125.2628, angle = 146.0908, collision = h1008B1
x = 323.7954, y = -304.1601, z = 126.3488, angle = -170.7784, collision = h1008B1
x = 323.7849, y = -304.1829, z = 127.5907, angle = -131.8018, collision = h1008B1
x = 324.6212, y = -304.2016, z = 128.5118, angle = -92.01758, collision = h1008B1
x = 325.8903, y = -304.2071, z = 128.6611, angle = -61.43533, collision = h1008B1
x = 326.9885, y = -304.1992, z = 128.0984, angle = -60.02164, collision = h1008B1
x = 328.1849, y = -304.1891, z = 127.4082, angle = -57.34513, collision = h1008B1
x = 329.2047, y = -304.1794, z = 126.7546, angle = -51.32894, collision = h1008B1
x = 330.3058, y = -304.1663, z = 125.9096, angle = -71.91038, collision = h1008B1
x = 331.4666, y = -304.161, z = 125.4836, angle = -142.8214, collision = h1008B1
x = 332.3778, y = -304.1788, z = 126.3421, angle = -158.2051, collision = h1008B1
x = 332.8456, y = -304.1946, z = 127.5126, angle = -167.8042, collision = h1008B1
x = 333.1832, y = -304.1847, z = 128.7881, angle = -170.7348, collision = h1008B1
x = 333.3954, y = -304.1764, z = 130.0463, angle = -166.9928, collision = h1008B1
x = 333.6513, y = -304.1677, z = 131.2659, angle = -137.779, collision = h1008B1
x = 334.4387, y = -304.1559, z = 132.2664, angle = -88.51279, collision = h1008B1
x = 335.6854, y = -304.1562, z = 132.2846, angle = -62.21214, collision = h1008B1
x = 336.9388, y = -304.1578, z = 131.7245, angle = -57.80557, collision = h1008B1
x = 338.006, y = -304.1685, z = 131.1592, angle = -108.5787, collision = h1008B1
x = 339.2953, y = -304.1821, z = 131.5863, angle = -137.9688, collision = h1008B1
x = 339.9948, y = -304.1897, z = 132.3021, angle = -153.9627, collision = h1008B1
x = 340.5755, y = -304.1963, z = 133.4744, angle = -173.4079, collision = h1008B1
x = 340.7443, y = -304.1986, z = 134.7365, angle = -130.0467, collision = h1008B1
x = 341.5418, y = -304.2073, z = 135.6582, angle = -122.1638, collision = h1008B1
x = 342.6757, y = -304.2195, z = 136.3712, angle = -121.5729, collision = h1008B1
x = 343.7334, y = -304.2275, z = 137.0291, angle = -126.5782, collision = h1008B1
x = 344.8426, y = -304.2209, z = 137.8271, angle = -135.3087, collision = h1008B1
x = 345.6905, y = -304.209, z = 138.7072, angle = -157.6166, collision = h1008B1
x = 346.2957, y = -304.1888, z = 139.9489, angle = -159.7751, collision = h1008B1
x = 346.7189, y = -304.1699, z = 141.0937, angle = -160.2959, collision = h1008B1
x = 347.1763, y = -304.1576, z = 142.3619, angle = -154.4929, collision = h1008B1
x = 347.725, y = -304.1556, z = 143.477, angle = -138.1445, collision = h1008B1
x = 348.6177, y = -304.1552, z = 144.4444, angle = -104.8345, collision = h1008B1
x = 349.822, y = -304.1557, z = 144.8413, angle = -93.11372, collision = h1008B1
x = 351.0645, y = -304.1794, z = 144.933, angle = -86.36642, collision = h1008B1
x = 352.3892, y = -304.208, z = 144.8569, angle = -86.02512, collision = h1008B1
x = 353.6208, y = -304.2348, z = 144.7744, angle = -86.13605, collision = h1008B1
x = 354.9955, y = -304.2757, z = 144.6812, angle = -85.45412, collision = h1008B1
x = 356.2104, y = -304.254, z = 144.5857, angle = -88.75594, collision = h1008B1
x = 357.5697, y = -304.1831, z = 144.5267, angle = -87.56509, collision = h1008B1
x = 358.8065, y = -304.1563, z = 144.4811, angle = -82.91444, collision = h1008B1
x = 360.1688, y = -304.1564, z = 144.3211, angle = -75.01891, collision = h1008B1
x = 361.2059, y = -304.1563, z = 144.0755, angle = -65.38263, collision = h1008B1
x = 362.4265, y = -304.1563, z = 143.541, angle = -37.3553, collision = h1008B1
x = 363.2379, y = -304.1563, z = 142.5513, angle = 12.66215, collision = h1008B1
x = 362.9845, y = -304.1563, z = 141.3504, angle = 52.69925, collision = h1008B1
x = 361.9911, y = -304.1564, z = 140.4826, angle = 121.9793, collision = h1008B1
x = 360.9648, y = -304.1564, z = 140.9766, angle = 173.7242, collision = h1008B1
x = 360.7545, y = -304.1564, z = 141.9947, angle = 125.3352, collision = h1008B1
x = 360.1605, y = -304.1564, z = 142.9723, angle = 111.2267, collision = h1008B1
x = 355.0375, y = -304.2386, z = 143.4627, angle = 48.67504, collision = h1008B1
x = 353.9087, y = -304.2617, z = 142.5696, angle = 15.41873, collision = h1008B1
x = 353.4442, y = -304.2663, z = 141.3952, angle = -29.76084, collision = h1008B1
x = 353.9831, y = -304.2484, z = 140.2893, angle = -22.49915, collision = h1008B1
x = 354.5213, y = -304.2283, z = 139.04, angle = -9.103508, collision = h1008B1
x = 354.7859, y = -304.2097, z = 137.856, angle = -1.314688, collision = h1008B1
x = 354.8427, y = -304.1888, z = 136.4912, angle = 18.75414, collision = h1008B1
x = 354.4389, y = -304.1854, z = 135.3902, angle = 76.55962, collision = h1008B1
x = 353.152, y = -304.1992, z = 135.0198, angle = 76.86983, collision = h1008B1
x = 351.9527, y = -304.2121, z = 134.7464, angle = 76.0315, collision = h1008B1
x = 350.6941, y = -304.2215, z = 134.437, angle = 78.59929, collision = h1008B1
x = 349.4448, y = -304.2249, z = 134.1694, angle = 76.79219, collision = h1008B1
x = 348.2334, y = -304.2277, z = 133.8788, angle = 56.26571, collision = h1008B1
x = 347.116, y = -304.2289, z = 133.1926, angle = -5.427091, collision = h1008B1
x = 347.0693, y = -304.2264, z = 132.0497, angle = -48.65, collision = h1008B1
x = 348.0742, y = -304.2173, z = 131.1192, angle = -48.18156, collision = h1008B1
x = 348.969, y = -304.2097, z = 130.3061, angle = -40.71376, collision = h1008B1
x = 349.87, y = -304.2022, z = 129.2898, angle = -9.227353, collision = h1008B1
x = 350.0571, y = -304.1967, z = 128.1831, angle = 43.77244, collision = h1008B1
x = 349.1623, y = -304.2004, z = 127.2127, angle = 45.75473, collision = h1008B1
x = 348.2618, y = -304.1981, z = 126.3144, angle = 40.75562, collision = h1008B1
x = 347.4184, y = -304.1896, z = 125.3488, angle = 43.07272, collision = h1008B1
x = 346.5327, y = -304.181, z = 124.3641, angle = 44.05495, collision = h1008B1
x = 345.6638, y = -304.1727, z = 123.4469, angle = 48.27078, collision = h1008B1
x = 344.6697, y = -304.1642, z = 122.5395, angle = 40.89988, collision = h1008B1
x = 343.8282, y = -304.161, z = 121.6323, angle = 42.88853, collision = h1008B1
x = 342.9073, y = -304.1595, z = 120.6224, angle = 18.61068, collision = h1008B1
x = 342.4156, y = -304.1579, z = 119.5271, angle = -26.86992, collision = h1008B1
x = 342.8882, y = -304.1564, z = 118.2933, angle = -60.96765, collision = h1008B1
x = 343.9259, y = -304.1564, z = 117.6743, angle = -84.20094, collision = h1008B1
x = 344.9922, y = -304.1564, z = 117.5101, angle = -101.6997, collision = h1008B1
x = 346.2802, y = -304.1565, z = 117.7031, angle = -83.03689, collision = h1008B1
x = 347.4637, y = -304.1565, z = 117.5613, angle = -18.76678, collision = h1008B1
x = 348.0204, y = -304.1565, z = 116.3553, angle = 9.121854, collision = h1008B1
x = 347.8684, y = -304.1564, z = 115.1129, angle = 19.09108, collision = h1008B1
x = 347.4251, y = -304.1564, z = 113.8155, angle = 17.33726, collision = h1008B1
x = 347.058, y = -304.1564, z = 112.6663, angle = 8.3104, collision = h1008B1
x = 346.8331, y = -304.1563, z = 111.3282, angle = -27.89892, collision = h1008B1
x = 347.2119, y = -304.1568, z = 110.2334, angle = -60.0007, collision = h1008B1
x = 348.3177, y = -304.1581, z = 109.5552, angle = -100.7404, collision = h1008B1
x = 349.5553, y = -304.1587, z = 109.678, angle = -123.4233, collision = h1008B1
x = 350.6605, y = -304.1587, z = 110.3499, angle = -120.6809, collision = h1008B1
x = 351.7804, y = -304.1581, z = 111.0143, angle = -92.7864, collision = h1008B1
x = 353.0035, y = -304.1565, z = 111.112, angle = -73.85055, collision = h1008B1
x = 354.3206, y = -304.1565, z = 110.7506, angle = -58.38498, collision = h1008B1
x = 355.3759, y = -304.1565, z = 110.1491, angle = -39.8167, collision = h1008B1
x = 356.2596, y = -304.1565, z = 109.1042, angle = -31.05632, collision = h1008B1
x = 356.9073, y = -304.1564, z = 108.0585, angle = -22.51279, collision = h1008B1
x = 357.4388, y = -304.1567, z = 106.7946, angle = -49.6254, collision = h1008B1
x = 358.2822, y = -304.1568, z = 105.985, angle = -104.1627, collision = h1008B1
x = 359.5501, y = -304.1565, z = 106.2139, angle = -157.7598, collision = h1008B1
x = 360.1481, y = -304.1565, z = 107.2306, angle = 158.8476, collision = h1008B1
x = 359.7786, y = -304.1564, z = 108.4393, angle = 146.2021, collision = h1008B1
x = 359.0434, y = -304.1564, z = 109.5268, angle = 80.11994, collision = h1008B1
x = 357.9262, y = -304.1564, z = 109.4758, angle = 14.2273, collision = h1008B1
x = 359.0797, y = -304.1565, z = 105.173, angle = -72.11285, collision = h1008B1
x = 360.4529, y = -304.1565, z = 104.8745, angle = -129.2739, collision = h1008B1
x = 361.3418, y = -304.1567, z = 105.8488, angle = 149.9174, collision = h1008B1
x = 358.8373, y = -304.1567, z = 107.3463, angle = 29.97774, collision = h1008B1
x = 358.6551, y = -304.1564, z = 104.1005, angle = -57.49131, collision = h1008B1
x = 359.8584, y = -304.1562, z = 103.2542, angle = -62.79162, collision = h1008B1
x = 361.5028, y = -304.157, z = 102.4088, angle = -62.79162, collision = h1008B1
x = 362.7943, y = -304.1619, z = 101.7449, angle = -62.79162, collision = h1008B1
x = 363.8203, y = -304.282, z = 101.2174, angle = -62.79162, collision = h1008B1
x = 364.0493, y = -304.1571, z = 102.4683, angle = 144.5143, collision = h1008B1
x = 363.1311, y = -304.1572, z = 103.5811, angle = 111.9455, collision = h1008B1
x = 362.19, y = -304.1571, z = 104.02, angle = 156.1991, collision = h1008B1
x = 362.759, y = -304.1568, z = 106.114, angle = -80.48106, collision = h1008B1
x = 364.0312, y = -304.1569, z = 106.0428, angle = -59.62049, collision = h1008B1
x = 365.4231, y = -304.1568, z = 105.2568, angle = -56.69138, collision = h1008B1
x = 366.4028, y = -304.1567, z = 104.6423, angle = -68.62642, collision = h1008B1
x = 367.7071, y = -304.182, z = 104.2054, angle = -152.9858, collision = h1008B1
x = 368.4335, y = -304.2071, z = 105.0145, angle = 173.8672, collision = h1008B1
x = 368.4194, y = -304.1833, z = 106.2863, angle = 169.6393, collision = h1008B1
x = 368.2008, y = -304.1569, z = 107.6531, angle = -159.3335, collision = h1008B1
x = 368.5947, y = -304.1569, z = 108.8662, angle = -127.5378, collision = h1008B1
x = 369.6089, y = -304.1849, z = 109.7914, angle = -80.52339, collision = h1008B1
x = 370.6261, y = -304.1656, z = 109.7202, angle = -67.90342, collision = h1008B1
x = 371.9075, y = -304.1564, z = 109.2086, angle = -72.36077, collision = h1008B1
x = 373.0908, y = -304.1566, z = 108.7916, angle = -76.11629, collision = h1008B1
x = 374.4144, y = -304.1563, z = 108.4693, angle = -104.1834, collision = h1008B1
x = 375.5979, y = -304.1558, z = 108.6908, angle = -153.6747, collision = h1008B1
x = 376.1338, y = -304.1609, z = 109.5352, angle = -178.5163, collision = h1008B1
x = 375.9919, y = -304.1764, z = 110.8952, angle = 133.1713, collision = h1008B1
x = 375.0126, y = -304.1776, z = 111.7492, angle = 129.0382, collision = h1008B1
x = 373.9881, y = -304.1797, z = 112.7146, angle = 162.5989, collision = h1008B1
x = 373.6242, y = -304.189, z = 114.3194, angle = -179.8702, collision = h1008B1
x = 373.6273, y = -304.1873, z = 115.5569, angle = -174.0761, collision = h1008B1
x = 373.7696, y = -304.1869, z = 116.9383, angle = -165.8336, collision = h1008B1
x = 374.0656, y = -304.1814, z = 118.153, angle = -143.081, collision = h1008B1
x = 374.8041, y = -304.1848, z = 119.2199, angle = -114.3575, collision = h1008B1
x = 375.7442, y = -304.1962, z = 119.783, angle = -85.73447, collision = h1008B1
x = 376.9708, y = -304.2154, z = 119.7194, angle = -52.41301, collision = h1008B1
x = 378.0918, y = -304.2279, z = 118.8971, angle = -60.01903, collision = h1008B1
x = 378.9754, y = -304.2376, z = 118.3604, angle = -66.95716, collision = h1008B1
x = 380.1008, y = -304.2495, z = 117.9765, angle = -95.21358, collision = h1008B1
x = 381.144, y = -304.2572, z = 117.9314, angle = -80.46971, collision = h1008B1
x = 380.5664, y = -304.2552, z = 116.9763, angle = 66.56923, collision = h1008B1
x = 379.6096, y = -304.2466, z = 116.5508, angle = 65.55029, collision = h1008B1
x = 378.3928, y = -304.235, z = 115.9965, angle = 71.37435, collision = h1008B1
x = 377.2492, y = -304.224, z = 115.5967, angle = 81.38101, collision = h1008B1
x = 375.9951, y = -304.2115, z = 115.402, angle = 57.24897, collision = h1008B1
x = 374.8042, y = -304.2003, z = 114.7893, angle = 6.141897, collision = h1008B1
x = 374.5805, y = -304.1989, z = 113.803, angle = -35.47417, collision = h1008B1
x = 375.8365, y = -304.1938, z = 112.4203, angle = -80.63672, collision = h1008B1
x = 377.0504, y = -304.203, z = 112.2198, angle = -90.42422, collision = h1008B1
x = 378.0642, y = -304.203, z = 112.2273, angle = -90.42422, collision = h1008B1
x = 379.0843, y = -304.2095, z = 112.2349, angle = -90.42422, collision = h1008B1
x = 380.475, y = -304.2247, z = 112.2483, angle = -90.42422, collision = h1008B1
x = 381.8711, y = -304.2173, z = 112.2586, angle = -90.42422, collision = h1008B1
x = 381.4695, y = -304.2376, z = 113.4894, angle = 122.7359, collision = h1008B1
x = 380.5758, y = -304.2511, z = 114.0434, angle = 100.6373, collision = h1008B1
x = 379.174, y = -304.2453, z = 114.2919, angle = 100.3725, collision = h1008B1
x = 377.953, y = -304.2326, z = 114.508, angle = 19.97628, collision = h1008B1
x = 377.5749, y = -304.2213, z = 113.2891, angle = -37.53338, collision = h1008B1
x = 379.4483, y = -304.2099, z = 111.1043, angle = -22.72374, collision = h1008B1
x = 380.1312, y = -304.1881, z = 109.9241, angle = -17.04239, collision = h1008B1
x = 380.4692, y = -304.1701, z = 108.9057, angle = -16.33893, collision = h1008B1
x = 380.8871, y = -304.239, z = 107.5154, angle = -24.30654, collision = h1008B1
x = 381.4567, y = -304.284, z = 106.2645, angle = -36.10348, collision = h1008B1
x = 382.188, y = -304.284, z = 105.2055, angle = -41.61834, collision = h1008B1
x = 382.9568, y = -304.284, z = 104.3327, angle = -41.75811, collision = h1008B1
x = 384.207, y = -304.284, z = 102.9315, angle = -41.75811, collision = h0700B1
x = 385.3748, y = -303.2062, z = 101.6966, angle = -41.75811, collision = h0700B1
x = 386.3036, y = -302.9909, z = 100.6673, angle = -41.75811, collision = h0700B1
x = 385.6313, y = -302.9557, z = 99.67919, angle = 109.7281, collision = h0700B1
x = 384.6766, y = -303.1324, z = 100.2708, angle = -126.1699, collision = h0700B1
x = 387.3972, y = -302.9944, z = 100.7386, angle = 28.38485, collision = h0700B1
x = 386.7418, y = -302.7771, z = 99.53537, angle = 35.36542, collision = h0700B1
x = 385.9467, y = -302.6411, z = 98.37823, angle = -5.304161, collision = h0700B1
x = 386.3789, y = -302.3626, z = 97.35114, angle = 176.1918, collision = h0700B1
x = 384.8743, y = -302.75, z = 98.13374, angle = 24.9759, collision = h0700B1
x = 384.7658, y = -302.5147, z = 96.943, angle = -109.8851, collision = h0700B1
x = 384.4797, y = -304.284, z = 104.2136, angle = 165.2867, collision = h1008B1
x = 384.136, y = -304.284, z = 105.4796, angle = 166.5032, collision = h1008B1
x = 383.7645, y = -304.284, z = 106.6991, angle = 141.1681, collision = h1008B1
x = 382.9587, y = -304.2549, z = 107.7724, angle = 125.4128, collision = h1008B1
x = 382.1213, y = -304.1558, z = 108.442, angle = 118.663, collision = h1008B1
x = 378.4153, y = -304.2003, z = 110.9488, angle = 147.6928, collision = h1008B1
x = 376.4561, y = -304.2178, z = 114.2605, angle = -179.2116, collision = h1008B1
x = 380.842, y = -304.2554, z = 115.716, angle = -80.24426, collision = h1008B1
x = 382.2023, y = -304.24, z = 115.4833, angle = -74.39486, collision = h1008B1
x = 383.4345, y = -304.2256, z = 115.1814, angle = -77.56059, collision = h1008B1
x = 384.6051, y = -304.212, z = 114.9167, angle = -81.26884, collision = h1008B1
x = 385.8618, y = -304.1979, z = 114.7525, angle = -109.8786, collision = h1008B1
x = 387.1519, y = -304.1862, z = 115.2164, angle = -134.3855, collision = h1008B1
x = 388.081, y = -304.18, z = 116.0848, angle = -147.6801, collision = h1008B1
x = 388.6983, y = -304.1835, z = 116.9783, angle = -177.2698, collision = h1008B1
x = 388.851, y = -304.192, z = 118.3401, angle = 150.5612, collision = h1008B1
x = 388.2497, y = -304.2018, z = 119.4991, angle = 127.0035, collision = h1008B1
x = 387.1973, y = -304.2114, z = 120.3738, angle = 108.774, collision = h1008B1
x = 386.1974, y = -304.22, z = 120.7477, angle = 103.7661, collision = h1008B1
x = 384.8591, y = -304.2357, z = 121.0822, angle = 103.51, collision = h1008B1
x = 383.6674, y = -304.2496, z = 121.3614, angle = 99.86829, collision = h1008B1
x = 382.3295, y = -304.26, z = 121.6006, angle = 111.2893, collision = h1008B1
x = 381.1674, y = -304.2538, z = 122.0288, angle = 139.019, collision = h1008B1
x = 380.2498, y = -304.244, z = 123.0569, angle = 136.0286, collision = h1008B1
x = 379.4996, y = -304.2255, z = 123.8413, angle = 143.726, collision = h1008B1
x = 378.6965, y = -304.2024, z = 124.866, angle = 174.6241, collision = h1008B1
x = 378.4444, y = -304.1906, z = 126.2338, angle = -178.3551, collision = h1008B1
x = 378.4444, y = -304.1857, z = 127.5142, angle = -170.8292, collision = h1008B1
x = 378.6366, y = -304.1798, z = 128.7249, angle = -173.9023, collision = h1008B1
x = 378.7799, y = -304.1928, z = 129.9974, angle = 171.8623, collision = h1008B1
x = 378.6948, y = -304.1874, z = 131.1894, angle = 145.3748, collision = h1008B1
x = 377.8254, y = -304.1735, z = 132.337, angle = 32.5118, collision = h1008B1
x = 376.6313, y = -304.163, z = 131.6563, angle = 22.40321, collision = h1008B1
x = 376.1996, y = -304.1561, z = 130.565, angle = 56.68777, collision = h1008B1
x = 375.572, y = -304.284, z = 129.4215, angle = 98.83957, collision = h1008B1
x = 374.428, y = -304.284, z = 129.1462, angle = 102.9577, collision = h1008B1
x = 373.1975, y = -304.284, z = 129.3809, angle = 102.7998, collision = h1008B1
x = 371.933, y = -304.284, z = 129.6709, angle = 102.616, collision = h1008B1
x = 370.7286, y = -304.284, z = 129.943, angle = 102.5316, collision = h1008B1
x = 369.3445, y = -304.284, z = 130.2519, angle = 129.6217, collision = h1008B1
x = 368.2371, y = -304.284, z = 130.6819, angle = 159.464, collision = h1008B1
x = 367.3383, y = -304.284, z = 131.6841, angle = -130.7819, collision = h1008B1
x = 367.7885, y = -304.284, z = 133.0945, angle = -114.7076, collision = h1008B1
x = 368.924, y = -304.284, z = 133.7509, angle = -107.3645, collision = h1008B1
x = 369.9532, y = -304.284, z = 134.1272, angle = -123.6152, collision = h1008B1
x = 371.0851, y = -304.284, z = 134.7563, angle = -128.14, collision = h1008B1
x = 372.0368, y = -304.284, z = 135.4643, angle = -127.9493, collision = h1008B1
x = 373.0688, y = -304.284, z = 136.2689, angle = -158.8038, collision = h1008B1
x = 373.7497, y = -304.284, z = 137.3409, angle = 148.3393, collision = h1008B1
x = 373.2514, y = -304.284, z = 138.4752, angle = 139.4627, collision = h1008B1
x = 372.3783, y = -304.284, z = 139.5424, angle = 131.0608, collision = h1008B1
x = 371.5819, y = -304.284, z = 140.2735, angle = 128.1797, collision = h1008B1
x = 370.4311, y = -304.284, z = 141.1815, angle = 128.8199, collision = h1008B1
x = 369.3996, y = -304.2796, z = 141.9648, angle = 150.1763, collision = h1008B1
x = 368.8049, y = -304.2677, z = 142.9818, angle = 151.7298, collision = h1008B1
x = 368.191, y = -304.284, z = 144.1276, angle = 145.3027, collision = h1008B1
x = 367.6127, y = -304.284, z = 144.9883, angle = 161.237, collision = h1008B1
x = 367.076, y = -304.284, z = 146.0642, angle = 162.2361, collision = h1008B1
x = 366.6635, y = -304.284, z = 147.3322, angle = 128.1527, collision = h1008B1
x = 365.7899, y = -304.284, z = 148.3938, angle = 120.7109, collision = h1008B1
x = 364.735, y = -304.284, z = 149.0595, angle = 155.8366, collision = h1008B1
