x = 224.9989, y = -383.5193, z = 89.1199, angle = -170.9049, collision = h0064B1
x = 457.5472, y = -380.7798, z = 160.6911, angle = -15.99887, collision = h2900B1
x = 457.8361, y = -381.5006, z = 159.6295, angle = 44.26126, collision = h2900B1
x = 457.4044, y = -383.38, z = 156.0623, angle = -66.42165, collision = h0029B1
x = 458.5189, y = -383.4169, z = 155.5847, angle = -121.3763, collision = h0029B1
x = 459.7018, y = -383.3537, z = 156.147, angle = -149.2934, collision = h0029B1
x = 461.0995, y = -383.3031, z = 156.4638, angle = -59.34771, collision = h0029B1
x = 462.3018, y = -383.3984, z = 155.813, angle = -119.1, collision = h0029B1
x = 463.2766, y = -383.3705, z = 156.4734, angle = -172.3614, collision = h0029B1
x = 463.6912, y = -383.3245, z = 157.5368, angle = -138.5115, collision = h0029B1
x = 464.7263, y = -383.3896, z = 158.3787, angle = -98.21853, collision = h0029B1
x = 466.0418, y = -383.3643, z = 158.7893, angle = -132.1225, collision = h0029B1
x = 466.795, y = -383.4088, z = 159.9034, angle = 142.7882, collision = h0029B1
x = 465.7844, y = -383.3142, z = 160.4682, angle = -156.6356, collision = h0029B1
x = 466.9551, y = -383.368, z = 161.2004, angle = 178.6215, collision = h0029B1
x = 467.2337, y = -383.3613, z = 162.5177, angle = -159.8176, collision = h0029B1
x = 467.2727, y = -383.3501, z = 164.6537, angle = 113.4084, collision = h0029B1
x = 466.043, y = -382.6524, z = 165.2862, angle = 60.57633, collision = h2900B1
x = 464.8641, y = -381.7827, z = 164.7819, angle = 93.5309, collision = h2900B1
x = 463.8701, y = -380.9056, z = 164.6794, angle = 140.1419, collision = h2900B1
x = 463.1007, y = -380.7531, z = 165.4346, angle = 152.78, collision = h2900B1
x = 462.8663, y = -380.6377, z = 166.5415, angle = -152.8587, collision = h2900B1
x = 463.4885, y = -380.7798, z = 167.5677, angle = -66.13238, collision = h2900B1
x = 464.495, y = -381.3007, z = 167.2079, angle = -30.47338, collision = h2900B1
x = 465.2071, y = -381.9438, z = 166.061, angle = -69.80319, collision = h2900B1
x = 467.1468, y = -383.3331, z = 166.1735, angle = -163.0048, collision = h0029B1
x = 467.5956, y = -383.3611, z = 167.2663, angle = 168.493, collision = h0029B1
x = 467.3311, y = -383.3423, z = 168.5523, angle = 111.8561, collision = h2900B1
x = 466.2518, y = -382.5094, z = 169.0349, angle = 75.5192, collision = h2900B1
x = 464.8548, y = -381.4495, z = 168.7977, angle = 92.27333, collision = h2900B1
x = 463.7196, y = -380.7798, z = 168.7813, angle = 125.266, collision = h2900B1
x = 462.7298, y = -380.4947, z = 169.3807, angle = 169.0149, collision = h2900B1
x = 462.4478, y = -380.3591, z = 170.621, angle = -103.0379, collision = h2900B1
x = 463.5799, y = -380.7319, z = 170.604, angle = -81.56392, collision = h2900B1
x = 464.9042, y = -381.3546, z = 170.4369, angle = -90.19034, collision = h2900B1
x = 466.1326, y = -382.3062, z = 170.4034, angle = -115.1202, collision = h2900B1
x = 466.8134, y = -382.8185, z = 170.5711, angle = -127.2023, collision = h2900B1
x = 467.8434, y = -383.3142, z = 171.2813, angle = -161.8569, collision = h0029B1
x = 468.3022, y = -383.376, z = 172.1738, angle = 96.65868, collision = h0029B1
x = 468.1107, y = -383.2014, z = 173.1976, angle = 99.59116, collision = h0029B1
x = 465.7058, y = -381.8896, z = 171.4734, angle = 154.4562, collision = h2900B1
x = 465.1335, y = -381.3669, z = 172.4663, angle = 165.6743, collision = h2900B1
x = 464.7466, y = -380.7798, z = 173.8337, angle = -131.3103, collision = h2900B1
x = 465.521, y = -380.7799, z = 174.8103, angle = -99.71451, collision = h2900B1
x = 466.6185, y = -380.7942, z = 175.077, angle = -133.7025, collision = h0029B1
x = 468.8656, y = -383.4241, z = 176.4551, angle = -133.7025, collision = h0029B1
x = 468.2492, y = -383.3611, z = 177.3478, angle = 135.8936, collision = h0029B1
x = 467.88, y = -383.3099, z = 178.4729, angle = -120.3652, collision = h0029B1
x = 469.107, y = -383.3354, z = 179.0757, angle = -120.4349, collision = h0029B1
x = 469.9936, y = -383.379, z = 179.9978, angle = 151.6961, collision = h0029B1
x = 469.5159, y = -383.39, z = 181.1024, angle = 144.5578, collision = h0029B1
x = 468.8571, y = -383.3668, z = 182.0385, angle = 169.1047, collision = h0029B1
x = 468.4818, y = -383.3734, z = 183.3365, angle = 137.1961, collision = h0029B1
x = 467.9209, y = -383.5956, z = 184.3555, angle = 54.35764, collision = h0029B1
x = 466.8001, y = -383.5217, z = 183.731, angle = 8.243328, collision = h0029B1
x = 466.4807, y = -383.4069, z = 182.4703, angle = 18.0429, collision = h0029B1
x = 466.1185, y = -383.3719, z = 181.2705, angle = 76.34827, collision = h0029B1
x = 464.8056, y = -383.365, z = 180.8588, angle = 125.0631, collision = h0029B1
x = 463.8661, y = -383.3725, z = 181.2897, angle = 167.8034, collision = h0029B1
x = 463.4655, y = -383.3839, z = 182.6486, angle = 123.8618, collision = h0029B1
x = 462.2889, y = -383.7611, z = 183.3799, angle = 46.42189, collision = h0029B1
x = 461.1823, y = -383.3988, z = 182.4524, angle = 17.2156, collision = h0029B1
x = 460.719, y = -383.3362, z = 181.2738, angle = 51.85294, collision = h0029B1
x = 459.732, y = -382.9422, z = 180.3509, angle = 71.45783, collision = h2900B1
x = 458.9645, y = -382.3695, z = 179.6902, angle = 67.01049, collision = h2900B1
x = 458.4804, y = -381.6446, z = 178.8026, angle = -15.40604, collision = h2900B1
x = 458.5699, y = -380.8376, z = 177.7789, angle = -68.00033, collision = h2900B1
x = 459.7836, y = -380.7798, z = 177.0716, angle = -85.46362, collision = h2900B1
x = 461.0921, y = -380.7798, z = 176.9481, angle = -123.7222, collision = h2900B1
x = 461.8736, y = -380.7799, z = 178.1243, angle = 136.1222, collision = h2900B1
x = 457.4983, y = -381.0968, z = 178.2014, angle = 55.28518, collision = h2900B1
x = 456.4502, y = -380.7798, z = 177.4847, angle = 81.93314, collision = h2900B1
x = 455.2129, y = -380.6867, z = 177.1856, angle = 109.6592, collision = h2900B1
x = 453.8967, y = -380.7468, z = 177.5095, angle = 144.2972, collision = h2900B1
x = 452.7752, y = -381.3091, z = 178.968, angle = 156.4384, collision = h2900B1
x = 452.2725, y = -382.1464, z = 180.1047, angle = -145.8972, collision = h2900B1
x = 452.7242, y = -382.8322, z = 180.945, angle = -117.2503, collision = h2900B1
x = 453.8146, y = -383.3211, z = 181.8207, angle = -174.3398, collision = h0029B1
x = 453.8931, y = -383.3708, z = 183.2132, angle = 176.9019, collision = h0029B1
x = 453.8267, y = -383.4123, z = 184.617, angle = -150.3919, collision = h0029B1
x = 454.5098, y = -383.4359, z = 185.78, angle = 147.9194, collision = h0029B1
x = 453.5211, y = -383.487, z = 186.0531, angle = 1.12888, collision = h0029B1
x = 452.5825, y = -383.3389, z = 182.9751, angle = 111.6819, collision = h0029B1
x = 451.376, y = -383.3246, z = 183.4456, angle = 105.967, collision = h0029B1
x = 450.0495, y = -383.3612, z = 183.4066, angle = 33.0467, collision = h0029B1
x = 449.2524, y = -383.3105, z = 182.2516, angle = 58.36905, collision = h0029B1
x = 448.022, y = -383.3254, z = 181.7777, angle = 102.3225, collision = h0029B1
x = 446.6407, y = -383.414, z = 182.0336, angle = 80.45597, collision = h0029B1
x = 445.4429, y = -383.4294, z = 181.5504, angle = 0.5910436, collision = h0029B1
x = 445.4103, y = -383.3334, z = 180.1874, angle = 2.219101, collision = h0029B1
x = 445.1865, y = -383.3381, z = 178.8574, angle = 69.90545, collision = h0029B1
x = 443.8809, y = -383.3861, z = 178.378, angle = 90.47774, collision = h0029B1
x = 442.3381, y = -383.3688, z = 178.3465, angle = 82.72259, collision = h0029B1
x = 440.9974, y = -383.406, z = 178.1645, angle = 45.39663, collision = h0029B1
x = 440.1207, y = -383.4829, z = 177.3967, angle = -14.54326, collision = h0029B1
x = 440.4313, y = -383.4189, z = 175.8912, angle = -40.96732, collision = h0029B1
x = 441.624, y = -383.3631, z = 174.9965, angle = -103.2418, collision = h0029B1
x = 443.1629, y = -383.3359, z = 175.2766, angle = -71.09548, collision = h0029B1
x = 444.5675, y = -383.0529, z = 174.4478, angle = -77.97875, collision = h2900B1
x = 445.2167, y = -382.5284, z = 174.1641, angle = -83.24863, collision = h2900B1
x = 446.2067, y = -381.7516, z = 174.0162, angle = -49.22519, collision = h2900B1
x = 447.2508, y = -380.8692, z = 173.3297, angle = 1.633303, collision = h2900B1
x = 446.9794, y = -380.9013, z = 170.98, angle = 100.8815, collision = h2900B1
x = 442.4946, y = -383.333, z = 169.5284, angle = -77.00254, collision = h0029B1
x = 443.7882, y = -383.2332, z = 169.2532, angle = -85.17254, collision = h2900B1
x = 446.9623, y = -380.7834, z = 168.9747, angle = -56.81911, collision = h2900B1
x = 447.6913, y = -380.6732, z = 167.7885, angle = 48.15343, collision = h2900B1
x = 446.2284, y = -381.1451, z = 166.7522, angle = 73.87268, collision = h2900B1
x = 445.5462, y = -381.6534, z = 166.5207, angle = 90.93513, collision = h2900B1
x = 444.3267, y = -382.5931, z = 166.4931, angle = 128.6863, collision = h2900B1
x = 441.0523, y = -383.3376, z = 167.1008, angle = 48.55672, collision = h0029B1
x = 440.0517, y = -383.4249, z = 166.1991, angle = 8.878863, collision = h0029B1
x = 439.8616, y = -383.67, z = 165.0338, angle = -42.99427, collision = h0029B1
x = 443.4381, y = -383.3344, z = 162.516, angle = -158.4586, collision = h0029B1
x = 442.5666, y = -383.3111, z = 163.5423, angle = 165.9872, collision = h0029B1
x = 443.7874, y = -383.3111, z = 170.6946, angle = 170.8151, collision = h0029B1
x = 443.2857, y = -383.3111, z = 173.1562, angle = 173.1688, collision = h0029B1
x = 443.1837, y = -383.3325, z = 176.3203, angle = -156.4801, collision = h0029B1
x = 446.652, y = -383.336, z = 180.8074, angle = -128.5119, collision = h0029B1
x = 452.3796, y = -383.3601, z = 183.961, angle = -97.45995, collision = h0029B1
x = 455.5724, y = -383.6387, z = 185.6584, angle = -78.38361, collision = h0029B1
x = 456.7404, y = -383.5499, z = 185.4377, angle = -27.28896, collision = h0029B1
x = 453.921, y = -382.2316, z = 180.0418, angle = -23.06189, collision = h2900B1
x = 454.4518, y = -381.2984, z = 178.7779, angle = -30.14198, collision = h2900B1
x = 455.8539, y = -380.3873, z = 176.2126, angle = -29.75146, collision = h2900B1
x = 456.3788, y = -380.1066, z = 175.2942, angle = -29.75146, collision = h2900B1
x = 456.9821, y = -380.0299, z = 174.2203, angle = -21.97515, collision = h1029B1
x = 457.3089, y = -380.0299, z = 172.8956, angle = 14.7578, collision = h1029B1
x = 457.224, y = -380.0299, z = 171.543, angle = -74.75636, collision = h1029B1
x = 458.1609, y = -380.0299, z = 171.189, angle = -60.89468, collision = h1029B1
x = 459.2113, y = -380.0299, z = 170.6192, angle = -39.42165, collision = h1029B1
x = 460.0116, y = -380.0299, z = 169.5993, angle = -6.760781, collision = h1029B1
x = 460.2522, y = -380.0299, z = 168.4005, angle = 43.57336, collision = h1029B1
x = 459.5539, y = -380.0299, z = 167.4298, angle = 127.3598, collision = h1029B1
x = 458.5695, y = -380.0299, z = 168.0628, angle = 169.5555, collision = h1029B1
x = 458.2671, y = -380.0299, z = 169.3922, angle = 107.6607, collision = h1029B1
x = 457.3113, y = -380.0299, z = 169.8652, angle = 27.10528, collision = h1029B1
x = 456.637, y = -380.0299, z = 168.8026, angle = -15.47015, collision = h1029B1
x = 456.9206, y = -380.0299, z = 167.6143, angle = -17.36184, collision = h1029B1
x = 457.2741, y = -380.0299, z = 166.362, angle = 13.94584, collision = h1029B1
x = 456.9702, y = -380.0299, z = 165.1673, angle = 30.28022, collision = h1029B1
x = 456.3466, y = -380.0299, z = 164.0814, angle = 54.34528, collision = h1029B1
x = 454.911, y = -380.0299, z = 164.3149, angle = 171.4701, collision = h1029B1
x = 454.6331, y = -380.0299, z = 165.5045, angle = -130.2743, collision = h1029B1
x = 455.5197, y = -380.0299, z = 166.3845, angle = -140.2667, collision = h1029B1
x = 456.0036, y = -380.0299, z = 171.0292, angle = 108.31, collision = h1029B1
x = 454.8753, y = -380.0299, z = 171.2307, angle = 154.4328, collision = h1029B1
x = 454.2735, y = -380.0299, z = 172.3548, angle = 138.3966, collision = h1029B1
x = 453.3925, y = -380.0299, z = 171.3537, angle = 49.11378, collision = h1029B1
x = 452.4336, y = -380.0299, z = 170.4217, angle = 119.6624, collision = h1029B1
x = 451.3691, y = -380.0299, z = 170.8622, angle = 133.7244, collision = h1029B1
x = 450.6602, y = -380.0299, z = 170.0893, angle = -30.13417, collision = h1029B1
x = 451.2621, y = -380.0299, z = 168.8638, angle = -45.3562, collision = h1029B1
x = 452.1028, y = -380.0299, z = 168.0286, angle = -131.0674, collision = h1029B1
x = 453.2068, y = -380.0299, z = 168.6236, angle = -162.9455, collision = h1029B1
x = 453.5794, y = -380.0299, z = 169.7573, angle = -179.6289, collision = h1029B1
x = 455.9138, y = -380.0299, z = 169.9859, angle = 25.87684, collision = h1029B1
x = 454.4617, y = -380.0299, z = 168.504, angle = -60.31388, collision = h1029B1
x = 455.6379, y = -380.0299, z = 167.9969, angle = -23.36632, collision = h1029B1
x = 453.7027, y = -380.0299, z = 165.0965, angle = 164.0644, collision = h1029B1
x = 453.3224, y = -380.0299, z = 166.3225, angle = -89.55401, collision = h1029B1
x = 454.2794, y = -380.0299, z = 166.654, angle = -14.00354, collision = h1029B1
x = 452.9537, y = -380.0299, z = 167.3316, angle = 140.6041, collision = h1029B1
x = 450.6677, y = -380.0299, z = 167.8288, angle = 107.2182, collision = h1029B1
x = 451.1557, y = -380.0299, z = 171.8466, angle = 170.6154, collision = h1029B1
x = 460.7395, y = -380.0299, z = 170.5336, angle = 125.0067, collision = h1029B1
x = 460.3056, y = -380.0299, z = 166.6279, angle = 58.6832, collision = h1029B1
x = 452.1586, y = -380.0299, z = 171.7953, angle = -103.7945, collision = h1029B1
x = 456.0953, y = -380.0299, z = 172.0312, angle = -156.9602, collision = h1029B1
x = 457.4105, y = -380.1612, z = 175.3505, angle = -148.4848, collision = h2900B1
x = 464.6079, y = -383.4274, z = 183.3358, angle = 175.5522, collision = h0029B1
x = 464.444, y = -383.7611, z = 184.6866, angle = -111.4506, collision = h0029B1
x = 465.5866, y = -383.7611, z = 185.2699, angle = -53.15184, collision = h0029B1
x = 463.489, y = -383.748, z = 184.3179, angle = 164.7811, collision = h0029B1
x = 463.0839, y = -383.6038, z = 185.4376, angle = 142.2412, collision = h0029B1
x = 461.9555, y = -383.0539, z = 186.6168, angle = 90.2678, collision = h0029B1
x = 460.3637, y = -383.679, z = 186.6614, angle = 40.51398, collision = h0029B1
x = 459.6725, y = -383.4433, z = 185.6046, angle = -46.33066, collision = h0029B1
x = 461.0686, y = -383.5596, z = 187.4711, angle = 152.7638, collision = h0029B1
x = 460.6925, y = -383.7611, z = 188.4107, angle = 155.1277, collision = h0029B1
x = 460.1602, y = -383.7611, z = 189.6524, angle = -172.8629, collision = h0029B1
x = 460.2807, y = -383.7611, z = 191.0293, angle = -147.3215, collision = h0029B1
x = 460.7383, y = -383.7611, z = 192.0479, angle = -146.2188, collision = h0029B1
x = 461.3629, y = -383.7611, z = 193.0367, angle = 167.9464, collision = h0029B1
x = 461.1424, y = -383.7611, z = 194.4605, angle = 156.4348, collision = h0029B1
x = 460.7314, y = -383.7611, z = 195.517, angle = 158.5903, collision = h0029B1
x = 460.2509, y = -383.7611, z = 196.6957, angle = 158.5548, collision = h0029B1
x = 459.8159, y = -383.7611, z = 197.8135, angle = 169.5508, collision = h0029B1
x = 459.5026, y = -383.7611, z = 199.1425, angle = 166.4451, collision = h0029B1
x = 459.2823, y = -383.7611, z = 200.351, angle = 162.126, collision = h0029B1
x = 458.8317, y = -383.7611, z = 201.7367, angle = 163.8426, collision = h0029B1
x = 458.5417, y = -383.7611, z = 202.7264, angle = 165.2396, collision = h0029B1
x = 458.176, y = -383.7611, z = 204.0683, angle = 166.3071, collision = h0029B1
x = 457.8534, y = -383.7611, z = 205.3703, angle = 167.8759, collision = h0029B1
x = 457.6252, y = -383.7611, z = 206.3897, angle = 169.0319, collision = h0029B1
x = 457.3465, y = -383.7611, z = 207.7838, angle = 170.3646, collision = h0029B1
x = 457.122, y = -383.7611, z = 209.0698, angle = 171.7924, collision = h0029B1
x = 456.9131, y = -383.7611, z = 210.4667, angle = 169.5969, collision = h0029B1
x = 456.7288, y = -383.7611, z = 211.6494, angle = 163.1964, collision = h0029B1
x = 456.3776, y = -383.7611, z = 212.9513, angle = -151.8493, collision = h0029B1
x = 456.9435, y = -383.7611, z = 214.3037, angle = -165.7161, collision = h0029B1
x = 457.2296, y = -383.7599, z = 215.2717, angle = -165.7161, collision = h0029B1
x = 458.6245, y = -383.7611, z = 215.838, angle = -84.60738, collision = h0029B1
x = 460.0589, y = -383.7611, z = 215.7901, angle = -103.4908, collision = h0029B1
x = 461.4192, y = -383.7611, z = 216.111, angle = -116.416, collision = h0029B1
x = 462.6909, y = -383.7611, z = 216.7084, angle = -120.054, collision = h2903B1
x = 463.8868, y = -383.4534, z = 217.4426, angle = -135.1202, collision = h2903B1
x = 464.9246, y = -383.4086, z = 218.4258, angle = -115.2842, collision = h2903B1
x = 465.9442, y = -383.3593, z = 218.915, angle = -118.0654, collision = h2903B1
x = 466.9045, y = -383.1799, z = 219.6239, angle = -131.7914, collision = h2903B1
x = 467.6499, y = -383.1202, z = 220.4746, angle = -152.9656, collision = h2903B1
x = 468.2177, y = -383.0009, z = 221.687, angle = -164.9444, collision = h2903B1
x = 468.57, y = -383.0843, z = 223.0452, angle = 170.8362, collision = h2903B1
x = 468.3089, y = -383.0599, z = 224.3995, angle = 149.5979, collision = h2903B1
x = 467.593, y = -382.8283, z = 225.6069, angle = 143.4798, collision = h2903B1
x = 466.6434, y = -382.4826, z = 226.6299, angle = 119.5648, collision = h2903B1
x = 465.3321, y = -382.5178, z = 227.0419, angle = 96.93826, collision = h2903B1
x = 463.9422, y = -382.6538, z = 227.2172, angle = 93.04208, collision = h2903B1
x = 462.5387, y = -382.7913, z = 227.2894, angle = 92.08163, collision = h2903B1
x = 461.1341, y = -382.6552, z = 227.3356, angle = 90.27649, collision = h2903B1
x = 459.7288, y = -382.529, z = 227.3356, angle = 87.73531, collision = h2903B1
x = 458.3253, y = -382.3294, z = 227.3435, angle = 97.52082, collision = h2903B1
x = 456.9339, y = -382.0101, z = 227.5409, angle = 107.1811, collision = h2903B1
x = 455.5739, y = -381.5967, z = 227.8904, angle = 101.5207, collision = h2903B1
x = 454.1988, y = -381.1722, z = 228.1803, angle = 102.4974, collision = h2903B1
x = 452.827, y = -380.7421, z = 228.4858, angle = 102.9986, collision = h2903B1
x = 451.4576, y = -380.3101, z = 228.8021, angle = 103.16, collision = h2903B1
x = 450.0888, y = -379.8787, z = 229.1201, angle = 102.9683, collision = h2903B1
x = 448.7187, y = -379.3329, z = 229.433, angle = 106.9061, collision = h2903B1
x = 447.3869, y = -378.8055, z = 229.8773, angle = 110.4777, collision = h2903B1
x = 446.0714, y = -378.3063, z = 230.3717, angle = 110.2208, collision = h2903B1
x = 444.7533, y = -377.9185, z = 230.8594, angle = 110.5313, collision = h2903B1
x = 443.4377, y = -377.5357, z = 231.3536, angle = 114.0005, collision = h2903B1
x = 442.1613, y = -376.9482, z = 231.9399, angle = 119.2515, collision = h2903B1
x = 440.9375, y = -376.605, z = 232.6297, angle = 108.1606, collision = h2903B1
x = 439.6047, y = -376.3383, z = 233.0734, angle = 109.7441, collision = h2903B1
x = 438.2775, y = -375.8195, z = 233.5347, angle = 108.7687, collision = h2903B1
x = 436.9455, y = -375.2948, z = 233.9827, angle = 120.0613, collision = h2903B1
x = 435.714, y = -375.0295, z = 234.6562, angle = 121.3416, collision = h2903B1
x = 434.5169, y = -374.7561, z = 235.3922, angle = 123.4663, collision = h2903B1
x = 433.3481, y = -374.1104, z = 236.1724, angle = 125.7871, collision = h2903B1
x = 432.2129, y = -373.5506, z = 237.0007, angle = 129.4981, collision = h2903B1
x = 431.11, y = -373.1876, z = 237.9081, angle = 134.7066, collision = h0031B1
x = 430.1207, y = -372.7201, z = 238.9044, angle = 139.6119, collision = h0031B1
x = 429.3157, y = -372.2569, z = 239.8593, angle = 142.9972, collision = h0031B1
x = 428.6736, y = -371.8798, z = 240.7317, angle = 145.285, collision = h0031B1
x = 427.6151, y = -371.0521, z = 242.1486, angle = 141.9221, collision = h0031B1
x = 426.7416, y = -370.3629, z = 243.2043, angle = 138.4598, collision = h0031B1
x = 425.812, y = -369.6605, z = 244.2582, angle = 145.8512, collision = h0031B1
x = 425.1318, y = -369.1255, z = 246.3844, angle = 176.9285, collision = h0031B1
x = 424.2511, y = -368.601, z = 249.2596, angle = 153.9711, collision = h0031B1
x = 423.7237, y = -368.2854, z = 250.3864, angle = -175.7542, collision = h0031B1
x = 423.7515, y = -368.332, z = 251.7834, angle = -175.7372, collision = h0031B1
x = 423.8331, y = -368.2895, z = 252.8734, angle = 171.1064, collision = h0031B1
x = 423.637, y = -368.1694, z = 254.2171, angle = 170.4702, collision = h0031B1
x = 423.3702, y = -368.0962, z = 255.4326, angle = 171.1698, collision = h0031B1
x = 423.1884, y = -368.1201, z = 256.5103, angle = -177.5197, collision = h0031B1
x = 423.2292, y = -368.1145, z = 257.9111, angle = -174.9086, collision = h0031B1
x = 423.3564, y = -368.2192, z = 259.3107, angle = -178.2177, collision = h0031B1
x = 423.419, y = -368.4626, z = 260.7124, angle = -170.1549, collision = h0031B1
x = 423.7221, y = -368.2864, z = 262.0769, angle = -119.9428, collision = h0032B1
x = 424.8935, y = -368.0893, z = 262.5156, angle = -56.80013, collision = h0032B1
x = 426.0851, y = -368.1284, z = 261.8719, angle = -59.65785, collision = h0032B1
x = 422.9456, y = -368.344, z = 262.7377, angle = 63.3295, collision = h0032B1
x = 422.0781, y = -368.4135, z = 263.4098, angle = 157.3568, collision = h0032B1
x = 421.4013, y = -368.2505, z = 264.5624, angle = 103.2204, collision = h0032B1
x = 420.0381, y = -368.3431, z = 264.8853, angle = 94.40817, collision = h0032B1
x = 418.6393, y = -368.3071, z = 265.0578, angle = 110.8161, collision = h0032B1
x = 417.2647, y = -368.307, z = 265.3952, angle = 99.00054, collision = h0032B1
x = 416.3296, y = -368.854, z = 265.5121, angle = 27.33323, collision = h0032B1
x = 415.8841, y = -368.854, z = 264.5446, angle = -70.42874, collision = h0032B1
x = 416.7588, y = -368.854, z = 263.9979, angle = -115.9761, collision = h0032B1
x = 417.2548, y = -368.4609, z = 266.418, angle = 178.6842, collision = h0032B1
x = 417.3699, y = -368.4159, z = 267.5968, angle = -116.4424, collision = h0032B1
x = 418.7649, y = -368.7333, z = 268.5063, angle = -113.0369, collision = h0032B1
x = 419.7195, y = -369.0266, z = 269.5154, angle = -158.0368, collision = h0032B1
x = 420.302, y = -368.854, z = 270.8393, angle = -145.1517, collision = h0032B1
x = 420.9571, y = -369.0266, z = 271.7999, angle = -144.9138, collision = h0032B1
x = 421.7195, y = -369.0266, z = 272.8922, angle = -144.4098, collision = h0032B1
x = 422.4532, y = -369.0266, z = 273.9011, angle = -140.5954, collision = h0032B1
x = 423.3166, y = -369.0266, z = 274.9653, angle = -139.7995, collision = h0032B1
x = 424.0533, y = -369.0266, z = 275.9167, angle = -141.0294, collision = h0032B1
x = 424.7341, y = -368.8541, z = 277.074, angle = -144.7346, collision = h0032B1
x = 421.8115, y = -369.0266, z = 274.9193, angle = 91.08884, collision = h0032B1
x = 420.664, y = -369.0266, z = 274.632, angle = 7.707267, collision = h0032B1
x = 420.4635, y = -369.0266, z = 273.2453, angle = -4.024429, collision = h0032B1
x = 418.8247, y = -369.0266, z = 270.8843, angle = 45.58295, collision = h0032B1
x = 418.0705, y = -369.0266, z = 269.9103, angle = -13.50548, collision = h0032B1
x = 416.1905, y = -368.5529, z = 267.1939, angle = 138.8953, collision = h0032B1
x = 415.1914, y = -368.6601, z = 268.0557, angle = 143.8203, collision = h0032B1
x = 414.3645, y = -369.1186, z = 269.1567, angle = 157.9798, collision = h0033B1
x = 414.0214, y = -369.6321, z = 269.9688, angle = 163.7392, collision = h0033B1
x = 413.728, y = -370.2493, z = 270.8574, angle = 148.7841, collision = h0033B1
x = 413.2603, y = -370.8686, z = 271.6687, angle = 148.653, collision = h0033B1
x = 412.7565, y = -371.4901, z = 272.4579, angle = 133.4516, collision = h0033B1
x = 412.0891, y = -372.0214, z = 273.1148, angle = 145.5291, collision = h0033B1
x = 411.5575, y = -372.6439, z = 273.8778, angle = 159.2638, collision = h0033B1
x = 411.2385, y = -373.198, z = 274.7584, angle = 170.3697, collision = h0033B1
x = 411.0708, y = -373.7422, z = 275.6799, angle = 170.9172, collision = h0033B1
x = 410.9199, y = -374.3203, z = 276.6046, angle = 168.2781, collision = h0033B1
x = 410.7328, y = -374.8993, z = 277.5225, angle = 163.7269, collision = h0033B1
x = 410.4768, y = -375.4584, z = 278.4235, angle = 161.4228, collision = h0033B1
x = 410.0274, y = -375.8973, z = 279.7615, angle = 161.693, collision = h0033B1
x = 409.5189, y = -376.3051, z = 281.0648, angle = 129.1343, collision = h0033B1
x = 408.4608, y = -376.5591, z = 281.9866, angle = 137.9797, collision = h0033B1
x = 407.5536, y = -376.9426, z = 283.0548, angle = 153.6335, collision = h0033B1
x = 406.8705, y = -377.0637, z = 284.2817, angle = -117.072, collision = h0033B1
x = 407.8564, y = -377.0862, z = 285.005, angle = -61.89772, collision = h0033B1
x = 408.9482, y = -377.075, z = 284.4794, angle = -64.91456, collision = h0033B1
x = 410.4496, y = -378.1325, z = 284.1534, angle = -99.66508, collision = h0033B1
x = 411.8027, y = -377.9132, z = 284.5096, angle = -133.8765, collision = h0033B1
x = 412.8736, y = -377.9237, z = 285.4104, angle = -72.70887, collision = h0033B1
x = 413.8967, y = -377.8906, z = 284.855, angle = -7.963481, collision = h0033B1
x = 414.1665, y = -378.0142, z = 283.5016, angle = -47.79635, collision = h0033B1
x = 415.2668, y = -377.9922, z = 282.815, angle = -115.1852, collision = h0033B1
x = 416.2874, y = -377.9391, z = 283.037, angle = -61.02383, collision = h0033B1
x = 413.4748, y = -378.1325, z = 282.2773, angle = 18.45349, collision = h0033B1
x = 413.3549, y = -378.1325, z = 280.9427, angle = -34.58207, collision = h0033B1
x = 414.2344, y = -378.1325, z = 279.8727, angle = -58.97565, collision = h0033B1
x = 415.5507, y = -378.1325, z = 279.4252, angle = -0.264984, collision = h0033B1
x = 415.6184, y = -378.1325, z = 278.0835, angle = 36.6729, collision = h0033B1
x = 414.7037, y = -378.1325, z = 277.136, angle = 95.9623, collision = h0033B1
x = 413.6196, y = -378.1325, z = 277.2263, angle = 74.53389, collision = h0033B1
x = 412.5383, y = -377.9137, z = 276.8712, angle = -3.407964, collision = h0033B1
x = 412.6526, y = -378.0497, z = 275.8608, angle = -45.98745, collision = h0033B1
x = 413.456, y = -378.1322, z = 274.9119, angle = -1.832649, collision = h0033B1
x = 413.468, y = -378.1325, z = 273.8675, angle = 44.1409, collision = h0033B1
x = 412.5422, y = -378.1325, z = 273.0802, angle = 100.5246, collision = h0033B1
x = 411.5174, y = -378.1325, z = 273.1879, angle = 108.1136, collision = h0033B1
x = 410.5198, y = -378.1325, z = 272.4838, angle = 17.93097, collision = h0033B1
x = 409.5555, y = -378.1325, z = 271.7025, angle = 148.7954, collision = h0033B1
x = 409.1236, y = -378.1325, z = 272.7061, angle = -118.6406, collision = h0033B1
x = 409.0173, y = -378.1325, z = 273.7935, angle = -175.3405, collision = h0033B1
x = 409.3197, y = -378.1325, z = 275.0427, angle = -117.6511, collision = h0033B1
x = 410.34, y = -378.1325, z = 275.8329, angle = 143.5636, collision = h0033B1
