x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 979.3656, y = -311.735, z = 724.8657, angle = 144.0843, collision = h0045B1
x = 978.5796, y = -311.856, z = 725.9521, angle = 144.7325, collision = h0045B1
x = 977.815, y = -311.949, z = 727.0314, angle = 145.7744, collision = h0045B1
x = 976.9592, y = -312.0793, z = 728.2934, angle = 146.6667, collision = h0045B1
x = 976.2484, y = -312.2203, z = 729.387, angle = 148.319, collision = h0046B1
x = 975.3967, y = -312.2157, z = 730.2667, angle = 131.6771, collision = h0046B1
x = 974.512, y = -312.2375, z = 731.1187, angle = 137.3584, collision = h0046B1
x = 973.3455, y = -312.3684, z = 732.2615, angle = 116.7991, collision = h0046B1
x = 972.1531, y = -312.4803, z = 732.9002, angle = 98.50034, collision = h0046B1
x = 971.0093, y = -312.5012, z = 733.43, angle = 102.1291, collision = h0046B1
x = 969.7676, y = -312.4665, z = 733.683, angle = 105.4911, collision = h0046B1
x = 966.8884, y = -312.3195, z = 733.9879, angle = 81.75499, collision = h0046B1
x = 965.5078, y = -312.2775, z = 733.7802, angle = 67.90714, collision = h0046B1
x = 964.2481, y = -312.3689, z = 733.2565, angle = 47.96169, collision = h0046B1
x = 963.2499, y = -312.4229, z = 732.128, angle = 41.62691, collision = h0046B1
x = 962.1552, y = -312.4035, z = 730.8788, angle = 42.44376, collision = h0046B1
x = 960.8664, y = -312.4727, z = 730.4299, angle = 62.3843, collision = h0046B1
x = 959.6955, y = -312.5194, z = 729.9066, angle = 88.34145, collision = h0046B1
x = 958.3854, y = -312.6145, z = 729.7811, angle = 123.0212, collision = h0046B1
x = 957.3934, y = -312.7149, z = 730.2845, angle = 124.8657, collision = h0046B1
x = 956.2917, y = -312.8165, z = 731.0492, angle = 124.9629, collision = h0046B1
x = 955.1961, y = -312.7758, z = 731.8221, angle = 138.6587, collision = h0046B1
x = 954.1643, y = -312.578, z = 732.9785, angle = 148.1973, collision = h0046B1
x = 953.4804, y = -312.5381, z = 734.0675, angle = 143.941, collision = h0046B1
x = 952.8868, y = -312.4537, z = 734.9294, angle = 125.5908, collision = h0046B1
x = 952.1701, y = -312.3699, z = 735.6364, angle = 87.04517, collision = h0046B1
x = 950.8105, y = -312.4771, z = 735.6588, angle = 71.91307, collision = h0046B1
x = 949.6733, y = -312.5599, z = 735.2972, angle = 119.2292, collision = h0046B1
x = 948.6688, y = -312.787, z = 736.1351, angle = -166.4764, collision = h0046B1
x = 948.922, y = -312.9172, z = 737.2986, angle = -148.795, collision = h0046B1
x = 949.4159, y = -312.9968, z = 738.1943, angle = -128.2496, collision = h0046B1
x = 950.195, y = -312.9911, z = 738.8364, angle = -113.4964, collision = h0046B1
x = 950.2586, y = -313.1565, z = 739.9922, angle = 128.9653, collision = h0046B1
x = 949.1754, y = -313.011, z = 740.8914, angle = 123.9564, collision = h0046B1
x = 948.1129, y = -312.8402, z = 741.767, angle = 172.7104, collision = h0046B1
x = 947.7872, y = -312.552, z = 743.1504, angle = 111.5449, collision = h0046B1
x = 946.5903, y = -312.5465, z = 743.4448, angle = 31.09807, collision = h0046B1
x = 945.853, y = -312.7708, z = 742.2525, angle = -39.77341, collision = h0046B1
x = 946.5217, y = -312.95, z = 741.3511, angle = -108.5414, collision = h0046B1
x = 950.7305, y = -312.9953, z = 740.9005, angle = -87.03326, collision = h0046B1
x = 951.7677, y = -312.8467, z = 741.2941, angle = -52.44947, collision = h0046B1
x = 952.7322, y = -312.8403, z = 740.4226, angle = 17.08109, collision = h0046B1
x = 952.6416, y = -312.8209, z = 739.2786, angle = 41.35685, collision = h0046B1
x = 951.7043, y = -312.7461, z = 738.3719, angle = 113.1313, collision = h0046B1
x = 948.2214, y = -312.3748, z = 744.4404, angle = 172.9505, collision = h0046B1
x = 947.7087, y = -312.297, z = 745.7443, angle = -152.7513, collision = h0046B1
x = 948.3239, y = -312.257, z = 746.9769, angle = -165.7537, collision = h0046B1
x = 948.5648, y = -312.2433, z = 748.2538, angle = 178.352, collision = h0046B1
x = 948.5239, y = -312.207, z = 749.7474, angle = 179.109, collision = h0046B1
x = 948.5295, y = -312.1604, z = 751.0689, angle = -140.6836, collision = h0046B1
x = 950.1443, y = -312.4118, z = 757.1774, angle = -179.3812, collision = h0046B1
x = 950.1134, y = -312.3828, z = 758.4987, angle = 167.5242, collision = h0046B1
x = 949.8052, y = -312.4649, z = 759.7816, angle = 151.6781, collision = h0046B1
x = 949.3145, y = -312.3977, z = 760.7244, angle = 136.1344, collision = h0046B1
x = 948.4866, y = -312.3333, z = 761.6578, angle = 128.5686, collision = h0046B1
x = 947.6655, y = -312.3159, z = 762.335, angle = 120.9121, collision = h0046B1
x = 946.4261, y = -312.6185, z = 763.0077, angle = 108.1698, collision = h0046B1
x = 945.1556, y = -312.8097, z = 763.4362, angle = 126.0073, collision = h0046B1
x = 944.3036, y = -312.8594, z = 764.0081, angle = 126.5399, collision = h0046B1
x = 943.1799, y = -312.7958, z = 764.8029, angle = 114.8281, collision = h0046B1
x = 941.9202, y = -312.7295, z = 765.3495, angle = 95.52765, collision = h0046B1
x = 940.4634, y = -312.6557, z = 765.4592, angle = 82.31903, collision = h0046B1
x = 939.0984, y = -312.8248, z = 765.2718, angle = 82.89626, collision = h0046B1
x = 937.6948, y = -312.7235, z = 765.0969, angle = 75.7051, collision = h0046B1
x = 936.3857, y = -312.5815, z = 764.7087, angle = 45.5915, collision = h0046B1
x = 935.3773, y = -312.3334, z = 763.7528, angle = 41.71621, collision = h0046B1
x = 934.7022, y = -312.1428, z = 763.001, angle = 42.26132, collision = h0046B1
x = 933.7767, y = -312.0629, z = 761.9802, angle = 42.14858, collision = h0046B1
x = 932.8608, y = -312.1637, z = 760.9673, angle = 41.75251, collision = h0046B1
x = 932.1736, y = -312.2766, z = 760.1937, angle = 41.74232, collision = h0046B1
x = 931.2673, y = -312.3838, z = 759.1722, angle = 40.99776, collision = h0046B1
x = 930.6038, y = -312.3317, z = 758.4102, angle = 40.36272, collision = h0046B1
x = 929.7133, y = -312.1493, z = 757.3833, angle = 44.50092, collision = h0046B1
x = 928.7415, y = -312.3437, z = 756.434, angle = 53.78995, collision = h0046B1
x = 927.6378, y = -312.2795, z = 755.6096, angle = 54.80913, collision = h0046B1
x = 926.4528, y = -311.808, z = 754.7718, angle = 49.76723, collision = h0046B1
x = 925.3628, y = -311.737, z = 753.843, angle = 45.02832, collision = h0046B1
x = 924.4046, y = -311.8326, z = 752.879, angle = 42.22423, collision = h0046B1
x = 923.7286, y = -311.8748, z = 752.1281, angle = 39.69912, collision = h0046B1
x = 921.0587, y = -311.7103, z = 746.8785, angle = 29.99473, collision = h0046B1
x = 920.3195, y = -311.4123, z = 745.5871, angle = 27.85992, collision = h0046B1
x = 919.6388, y = -311.0613, z = 744.3054, angle = 6.824588, collision = h0046B1
x = 919.59, y = -311.0027, z = 742.9797, angle = -33.97525, collision = h0046B1
x = 920.3679, y = -311.041, z = 741.8757, angle = -46.1759, collision = h0046B1
x = 921.761, y = -311.1558, z = 739.9677, angle = -25.11728, collision = h0046B1
x = 922.7049, y = -311.2407, z = 739.0687, angle = -46.53115, collision = h0046B1
x = 931.5031, y = -310.8308, z = 724.397, angle = -33.59191, collision = h0046B1
x = 932.0854, y = -310.9516, z = 723.5267, angle = -46.73806, collision = h0046B1
x = 933.1062, y = -311.0832, z = 722.6552, angle = -55.02365, collision = h0046B1
x = 935.4998, y = -311.592, z = 719.7989, angle = -7.1055, collision = h0049B1
x = 935.6266, y = -311.9744, z = 718.4656, angle = 15.57752, collision = h0049B1
x = 935.387, y = -312.272, z = 717.4674, angle = 27.04177, collision = h0049B1
x = 934.7502, y = -312.491, z = 716.319, angle = 49.54948, collision = h0049B1
x = 933.7098, y = -312.7139, z = 715.2654, angle = -23.93356, collision = h0049B1
x = 934.1371, y = -312.7241, z = 714.0577, angle = -44.72733, collision = h0049B1
x = 935.1146, y = -312.6766, z = 713.1848, angle = -81.14035, collision = h0049B1
x = 936.567, y = -312.5709, z = 712.8792, angle = -64.21151, collision = h0049B1
x = 937.6979, y = -312.5119, z = 712.2747, angle = -49.523, collision = h0049B1
x = 937.2006, y = -312.5744, z = 711.2455, angle = 51.99393, collision = h0049B1
x = 936.1651, y = -312.6252, z = 710.4229, angle = 52.36725, collision = h0049B1
x = 934.976, y = -312.2407, z = 709.529, angle = 60.00642, collision = h0049B1
x = 933.8365, y = -311.6682, z = 708.8604, angle = 67.42806, collision = h0049B1
x = 932.4432, y = -311.1942, z = 708.3608, angle = 92.51521, collision = h0049B1
x = 931.1477, y = -310.9255, z = 708.1808, angle = 66.16375, collision = h0049B1
x = 929.787, y = -310.6724, z = 707.5792, angle = 66.77968, collision = h0049B1
x = 928.5319, y = -310.4875, z = 707.2458, angle = 95.6379, collision = h0049B1
x = 927.0486, y = -310.2888, z = 707.3619, angle = 74.7029, collision = h0049B1
x = 925.8808, y = -310.2384, z = 706.9553, angle = 54.44471, collision = h0049B1
x = 925.9235, y = -310.21, z = 705.8293, angle = 2.620224, collision = h0049B1
x = 925.7245, y = -310.2398, z = 704.735, angle = 18.44997, collision = h0049B1
x = 925.3746, y = -310.3025, z = 703.7301, angle = 25.69699, collision = h0049B1
x = 924.7868, y = -310.3556, z = 702.3643, angle = 13.09437, collision = h0049B1
x = 924.5057, y = -310.3919, z = 701.0756, angle = -2.96351, collision = h0049B1
x = 924.6447, y = -310.5289, z = 699.6019, angle = -16.59159, collision = h0050B1
x = 925.0187, y = -310.6245, z = 698.3336, angle = 3.508764, collision = h0050B1
x = 924.9909, y = -310.7065, z = 696.9758, angle = -13.09831, collision = h0050B1
x = 925.3675, y = -310.733, z = 695.9753, angle = -37.97681, collision = h0050B1
x = 926.2593, y = -310.7584, z = 694.7852, angle = -37.30843, collision = h0050B1
x = 927.0554, y = -310.8813, z = 693.7289, angle = -35.81186, collision = h0050B1
x = 927.9052, y = -311.0586, z = 692.7265, angle = -74.46483, collision = h0050B1
x = 929.3307, y = -311.1558, z = 692.3815, angle = -96.21706, collision = h0050B1
x = 930.7952, y = -311.4107, z = 692.614, angle = -106.9959, collision = h0050B1
x = 932.0733, y = -311.7961, z = 692.9263, angle = -57.12664, collision = h0050B1
x = 933.1302, y = -312.2193, z = 692.1906, angle = -28.47091, collision = h0050B1
x = 933.8066, y = -312.557, z = 690.8727, angle = -17.67918, collision = h0050B1
x = 934.4081, y = -313.2101, z = 689.5289, angle = -21.15733, collision = h0050B1
x = 934.8173, y = -313.5995, z = 688.2871, angle = 7.846152, collision = h0050B1
x = 934.5331, y = -314.0096, z = 686.8431, angle = 44.02946, collision = h0050B1
x = 933.5397, y = -313.9596, z = 686.0663, angle = 85.46285, collision = h0050B1
x = 932.0852, y = -313.7488, z = 686.1426, angle = 119.5152, collision = h0050B1
x = 930.882, y = -313.8552, z = 686.6644, angle = 37.45299, collision = h0050B1
x = 930.0806, y = -313.817, z = 685.619, angle = 23.9584, collision = h0050B1
x = 929.4288, y = -313.8368, z = 684.5365, angle = 121.8183, collision = h0050B1
x = 928.4703, y = -313.9363, z = 685.4127, angle = 172.8677, collision = h0050B1
x = 928.0789, y = -313.9751, z = 686.617, angle = 130.9118, collision = h0050B1
x = 926.9799, y = -314.0633, z = 687.619, angle = 132.8457, collision = h0050B1
x = 926.0176, y = -314.4583, z = 688.5262, angle = 133.6315, collision = h0050B1
x = 924.885, y = -314.7778, z = 689.4774, angle = 85.88384, collision = h0050B1
x = 923.5711, y = -314.8341, z = 689.4577, angle = 88.81772, collision = h0050B1
x = 922.7475, y = -314.7358, z = 688.5568, angle = -6.376473, collision = h0050B1
x = 922.7596, y = -314.4608, z = 687.4403, angle = -6.376473, collision = h0050B1
x = 922.1263, y = -314.4851, z = 686.6179, angle = 32.54554, collision = h0050B1
x = 921.2498, y = -314.5586, z = 686.0469, angle = 58.87995, collision = h0050B1
x = 920.089, y = -314.6066, z = 685.1505, angle = 14.30478, collision = h0050B1
x = 919.6938, y = -314.5899, z = 683.8992, angle = 47.19479, collision = h0050B1
x = 918.6543, y = -314.5945, z = 682.8474, angle = 47.75958, collision = h0050B1
x = 917.6774, y = -314.563, z = 681.9557, angle = 48.09803, collision = h0050B1
x = 916.5969, y = -314.3795, z = 680.9374, angle = 8.619508, collision = h0050B1
x = 916.3429, y = -314.2538, z = 679.6446, angle = 25.30712, collision = h0050B1
x = 915.7247, y = -314.1127, z = 678.302, angle = 41.79837, collision = h0050B1
x = 914.8206, y = -313.8076, z = 677.3472, angle = 92.25605, collision = h0050B1
x = 913.3792, y = -313.6433, z = 677.4155, angle = 126.0588, collision = h0050B1
x = 912.3561, y = -313.8613, z = 678.2247, angle = 161.4624, collision = h0050B1
x = 912.2742, y = -313.9249, z = 679.5864, angle = -131.2064, collision = h0050B1
x = 913.2175, y = -314.5487, z = 680.6083, angle = -141.3147, collision = h0050B1
x = 914.0738, y = -314.6348, z = 681.6686, angle = -138.7432, collision = h0050B1
x = 915.0662, y = -314.8163, z = 682.7767, angle = -119.8609, collision = h0050B1
x = 916.1827, y = -314.8722, z = 683.4951, angle = -133.8328, collision = h0050B1
x = 917.2729, y = -314.9738, z = 684.4942, angle = -145.3757, collision = h0050B1
x = 918.1838, y = -315.0213, z = 685.3381, angle = -158.79, collision = h0050B1
x = 918.7035, y = -315.1082, z = 686.554, angle = -156.5938, collision = h0050B1
x = 919.1041, y = -315.1736, z = 687.4815, angle = -161.8835, collision = h0050B1
x = 919.5854, y = -315.3879, z = 688.791, angle = -144.1284, collision = h0050B1
x = 920.2748, y = -315.4166, z = 689.7864, angle = 167.1927, collision = h0050B1
x = 919.9128, y = -315.8033, z = 691.006, angle = 95.79847, collision = h0050B1
x = 918.6555, y = -316.1075, z = 691.0584, angle = 69.08121, collision = h0050B1
x = 917.6166, y = -316.0313, z = 690.6932, angle = 99.22439, collision = h0050B1
x = 916.2147, y = -316.0206, z = 690.7943, angle = 104.9424, collision = h0050B1
x = 914.9869, y = -316.0035, z = 691.3173, angle = -171.2531, collision = h0050B1
x = 915.2166, y = -316.0472, z = 692.5906, angle = -122.8996, collision = h0050B1
x = 916.3653, y = -316.1706, z = 693.3566, angle = -121.3379, collision = h0050B1
x = 917.6522, y = -316.2398, z = 694.101, angle = -125.2496, collision = h0050B1
x = 918.8014, y = -316.3082, z = 694.9251, angle = -129.8518, collision = h0050B1
x = 919.8262, y = -316.3211, z = 695.1076, angle = -104.9324, collision = h0050B1
x = 921.0765, y = -316.1988, z = 695.5204, angle = -128.7921, collision = h0050B1
x = 922.2067, y = -315.9447, z = 696.485, angle = -142.2235, collision = h0050B1
x = 921.4265, y = -316.0491, z = 698.215, angle = 126.8898, collision = h0050B1
x = 920.9207, y = -316.1627, z = 699.256, angle = 103.9965, collision = h0050B1
x = 919.6154, y = -316.5037, z = 699.5496, angle = 75.3347, collision = h0050B1
x = 918.1721, y = -316.7496, z = 699.1905, angle = 120.24, collision = h0050B1
x = 916.993, y = -316.5707, z = 699.7271, angle = 130.0507, collision = h0050B1
x = 915.8705, y = -316.3814, z = 700.7004, angle = 118.41, collision = h0050B1
x = 914.7339, y = -316.1987, z = 701.3696, angle = 125.5726, collision = h0050B1
x = 913.4999, y = -316.4266, z = 702.1994, angle = 132.8323, collision = h0050B1
x = 912.5717, y = -316.496, z = 703.1288, angle = -171.1726, collision = h0050B1
x = 912.8839, y = -316.5503, z = 704.2779, angle = -105.479, collision = h0050B1
x = 913.9087, y = -316.5576, z = 704.588, angle = -109.9588, collision = h0050B1
x = 915.217, y = -316.5928, z = 705.0728, angle = -110.7392, collision = h0050B1
x = 916.4705, y = -316.6096, z = 705.549, angle = -108.2289, collision = h0050B1
x = 917.4293, y = -316.5138, z = 705.8627, angle = -114.3583, collision = h0050B1
x = 918.6678, y = -316.3564, z = 706.409, angle = -120.7245, collision = h0050B1
x = 919.828, y = -316.121, z = 707.0815, angle = -118.011, collision = h0050B1
x = 920.7264, y = -315.9218, z = 707.5436, angle = -108.7006, collision = h0050B1
x = 921.9771, y = -315.5103, z = 707.99, angle = -124.0891, collision = h0050B1
x = 922.7492, y = -315.2788, z = 709.0712, angle = 144.7001, collision = h0050B1
x = 921.9835, y = -315.6042, z = 710.1498, angle = 128.4944, collision = h0050B1
x = 920.7522, y = -315.9726, z = 710.9725, angle = 91.40058, collision = h0050B1
x = 919.4521, y = -316.1176, z = 710.9489, angle = 71.16256, collision = h0050B1
x = 918.0443, y = -316.2138, z = 710.4667, angle = 70.35735, collision = h0050B1
x = 916.7999, y = -316.1667, z = 710.0187, angle = 68.12164, collision = h0050B1
x = 915.4238, y = -316.1647, z = 709.4531, angle = 67.73894, collision = h0050B1
x = 914.1995, y = -316.2101, z = 708.9539, angle = 70.21298, collision = h0050B1
x = 912.7875, y = -316.2499, z = 708.4898, angle = 80.05475, collision = h0050B1
x = 911.4874, y = -316.2604, z = 708.2469, angle = 91.18919, collision = h0050B1
x = 910.0942, y = -316.1028, z = 708.4985, angle = -175.5059, collision = h0050B1
x = 910.1923, y = -315.9347, z = 709.772, angle = -159.6207, collision = h0050B1
x = 910.7114, y = -315.7797, z = 711.1664, angle = -159.4613, collision = h0050B1
x = 911.2063, y = -315.7338, z = 712.3923, angle = -149.3331, collision = h0050B1
x = 911.9386, y = -315.6733, z = 713.6871, angle = -153.8901, collision = h0050B1
x = 912.4785, y = -315.6046, z = 714.8909, angle = 155.5428, collision = h0050B1
x = 911.8517, y = -315.6423, z = 716.0933, angle = 86.94769, collision = h0047B1
x = 910.5724, y = -315.6917, z = 716.1059, angle = 66.64209, collision = h0047B1
x = 909.2175, y = -315.7337, z = 715.4958, angle = 45.99361, collision = h0047B1
x = 908.2354, y = -315.6418, z = 714.5721, angle = 32.64003, collision = h0050B1
x = 907.4684, y = -315.5462, z = 713.3008, angle = 24.82139, collision = h0050B1
x = 906.7789, y = -315.4607, z = 712.1896, angle = 65.97642, collision = h0050B1
x = 905.4222, y = -315.4325, z = 711.5847, angle = 73.28655, collision = h0050B1
x = 904.1555, y = -315.6505, z = 711.2056, angle = 78.40605, collision = h0050B1
x = 902.7274, y = -315.9982, z = 711.1868, angle = 157.639, collision = h0050B1
x = 902.1606, y = -316.0856, z = 712.3565, angle = 149.0188, collision = h0047B1
x = 901.3848, y = -316.29, z = 713.6068, angle = 137.1241, collision = h0047B1
x = 900.4586, y = -316.5332, z = 714.6102, angle = 136.4663, collision = h0047B1
x = 899.4878, y = -316.6277, z = 715.5317, angle = 119.4293, collision = h0047B1
x = 898.2391, y = -316.7194, z = 716.2582, angle = 99.09936, collision = h0047B1
x = 896.9963, y = -316.74, z = 716.4819, angle = 91.85104, collision = h0047B1
x = 895.8768, y = -316.7688, z = 716.524, angle = 87.76269, collision = h0047B1
x = 894.5011, y = -316.8515, z = 716.4572, angle = 81.70636, collision = h0047B1
x = 893.2302, y = -316.9407, z = 716.2651, angle = 75.07858, collision = h0047B1
x = 892.1616, y = -316.9736, z = 715.9958, angle = 70.41331, collision = h0047B1
x = 890.8838, y = -316.9837, z = 715.5336, angle = 64.20379, collision = h0047B1
x = 889.6626, y = -317.0193, z = 714.9377, angle = 45.91994, collision = h0047B1
x = 888.8491, y = -316.9904, z = 713.9258, angle = -6.22916, collision = h0047B1
x = 888.883, y = -317.0392, z = 712.9026, angle = -3.499379, collision = h0047B1
x = 888.8227, y = -317.045, z = 711.5673, angle = 44.8842, collision = h0047B1
x = 887.8589, y = -316.975, z = 710.5721, angle = 47.40586, collision = h0047B1
x = 886.811, y = -316.852, z = 709.6525, angle = 59.07719, collision = h0047B1
x = 885.9455, y = -316.8487, z = 709.1025, angle = 80.61906, collision = h0047B1
x = 884.9634, y = -316.7765, z = 708.9042, angle = 101.5984, collision = h0047B1
x = 883.6892, y = -316.6158, z = 709.2107, angle = 172.961, collision = h0047B1
x = 883.6747, y = -316.6271, z = 710.2941, angle = -115.1623, collision = h0047B1
x = 884.9586, y = -316.7938, z = 710.8973, angle = -111.1637, collision = h0047B1
x = 886.0697, y = -316.907, z = 711.3343, angle = -116.8125, collision = h0047B1
x = 886.9878, y = -316.9944, z = 711.7985, angle = -116.7943, collision = h0047B1
x = 887.9053, y = -317.0275, z = 712.2639, angle = -115.9993, collision = h0047B1
x = 887.7593, y = -316.9655, z = 713.3842, angle = 70.40415, collision = h0047B1
x = 890.2144, y = -317.0969, z = 713.3054, angle = -108.1411, collision = h0047B1
x = 891.3697, y = -317.2336, z = 713.5803, angle = -91.82446, collision = h0047B1
x = 892.3795, y = -317.2647, z = 713.5592, angle = -141.6677, collision = h0047B1
x = 893.0728, y = -317.1718, z = 714.3081, angle = -161.5737, collision = h0047B1
x = 893.7959, y = -316.8196, z = 717.4217, angle = 162.1893, collision = h0047B1
x = 893.5909, y = -316.6814, z = 718.4052, angle = 172.003, collision = h0047B1
x = 893.3115, y = -316.7984, z = 719.7525, angle = 159.4196, collision = h0047B1
x = 893.004, y = -316.8896, z = 720.7714, angle = -142.4022, collision = h0047B1
x = 893.7344, y = -316.6639, z = 721.8433, angle = -134.4371, collision = h0047B1
x = 894.4434, y = -316.4478, z = 722.6185, angle = -149.4056, collision = h0047B1
x = 892.8944, y = -316.8527, z = 722.7391, angle = 133.0244, collision = h0047B1
x = 892.2969, y = -316.7105, z = 723.8303, angle = -100.9013, collision = h0047B1
x = 893.5835, y = -316.6961, z = 724.1588, angle = -56.06954, collision = h0047B1
x = 895.5014, y = -316.279, z = 723.0458, angle = -70.26637, collision = h0047B1
x = 896.9007, y = -316.2423, z = 722.5399, angle = -67.3646, collision = h0047B1
x = 898.1222, y = -316.4202, z = 722.0328, angle = -71.6709, collision = h0047B1
x = 899.3565, y = -316.4231, z = 721.599, angle = -89.66612, collision = h0047B1
x = 900.8123, y = -316.3407, z = 720.8203, angle = -63.12027, collision = h0047B1
x = 901.9531, y = -316.3584, z = 720.2189, angle = -67.8137, collision = h0047B1
x = 903.3752, y = -316.2849, z = 719.8887, angle = -144.0216, collision = h0047B1
x = 904.1638, y = -316.2065, z = 720.9076, angle = -148.4337, collision = h0047B1
x = 904.8312, y = -316.2859, z = 722.2328, angle = -156.9159, collision = h0047B1
x = 905.4243, y = -316.4616, z = 723.5961, angle = -107.8298, collision = h0047B1
x = 906.6692, y = -316.4238, z = 724.017, angle = -53.93311, collision = h0047B1
x = 907.7065, y = -316.2218, z = 723.3419, angle = -49.34907, collision = h0047B1
x = 908.931, y = -316.0042, z = 722.5281, angle = -73.9109, collision = h0047B1
x = 910.2057, y = -315.8885, z = 722.1824, angle = -97.70971, collision = h0047B1
x = 911.6238, y = -315.7709, z = 722.6069, angle = -144.5883, collision = h0047B1
x = 912.1868, y = -315.7319, z = 723.4399, angle = -136.9011, collision = h0047B1
x = 912.8983, y = -315.689, z = 724.1724, angle = -136.9011, collision = h0047B1
x = 913.824, y = -315.636, z = 724.7661, angle = -152.9424, collision = h0047B1
x = 914.5557, y = -315.6093, z = 726.1024, angle = -143.504, collision = h0047B1
x = 915.3082, y = -315.5254, z = 727.2097, angle = -144.7498, collision = h0047B1
x = 916.2346, y = -315.428, z = 728.3724, angle = -148.9597, collision = h0047B1
x = 916.6628, y = -315.3652, z = 729.528, angle = 130.661, collision = h0047B1
x = 915.8391, y = -315.3968, z = 730.3242, angle = 95.32352, collision = h0047B1
x = 914.7538, y = -315.507, z = 730.4807, angle = 95.32352, collision = h0047B1
x = 915.2439, y = -315.4704, z = 729.2436, angle = -54.32267, collision = h0047B1
x = 916.8831, y = -315.407, z = 727.6047, angle = 26.73119, collision = h0047B1
x = 916.1792, y = -315.4919, z = 726.3535, angle = 87.02304, collision = h0047B1
x = 913.3802, y = -315.6692, z = 726.7725, angle = 154.1946, collision = h0047B1
x = 912.8097, y = -315.7827, z = 727.9716, angle = -159.2581, collision = h0047B1
x = 913.2344, y = -315.7607, z = 729.2369, angle = -155.8206, collision = h0047B1
x = 914.08, y = -315.6252, z = 731.3613, angle = -170.7389, collision = h0047B1
x = 914.2953, y = -315.6812, z = 732.4785, angle = -147.3748, collision = h0047B1
x = 915.0003, y = -315.3062, z = 733.6985, angle = -157.2162, collision = h0047B1
x = 915.4185, y = -315.0023, z = 734.6154, angle = -161.4569, collision = h0047B1
x = 915.8328, y = -314.8585, z = 735.8907, angle = -162.1835, collision = h0047B1
x = 916.1951, y = -314.7075, z = 737.1809, angle = -176.0843, collision = h0047B1
x = 916.2856, y = -314.7911, z = 738.204, angle = 172.2185, collision = h0047B1
x = 916.0761, y = -314.837, z = 739.5237, angle = 153.3678, collision = h0047B1
x = 915.4517, y = -314.7701, z = 740.7022, angle = 127.8076, collision = h0047B1
x = 914.6447, y = -314.9088, z = 741.3927, angle = 126.7561, collision = h0047B1
x = 913.644, y = -315.0372, z = 742.1406, angle = 127.4901, collision = h0047B1
x = 912.8129, y = -315.0102, z = 742.7775, angle = 128.5211, collision = h0047B1
x = 911.8451, y = -314.9636, z = 743.5656, angle = 152.1024, collision = h0047B1
x = 911.1152, y = -314.5605, z = 744.819, angle = 145.1049, collision = h0047B1
x = 910.2302, y = -314.2671, z = 745.9579, angle = 122.332, collision = h0047B1
x = 909.002, y = -314.3105, z = 746.6387, angle = 86.72693, collision = h0047B1
x = 906.563, y = -315.7191, z = 745.4526, angle = -11.7653, collision = h0047B1
x = 906.558, y = -315.9095, z = 744.3556, angle = -42.18999, collision = h0047B1
x = 907.2519, y = -315.9424, z = 743.0817, angle = 7.320023, collision = h0047B1
x = 907.0947, y = -316.0247, z = 741.6788, angle = 17.90642, collision = h0047B1
x = 906.6984, y = -316.1239, z = 740.3606, angle = 22.46556, collision = h0047B1
x = 906.1556, y = -316.2382, z = 739.0547, angle = 26.9034, collision = h0047B1
x = 905.6229, y = -316.4436, z = 737.8662, angle = -28.2095, collision = h0047B1
x = 906.1484, y = -316.4276, z = 736.6774, angle = -53.9768, collision = h0047B1
x = 907.2282, y = -316.2268, z = 735.8235, angle = -27.91233, collision = h0047B1
x = 907.7072, y = -316.1117, z = 734.6282, angle = 62.7346, collision = h0047B1
x = 906.5394, y = -316.3587, z = 733.9417, angle = 95.78313, collision = h0047B1
x = 905.2855, y = -316.6104, z = 734.0334, angle = 105.346, collision = h0047B1
x = 904.2248, y = -316.8431, z = 734.3332, angle = 102.5478, collision = h0047B1
x = 902.933, y = -317.0631, z = 734.6174, angle = 99.16286, collision = h0047B1
x = 901.4061, y = -317.1637, z = 734.8253, angle = 53.92235, collision = h0047B1
x = 900.345, y = -317.1439, z = 734.2188, angle = 8.315113, collision = h0047B1
x = 900.0583, y = -317.1759, z = 733.215, angle = -17.06846, collision = h0047B1
x = 900.3869, y = -316.9885, z = 731.9738, angle = -17.46839, collision = h0047B1
x = 900.6874, y = -316.8544, z = 731.009, angle = -18.64015, collision = h0047B1
x = 901.0159, y = -316.7775, z = 730.0148, angle = -7.839459, collision = h0047B1
x = 901.1874, y = -316.7157, z = 728.8163, angle = 45.72865, collision = h0047B1
x = 900.5735, y = -316.6348, z = 727.9954, angle = 59.15574, collision = h0047B1
x = 899.4951, y = -316.5841, z = 727.3318, angle = 63.63486, collision = h0047B1
x = 898.5396, y = -316.6044, z = 726.8604, angle = 63.423, collision = h0047B1
x = 897.2594, y = -316.612, z = 726.2168, angle = 60.3434, collision = h0047B1
x = 896.1689, y = -316.5869, z = 725.6078, angle = 57.3606, collision = h0047B1
x = 895.2853, y = -316.6307, z = 725.0463, angle = 12.06147, collision = h0047B1
x = 891.6932, y = -317.0464, z = 720.7279, angle = 110.7634, collision = h0047B1
x = 890.2396, y = -316.9178, z = 721.0259, angle = 74.57788, collision = h0047B1
x = 888.8918, y = -316.7412, z = 720.6624, angle = 73.17029, collision = h0047B1
x = 887.7488, y = -316.6384, z = 720.3171, angle = 96.87267, collision = h0047B1
